SNP,not_fixed,ref_fixed,alt_fixed,total,not_fixed_prop,ref_fixed_prop,alt_fixed_prop,not_fixed_exp,ref_fixed_exp,alt_fixed_exp,chi_sq,p.value,p.adj.BH,p.adj.bonf,p.adj.holm
29379565_1888065,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379610_974449,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379610_974454,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379630_4500070,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379630_4863497,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379630_4863968,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379638_740345,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379649_178687,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379668_1402482,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379693_4302746,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29379717_344825,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379732_431329,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379732_431347,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379732_431367,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379782_1817966,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379782_1818205,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379782_1999891,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379790_418464,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379790_497788,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379790_543879,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379795_2377832,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379795_2490993,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379795_2491506,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379795_2491508,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379795_2491522,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379799_2048500,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379808_2129360,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379808_2155719,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379808_3140763,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379820_1158010,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379867_262732,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379867_264526,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379867_282142,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379867_307716,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379871_2626356,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379871_2626368,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379902_445337,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29379912_1505564,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379916_3205328,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379916_3205432,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379931_361363,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379938_396981,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379939_5207472,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379958_1039143,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379975_1049277,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29379987_267187,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379996_1914543,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379996_1914559,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379996_5305857,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379996_5644932,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29379997_1464882,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29379999_116301,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380010_358855,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380010_391250,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380013_12845945,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380013_4442090,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380013_4528263,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380019_2649058,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380029_321144,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380035_514105,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380041_56642,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380045_573213,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380053_146216,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380093_1180053,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380113_1462580,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380113_627141,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380113_627173,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380113_627200,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380113_680288,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380113_680289,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380121_2855259,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380121_2855265,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380129_351105,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380153_1565025,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_265907,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_300743,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_300778,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_300806,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380153_300903,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380153_300935,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_300984,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380153_310687,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_310748,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_310763,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_310771,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380153_311051,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380155_1082974,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380155_1705432,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380155_992609,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380184_1073514,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380194_4408606,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380194_4408772,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380194_4408775,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380196_1958587,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380199_1976918,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380199_1977877,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380212_3322691,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380217_1848783,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380217_3609026,0,10,0,10,0,1,0,0.625,4.6875,4.6875,11.33333333,0.003459377,0.01964196,1,1
29380217_3609029,0,10,0,10,0,1,0,0.625,4.6875,4.6875,11.33333333,0.003459377,0.01964196,1,1
29380219_657817,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380244_1540633,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380247_5947388,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380254_1956646,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380266_82115,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380285_210408,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380285_210446,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380294_74668,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380308_556550,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380330_1573540,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380345_13906606,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380345_171360,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380345_171382,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380422_5618832,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380422_5618865,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380422_5630475,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380422_5827301,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380422_819738,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380480_163100,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380501_502182,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380527_442951,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380527_461808,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380534_243658,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380534_243742,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380546_108277,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380546_108279,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380568_1062325,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380572_362557,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380572_362569,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380572_422419,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380574_787327,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380574_787332,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380574_787910,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380582_438406,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380590_82510,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380602_1207148,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380615_1123070,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380620_2798,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380654_2278663,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380697_1189182,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380697_1189237,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380697_1189283,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380697_1191655,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380697_1191892,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380697_1215300,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380712_2670477,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380715_1016555,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380747_1966317,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380750_127573,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380788_1234798,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380804_3880309,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380812_242401,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380837_604742,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380837_663211,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380837_663238,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380837_665276,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380840_1372132,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380840_1372178,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380840_1372299,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380844_1454211,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380880_1797435,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380880_408910,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380880_943472,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380925_1417650,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380925_363968,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380925_363999,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29380931_1996422,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380931_1997137,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380931_559887,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380941_1931992,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380941_1932009,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380941_1932029,0,9,1,10,0,0.9,0.1,0.625,4.6875,4.6875,7.493333333,0.023596269,0.114673458,1,1
29380948_2266105,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380948_2477677,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380948_2477687,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380965_1285951,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380965_461818,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29380971_1120633,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380971_1145866,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380971_2092825,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29380980_1172484,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29380980_53419,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29381003_3229562,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381003_3229572,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381006_149192,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381006_149205,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381006_228513,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381006_228536,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381006_46250,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381029_408472,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381030_57169,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29381030_695593,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29381044_158185,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381073_1118025,0,2,8,10,0,0.2,0.8,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381073_1143651,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381079_309677,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381079_309678,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381079_311980,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381082_2279245,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381101_964701,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381102_385714,0,5,5,10,0,0.5,0.5,0.625,4.6875,4.6875,0.666666667,0.716531311,0.834637928,1,1
29381114_1595518,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381126_1495403,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381126_1495648,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381126_1592157,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381132_269134,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381144_57678,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381147_312429,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381147_314344,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381148_1477051,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381150_2888785,0,3,7,10,0,0.3,0.7,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381153_361662,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381153_361768,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381153_361780,0,8,2,10,0,0.8,0.2,0.625,4.6875,4.6875,4.506666667,0.105048479,0.385363026,1,1
29381171_555129,0,10,0,10,0,1,0,0.625,4.6875,4.6875,11.33333333,0.003459377,0.01964196,1,1
29381176_385889,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381231_249347,0,10,0,10,0,1,0,0.625,4.6875,4.6875,11.33333333,0.003459377,0.01964196,1,1
29381236_3222903,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381239_304316,0,4,6,10,0,0.4,0.6,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381247_5506728,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
29381285_64246,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381285_64251,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381285_64260,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381285_64290,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381289_96814,0,7,3,10,0,0.7,0.3,0.625,4.6875,4.6875,2.373333333,0.305237027,0.718204769,1,1
29381297_665070,0,6,4,10,0,0.6,0.4,0.625,4.6875,4.6875,1.093333333,0.578876185,0.815201147,1,1
