SNP,s_giganteum_chr_name,LG,WRC_scaffold,map_position,WRC_scaffold_length,position,accurate_pos,distance_from_origin
29378215_546563,CM021102.1,3,29378215,451654976,4395712,546563,452201539,449051428
29378215_546565,CM021102.1,3,29378215,451654976,4395712,546565,452201541,449051430
29378215_546647,CM021102.1,3,29378215,451654976,4395712,546647,452201623,449051512
29378215_546686,CM021102.1,3,29378215,451654976,4395712,546686,452201662,449051551
29380790_553434,CM021102.1,3,29380790,451654976,2460809,553434,452208410,449058299
29379837_563987,CM021102.1,3,29379837,451657386,1000551,563987,452221373,449071262
29379837_564429,CM021102.1,3,29379837,451657386,1000551,564429,452221815,449071704
29380790_589607,CM021102.1,3,29380790,451654976,2460809,589607,452244583,449094472
29379217_603873,CM021102.1,3,29379217,451657801,3707992,603873,452261674,449111563
29379171_606884,CM021102.1,3,29379171,451655330,1267440,606884,452262214,449112103
29380733_644166,CM021102.1,3,29380733,451654973,4299829,644166,452299139,449149028
29380733_644233,CM021102.1,3,29380733,451654973,4299829,644233,452299206,449149095
29379171_664564,CM021102.1,3,29379171,451655330,1267440,664564,452319894,449169783
29379840_666013,CM021102.1,3,29379840,451654976,1349691,666013,452320989,449170878
29379840_666049,CM021102.1,3,29379840,451654976,1349691,666049,452321025,449170914
29379840_666141,CM021102.1,3,29379840,451654976,1349691,666141,452321117,449171006
29379840_666164,CM021102.1,3,29379840,451654976,1349691,666164,452321140,449171029
29380790_682149,CM021102.1,3,29380790,451654976,2460809,682149,452337125,449187014
29379837_739423,CM021102.1,3,29379837,451657386,1000551,739423,452396809,449246698
29379171_750090,CM021102.1,3,29379171,451655330,1267440,750090,452405420,449255309
29379171_750161,CM021102.1,3,29379171,451655330,1267440,750161,452405491,449255380
29379171_750166,CM021102.1,3,29379171,451655330,1267440,750166,452405496,449255385
29379837_755808,CM021102.1,3,29379837,451657386,1000551,755808,452413194,449263083
29382174_829124,CM021102.1,3,29382174,451656066,2630521,829124,452485190,449335079
29382174_829143,CM021102.1,3,29382174,451656066,2630521,829143,452485209,449335098
29382174_833363,CM021102.1,3,29382174,451656066,2630521,833363,452489429,449339318
29382174_833436,CM021102.1,3,29382174,451656066,2630521,833436,452489502,449339391
29382174_833478,CM021102.1,3,29382174,451656066,2630521,833478,452489544,449339433
29379192_872508,CM021102.1,3,29379192,451654973,1883591,872508,452527481,449377370
29379192_872598,CM021102.1,3,29379192,451654973,1883591,872598,452527571,449377460
29379192_872605,CM021102.1,3,29379192,451654973,1883591,872605,452527578,449377467
29379192_872621,CM021102.1,3,29379192,451654973,1883591,872621,452527594,449377483
29379192_872632,CM021102.1,3,29379192,451654973,1883591,872632,452527605,449377494
29379192_872661,CM021102.1,3,29379192,451654973,1883591,872661,452527634,449377523
29379192_872668,CM021102.1,3,29379192,451654973,1883591,872668,452527641,449377530
29379192_872700,CM021102.1,3,29379192,451654973,1883591,872700,452527673,449377562
29379837_894833,CM021102.1,3,29379837,451657386,1000551,894833,452552219,449402108
29379837_894852,CM021102.1,3,29379837,451657386,1000551,894852,452552238,449402127
29381881_915790,CM021102.1,3,29381881,451655020,6105143,915790,452570810,449420699
29381881_915870,CM021102.1,3,29381881,451655020,6105143,915870,452570890,449420779
29380752_942948,CM021102.1,3,29380752,451656668,1314157,942948,452599616,449449505
29380752_942969,CM021102.1,3,29380752,451656668,1314157,942969,452599637,449449526
29380752_943079,CM021102.1,3,29380752,451656668,1314157,943079,452599747,449449636
29379217_1021292,CM021102.1,3,29379217,451657801,3707992,1021292,452679093,449528982
29379217_1021392,CM021102.1,3,29379217,451657801,3707992,1021392,452679193,449529082
29379217_1021453,CM021102.1,3,29379217,451657801,3707992,1021453,452679254,449529143
29379217_1021463,CM021102.1,3,29379217,451657801,3707992,1021463,452679264,449529153
29379217_1021471,CM021102.1,3,29379217,451657801,3707992,1021471,452679272,449529161
29379217_1021506,CM021102.1,3,29379217,451657801,3707992,1021506,452679307,449529196
29379217_1021536,CM021102.1,3,29379217,451657801,3707992,1021536,452679337,449529226
29379612_1063652,CM021102.1,3,29379612,451654973,3317721,1063652,452718625,449568514
29378811_1145268,CM021102.1,3,29378811,451654973,3293145,1145268,452800241,449650130
29379814_1150113,CM021102.1,3,29379814,451657251,1736045,1150113,452807364,449657253
29379814_1150132,CM021102.1,3,29379814,451657251,1736045,1150132,452807383,449657272
29379814_1150133,CM021102.1,3,29379814,451657251,1736045,1150133,452807384,449657273
29379814_1150171,CM021102.1,3,29379814,451657251,1736045,1150171,452807422,449657311
29379814_1150204,CM021102.1,3,29379814,451657251,1736045,1150204,452807455,449657344
29379814_1150223,CM021102.1,3,29379814,451657251,1736045,1150223,452807474,449657363
29379814_1150237,CM021102.1,3,29379814,451657251,1736045,1150237,452807488,449657377
29379814_1150243,CM021102.1,3,29379814,451657251,1736045,1150243,452807494,449657383
29379814_1150261,CM021102.1,3,29379814,451657251,1736045,1150261,452807512,449657401
29379814_1150274,CM021102.1,3,29379814,451657251,1736045,1150274,452807525,449657414
29381881_1222332,CM021102.1,3,29381881,451655020,6105143,1222332,452877352,449727241
29381881_1222333,CM021102.1,3,29381881,451655020,6105143,1222333,452877353,449727242
29381881_1222369,CM021102.1,3,29381881,451655020,6105143,1222369,452877389,449727278
29381881_1222385,CM021102.1,3,29381881,451655020,6105143,1222385,452877405,449727294
29381881_1222399,CM021102.1,3,29381881,451655020,6105143,1222399,452877419,449727308
29381881_1222443,CM021102.1,3,29381881,451655020,6105143,1222443,452877463,449727352
29381881_1263028,CM021102.1,3,29381881,451655020,6105143,1263028,452918048,449767937
29381881_1263043,CM021102.1,3,29381881,451655020,6105143,1263043,452918063,449767952
29381881_1263116,CM021102.1,3,29381881,451655020,6105143,1263116,452918136,449768025
29381881_1263151,CM021102.1,3,29381881,451655020,6105143,1263151,452918171,449768060
29381881_1263155,CM021102.1,3,29381881,451655020,6105143,1263155,452918175,449768064
29381881_1263208,CM021102.1,3,29381881,451655020,6105143,1263208,452918228,449768117
29381532_1285612,CM021102.1,3,29381532,451655865,5293243,1285612,452941477,449791366
29381532_1298403,CM021102.1,3,29381532,451655865,5293243,1298403,452954268,449804157
29381881_1302645,CM021102.1,3,29381881,451655020,6105143,1302645,452957665,449807554
29381881_1303367,CM021102.1,3,29381881,451655020,6105143,1303367,452958387,449808276
29379576_1387464,CM021102.1,3,29379576,451654976,1446056,1387464,453042440,449892329
29378215_1503742,CM021102.1,3,29378215,451654976,4395712,1503742,453158718,450008607
29378215_1503821,CM021102.1,3,29378215,451654976,4395712,1503821,453158797,450008686
29378215_1503878,CM021102.1,3,29378215,451654976,4395712,1503878,453158854,450008743
29378215_1503883,CM021102.1,3,29378215,451654976,4395712,1503883,453158859,450008748
29378215_1503894,CM021102.1,3,29378215,451654976,4395712,1503894,453158870,450008759
29378215_1503895,CM021102.1,3,29378215,451654976,4395712,1503895,453158871,450008760
29382174_1545733,CM021102.1,3,29382174,451656066,2630521,1545733,453201799,450051688
29382174_1562860,CM021102.1,3,29382174,451656066,2630521,1562860,453218926,450068815
29378811_1595820,CM021102.1,3,29378811,451654973,3293145,1595820,453250793,450100682
29379217_1758241,CM021102.1,3,29379217,451657801,3707992,1758241,453416042,450265931
29379217_1758405,CM021102.1,3,29379217,451657801,3707992,1758405,453416206,450266095
29379217_1794183,CM021102.1,3,29379217,451657801,3707992,1794183,453451984,450301873
29379217_1794213,CM021102.1,3,29379217,451657801,3707992,1794213,453452014,450301903
29379217_1794227,CM021102.1,3,29379217,451657801,3707992,1794227,453452028,450301917
29379612_1851370,CM021102.1,3,29379612,451654973,3317721,1851370,453506343,450356232
29379612_1851385,CM021102.1,3,29379612,451654973,3317721,1851385,453506358,450356247
29379217_1956816,CM021102.1,3,29379217,451657801,3707992,1956816,453614617,450464506
29379217_1956877,CM021102.1,3,29379217,451657801,3707992,1956877,453614678,450464567
29379217_1956927,CM021102.1,3,29379217,451657801,3707992,1956927,453614728,450464617
29379217_1956967,CM021102.1,3,29379217,451657801,3707992,1956967,453614768,450464657
29377381_2041567,CM021102.1,3,29377381,451654975,2814755,2041567,453696542,450546431
29377381_2061182,CM021102.1,3,29377381,451654975,2814755,2061182,453716157,450566046
29377381_2101014,CM021102.1,3,29377381,451654975,2814755,2101014,453755989,450605878
29377381_2101079,CM021102.1,3,29377381,451654975,2814755,2101079,453756054,450605943
29377381_2101521,CM021102.1,3,29377381,451654975,2814755,2101521,453756496,450606385
29377381_2101564,CM021102.1,3,29377381,451654975,2814755,2101564,453756539,450606428
29382174_2110321,CM021102.1,3,29382174,451656066,2630521,2110321,453766387,450616276
29382174_2110342,CM021102.1,3,29382174,451656066,2630521,2110342,453766408,450616297
29382174_2110534,CM021102.1,3,29382174,451656066,2630521,2110534,453766600,450616489
29382174_2110550,CM021102.1,3,29382174,451656066,2630521,2110550,453766616,450616505
29377381_2135129,CM021102.1,3,29377381,451654975,2814755,2135129,453790104,450639993
29377381_2135304,CM021102.1,3,29377381,451654975,2814755,2135304,453790279,450640168
29377381_2135320,CM021102.1,3,29377381,451654975,2814755,2135320,453790295,450640184
29379217_2146566,CM021102.1,3,29379217,451657801,3707992,2146566,453804367,450654256
29379217_2146588,CM021102.1,3,29379217,451657801,3707992,2146588,453804389,450654278
29379217_2146664,CM021102.1,3,29379217,451657801,3707992,2146664,453804465,450654354
29379612_2260298,CM021102.1,3,29379612,451654973,3317721,2260298,453915271,450765160
29379612_2265941,CM021102.1,3,29379612,451654973,3317721,2265941,453920914,450770803
29379612_2269005,CM021102.1,3,29379612,451654973,3317721,2269005,453923978,450773867
29380733_2306228,CM021102.1,3,29380733,451654973,4299829,2306228,453961201,450811090
29382174_2408727,CM021102.1,3,29382174,451656066,2630521,2408727,454064793,450914682
29382174_2408773,CM021102.1,3,29382174,451656066,2630521,2408773,454064839,450914728
29382174_2408782,CM021102.1,3,29382174,451656066,2630521,2408782,454064848,450914737
29382174_2409067,CM021102.1,3,29382174,451656066,2630521,2409067,454065133,450915022
29380733_2434446,CM021102.1,3,29380733,451654973,4299829,2434446,454089419,450939308
29380733_2434508,CM021102.1,3,29380733,451654973,4299829,2434508,454089481,450939370
29379612_2517800,CM021102.1,3,29379612,451654973,3317721,2517800,454172773,451022662
29382174_2564355,CM021102.1,3,29382174,451656066,2630521,2564355,454220421,451070310
29382174_2564390,CM021102.1,3,29382174,451656066,2630521,2564390,454220456,451070345
29382174_2564430,CM021102.1,3,29382174,451656066,2630521,2564430,454220496,451070385
29378215_2615681,CM021102.1,3,29378215,451654976,4395712,2615681,454270657,451120546
29381881_2615778,CM021102.1,3,29381881,451655020,6105143,2615778,454270798,451120687
29381881_2620189,CM021102.1,3,29381881,451655020,6105143,2620189,454275209,451125098
29381532_2665930,CM021102.1,3,29381532,451655865,5293243,2665930,454321795,451171684
29379217_2733392,CM021102.1,3,29379217,451657801,3707992,2733392,454391193,451241082
29379217_2733445,CM021102.1,3,29379217,451657801,3707992,2733445,454391246,451241135
29379217_2734149,CM021102.1,3,29379217,451657801,3707992,2734149,454391950,451241839
29379217_2734151,CM021102.1,3,29379217,451657801,3707992,2734151,454391952,451241841
29381881_2777247,CM021102.1,3,29381881,451655020,6105143,2777247,454432267,451282156
29381881_2777346,CM021102.1,3,29381881,451655020,6105143,2777346,454432366,451282255
29381881_2777640,CM021102.1,3,29381881,451655020,6105143,2777640,454432660,451282549
29379217_2867710,CM021102.1,3,29379217,451657801,3707992,2867710,454525511,451375400
29379217_2867802,CM021102.1,3,29379217,451657801,3707992,2867802,454525603,451375492
29378811_2889610,CM021102.1,3,29378811,451654973,3293145,2889610,454544583,451394472
29378811_2889628,CM021102.1,3,29378811,451654973,3293145,2889628,454544601,451394490
29379217_2913222,CM021102.1,3,29379217,451657801,3707992,2913222,454571023,451420912
29379217_2913228,CM021102.1,3,29379217,451657801,3707992,2913228,454571029,451420918
29379217_2913275,CM021102.1,3,29379217,451657801,3707992,2913275,454571076,451420965
29379217_2913348,CM021102.1,3,29379217,451657801,3707992,2913348,454571149,451421038
29379217_2913386,CM021102.1,3,29379217,451657801,3707992,2913386,454571187,451421076
29379217_2913438,CM021102.1,3,29379217,451657801,3707992,2913438,454571239,451421128
29381881_3045647,CM021102.1,3,29381881,451655020,6105143,3045647,454700667,451550556
29379217_3089397,CM021102.1,3,29379217,451657801,3707992,3089397,454747198,451597087
29379217_3089409,CM021102.1,3,29379217,451657801,3707992,3089409,454747210,451597099
29379217_3089479,CM021102.1,3,29379217,451657801,3707992,3089479,454747280,451597169
29379217_3089514,CM021102.1,3,29379217,451657801,3707992,3089514,454747315,451597204
29379217_3091565,CM021102.1,3,29379217,451657801,3707992,3091565,454749366,451599255
29379217_3091768,CM021102.1,3,29379217,451657801,3707992,3091768,454749569,451599458
29379217_3173542,CM021102.1,3,29379217,451657801,3707992,3173542,454831343,451681232
29378215_3560800,CM021102.1,3,29378215,451654976,4395712,3560800,455215776,452065665
29378215_3598793,CM021102.1,3,29378215,451654976,4395712,3598793,455253769,452103658
29378215_3598799,CM021102.1,3,29378215,451654976,4395712,3598799,455253775,452103664
29378215_3598845,CM021102.1,3,29378215,451654976,4395712,3598845,455253821,452103710
29378215_3753266,CM021102.1,3,29378215,451654976,4395712,3753266,455408242,452258131
29378215_3771595,CM021102.1,3,29378215,451654976,4395712,3771595,455426571,452276460
29378215_3771600,CM021102.1,3,29378215,451654976,4395712,3771600,455426576,452276465
29378215_3771612,CM021102.1,3,29378215,451654976,4395712,3771612,455426588,452276477
29378215_3771622,CM021102.1,3,29378215,451654976,4395712,3771622,455426598,452276487
29378215_3771669,CM021102.1,3,29378215,451654976,4395712,3771669,455426645,452276534
29378978_4810,CM021102.1,3,29378978,455431665,423226,4810,455436475,452286364
29378978_4819,CM021102.1,3,29378978,455431665,423226,4819,455436484,452286373
29379256_72783,CM021102.1,3,29379256,455431665,1383123,72783,455504448,452354337
29377507_88405,CM021102.1,3,29377507,455431665,1230207,88405,455520070,452369959
29382009_227853,CM021102.1,3,29382009,455431664,650240,227853,455659517,452509406
29382009_227870,CM021102.1,3,29382009,455431664,650240,227870,455659534,452509423
29382009_227917,CM021102.1,3,29382009,455431664,650240,227917,455659581,452509470
29382009_227943,CM021102.1,3,29382009,455431664,650240,227943,455659607,452509496
29378215_4269319,CM021102.1,3,29378215,451654976,4395712,4269319,455924295,452774184
29378215_4269320,CM021102.1,3,29378215,451654976,4395712,4269320,455924296,452774185
29378215_4269829,CM021102.1,3,29378215,451654976,4395712,4269829,455924805,452774694
29377262_523855,CM021102.1,3,29377262,455431664,6012552,523855,455955519,452805408
29377262_2283894,CM021102.1,3,29377262,455431664,6012552,2283894,457715558,454565447
29377262_2788051,CM021102.1,3,29377262,455431664,6012552,2788051,458219715,455069604
29377262_2788090,CM021102.1,3,29377262,455431664,6012552,2788090,458219754,455069643
29377262_2788658,CM021102.1,3,29377262,455431664,6012552,2788658,458220322,455070211
29377262_4356505,CM021102.1,3,29377262,455431664,6012552,4356505,459788169,456638058
29377262_4356520,CM021102.1,3,29377262,455431664,6012552,4356520,459788184,456638073
29377262_4356524,CM021102.1,3,29377262,455431664,6012552,4356524,459788188,456638077
29364843_38912,CM021102.1,3,29364843,464516993,68286,38912,464555905,461405794
29364843_38919,CM021102.1,3,29364843,464516993,68286,38919,464555912,461405801
29364843_38959,CM021102.1,3,29364843,464516993,68286,38959,464555952,461405841
29364843_38983,CM021102.1,3,29364843,464516993,68286,38983,464555976,461405865
29364843_38986,CM021102.1,3,29364843,464516993,68286,38986,464555979,461405868
29364843_39011,CM021102.1,3,29364843,464516993,68286,39011,464556004,461405893
29364843_39018,CM021102.1,3,29364843,464516993,68286,39018,464556011,461405900
29364843_39040,CM021102.1,3,29364843,464516993,68286,39040,464556033,461405922
29364843_39042,CM021102.1,3,29364843,464516993,68286,39042,464556035,461405924
29364843_39078,CM021102.1,3,29364843,464516993,68286,39078,464556071,461405960
29369402_12181,CM021102.1,3,29369402,493587027,14913,12181,493599208,490449097
29369402_12306,CM021102.1,3,29369402,493587027,14913,12306,493599333,490449222
29347853_13589,CM021102.1,3,29347853,493603612,32257,13589,493617201,490467090
29380931_140238,CM021102.1,3,29380931,493587026,7771211,140238,493727264,490577153
29380931_140255,CM021102.1,3,29380931,493587026,7771211,140255,493727281,490577170
29380931_162014,CM021102.1,3,29380931,493587026,7771211,162014,493749040,490598929
29380931_162017,CM021102.1,3,29380931,493587026,7771211,162017,493749043,490598932
29377178_150105,CM021102.1,3,29377178,493600396,285497,150105,493750501,490600390
29377178_150128,CM021102.1,3,29377178,493600396,285497,150128,493750524,490600413
29377992_151817,CM021102.1,3,29377992,493598786,900020,151817,493750603,490600492
29379933_214535,CM021102.1,3,29379933,493587031,4236918,214535,493801566,490651455
29379728_289711,CM021102.1,3,29379728,493587031,3079353,289711,493876742,490726631
29377178_280499,CM021102.1,3,29377178,493600396,285497,280499,493880895,490730784
29377178_280523,CM021102.1,3,29377178,493600396,285497,280523,493880919,490730808
29381242_323048,CM021102.1,3,29381242,493587027,4242046,323048,493910075,490759964
29378159_325720,CM021102.1,3,29378159,493587024,3056525,325720,493912744,490762633
29378480_370880,CM021102.1,3,29378480,493597415,1651650,370880,493968295,490818184
29378480_370890,CM021102.1,3,29378480,493597415,1651650,370890,493968305,490818194
29378480_370958,CM021102.1,3,29378480,493597415,1651650,370958,493968373,490818262
29378480_370959,CM021102.1,3,29378480,493597415,1651650,370959,493968374,490818263
29378480_370966,CM021102.1,3,29378480,493597415,1651650,370966,493968381,490818270
29378480_370992,CM021102.1,3,29378480,493597415,1651650,370992,493968407,490818296
29378480_371004,CM021102.1,3,29378480,493597415,1651650,371004,493968419,490818308
29379728_438425,CM021102.1,3,29379728,493587031,3079353,438425,494025456,490875345
29370944_433992,CM021102.1,3,29370944,493598556,510972,433992,494032548,490882437
29370944_434037,CM021102.1,3,29370944,493598556,510972,434037,494032593,490882482
29370944_434038,CM021102.1,3,29370944,493598556,510972,434038,494032594,490882483
29378480_450636,CM021102.1,3,29378480,493597415,1651650,450636,494048051,490897940
29378480_450737,CM021102.1,3,29378480,493597415,1651650,450737,494048152,490898041
29380931_476004,CM021102.1,3,29380931,493587026,7771211,476004,494063030,490912919
29380931_476129,CM021102.1,3,29380931,493587026,7771211,476129,494063155,490913044
29380931_476195,CM021102.1,3,29380931,493587026,7771211,476195,494063221,490913110
29380931_536614,CM021102.1,3,29380931,493587026,7771211,536614,494123640,490973529
29380931_536691,CM021102.1,3,29380931,493587026,7771211,536691,494123717,490973606
29380931_540154,CM021102.1,3,29380931,493587026,7771211,540154,494127180,490977069
29378159_544355,CM021102.1,3,29378159,493587024,3056525,544355,494131379,490981268
29378159_544359,CM021102.1,3,29378159,493587024,3056525,544359,494131383,490981272
29378159_544362,CM021102.1,3,29378159,493587024,3056525,544362,494131386,490981275
29378159_544377,CM021102.1,3,29378159,493587024,3056525,544377,494131401,490981290
29378159_544430,CM021102.1,3,29378159,493587024,3056525,544430,494131454,490981343
29378159_544440,CM021102.1,3,29378159,493587024,3056525,544440,494131464,490981353
29378159_544488,CM021102.1,3,29378159,493587024,3056525,544488,494131512,490981401
29380931_559822,CM021102.1,3,29380931,493587026,7771211,559822,494146848,490996737
29380931_559887,CM021102.1,3,29380931,493587026,7771211,559887,494146913,490996802
29378480_554520,CM021102.1,3,29378480,493597415,1651650,554520,494151935,491001824
29378480_558647,CM021102.1,3,29378480,493597415,1651650,558647,494156062,491005951
29378480_558698,CM021102.1,3,29378480,493597415,1651650,558698,494156113,491006002
29378480_558704,CM021102.1,3,29378480,493597415,1651650,558704,494156119,491006008
29378480_558713,CM021102.1,3,29378480,493597415,1651650,558713,494156128,491006017
29378480_558725,CM021102.1,3,29378480,493597415,1651650,558725,494156140,491006029
29378480_558776,CM021102.1,3,29378480,493597415,1651650,558776,494156191,491006080
29378480_558897,CM021102.1,3,29378480,493597415,1651650,558897,494156312,491006201
29380023_576113,CM021102.1,3,29380023,493598111,774650,576113,494174224,491024113
29380023_576181,CM021102.1,3,29380023,493598111,774650,576181,494174292,491024181
29381242_608335,CM021102.1,3,29381242,493587027,4242046,608335,494195362,491045251
29377992_611312,CM021102.1,3,29377992,493598786,900020,611312,494210098,491059987
29377992_611726,CM021102.1,3,29377992,493598786,900020,611726,494210512,491060401
29380931_625541,CM021102.1,3,29380931,493587026,7771211,625541,494212567,491062456
29381242_639629,CM021102.1,3,29381242,493587027,4242046,639629,494226656,491076545
29377992_646990,CM021102.1,3,29377992,493598786,900020,646990,494245776,491095665
29377992_647002,CM021102.1,3,29377992,493598786,900020,647002,494245788,491095677
29377992_647269,CM021102.1,3,29377992,493598786,900020,647269,494246055,491095944
29377992_647532,CM021102.1,3,29377992,493598786,900020,647532,494246318,491096207
29377992_651201,CM021102.1,3,29377992,493598786,900020,651201,494249987,491099876
29377992_676085,CM021102.1,3,29377992,493598786,900020,676085,494274871,491124760
29377992_676439,CM021102.1,3,29377992,493598786,900020,676439,494275225,491125114
29377992_680500,CM021102.1,3,29377992,493598786,900020,680500,494279286,491129175
29377992_680902,CM021102.1,3,29377992,493598786,900020,680902,494279688,491129577
29377992_680969,CM021102.1,3,29377992,493598786,900020,680969,494279755,491129644
29378184_891793,CM021102.1,3,29378184,493598197,1927642,891793,494489990,491339879
29381564_957416,CM021102.1,3,29381564,493599875,1445938,957416,494557291,491407180
29379728_1162666,CM021102.1,3,29379728,493587031,3079353,1162666,494749697,491599586
29378184_1163386,CM021102.1,3,29378184,493598197,1927642,1163386,494761583,491611472
29378184_1163626,CM021102.1,3,29378184,493598197,1927642,1163626,494761823,491611712
29378480_1189031,CM021102.1,3,29378480,493597415,1651650,1189031,494786446,491636335
29378480_1307569,CM021102.1,3,29378480,493597415,1651650,1307569,494904984,491754873
29378480_1307698,CM021102.1,3,29378480,493597415,1651650,1307698,494905113,491755002
29378480_1307770,CM021102.1,3,29378480,493597415,1651650,1307770,494905185,491755074
29378480_1307821,CM021102.1,3,29378480,493597415,1651650,1307821,494905236,491755125
29378480_1307966,CM021102.1,3,29378480,493597415,1651650,1307966,494905381,491755270
29379728_1410142,CM021102.1,3,29379728,493587031,3079353,1410142,494997173,491847062
29380238_1744605,CM021102.1,3,29380238,493592268,1929325,1744605,495336873,492186762
29380238_1747097,CM021102.1,3,29380238,493592268,1929325,1747097,495339365,492189254
29380238_1747124,CM021102.1,3,29380238,493592268,1929325,1747124,495339392,492189281
29380238_1747892,CM021102.1,3,29380238,493592268,1929325,1747892,495340160,492190049
29380238_1747922,CM021102.1,3,29380238,493592268,1929325,1747922,495340190,492190079
29380238_1753089,CM021102.1,3,29380238,493592268,1929325,1753089,495345357,492195246
29381852_1773286,CM021102.1,3,29381852,493587031,2881866,1773286,495360317,492210206
29378184_1887318,CM021102.1,3,29378184,493598197,1927642,1887318,495485515,492335404
29380931_1916014,CM021102.1,3,29380931,493587026,7771211,1916014,495503040,492352929
29380931_1996422,CM021102.1,3,29380931,493587026,7771211,1996422,495583448,492433337
29380931_1997137,CM021102.1,3,29380931,493587026,7771211,1997137,495584163,492434052
29379933_2009404,CM021102.1,3,29379933,493587031,4236918,2009404,495596435,492446324
29379933_2009426,CM021102.1,3,29379933,493587031,4236918,2009426,495596457,492446346
29379933_2009541,CM021102.1,3,29379933,493587031,4236918,2009541,495596572,492446461
29379933_2019020,CM021102.1,3,29379933,493587031,4236918,2019020,495606051,492455940
29381242_2543706,CM021102.1,3,29381242,493587027,4242046,2543706,496130733,492980622
29380278_601751,CM021102.1,3,29380278,495587406,1472547,601751,496189157,493039046
29380278_604790,CM021102.1,3,29380278,495587406,1472547,604790,496192196,493042085
29380278_604814,CM021102.1,3,29380278,495587406,1472547,604814,496192220,493042109
29379728_2667100,CM021102.1,3,29379728,493587031,3079353,2667100,496254131,493104020
29379728_2667146,CM021102.1,3,29379728,493587031,3079353,2667146,496254177,493104066
29380278_694760,CM021102.1,3,29380278,495587406,1472547,694760,496282166,493132055
29380278_771661,CM021102.1,3,29380278,495587406,1472547,771661,496359067,493208956
29380278_771667,CM021102.1,3,29380278,495587406,1472547,771667,496359073,493208962
29380278_771904,CM021102.1,3,29380278,495587406,1472547,771904,496359310,493209199
29379933_2852003,CM021102.1,3,29379933,493587031,4236918,2852003,496439034,493288923
29378159_2933900,CM021102.1,3,29378159,493587024,3056525,2933900,496520924,493370813
29378159_2933944,CM021102.1,3,29378159,493587024,3056525,2933944,496520968,493370857
29378159_2933947,CM021102.1,3,29378159,493587024,3056525,2933947,496520971,493370860
29378159_2934242,CM021102.1,3,29378159,493587024,3056525,2934242,496521266,493371155
29378159_2934263,CM021102.1,3,29378159,493587024,3056525,2934263,496521287,493371176
29378159_2934305,CM021102.1,3,29378159,493587024,3056525,2934305,496521329,493371218
29378159_2934348,CM021102.1,3,29378159,493587024,3056525,2934348,496521372,493371261
29378159_2942359,CM021102.1,3,29378159,493587024,3056525,2942359,496529383,493379272
29380278_1053367,CM021102.1,3,29380278,495587406,1472547,1053367,496640773,493490662
29380278_1059042,CM021102.1,3,29380278,495587406,1472547,1059042,496646448,493496337
29379933_3361215,CM021102.1,3,29379933,493587031,4236918,3361215,496948246,493798135
29379933_3361228,CM021102.1,3,29379933,493587031,4236918,3361228,496948259,493798148
29379933_3361314,CM021102.1,3,29379933,493587031,4236918,3361314,496948345,493798234
29379933_3361436,CM021102.1,3,29379933,493587031,4236918,3361436,496948467,493798356
29380931_4143765,CM021102.1,3,29380931,493587026,7771211,4143765,497730791,494580680
29380931_4144510,CM021102.1,3,29380931,493587026,7771211,4144510,497731536,494581425
29380931_6765297,CM021102.1,3,29380931,493587026,7771211,6765297,500352323,497202212
29380931_7599147,CM021102.1,3,29380931,493587026,7771211,7599147,501186173,498036062
29380931_7599308,CM021102.1,3,29380931,493587026,7771211,7599308,501186334,498036223
29379023_521,CM021102.1,3,29379023,508820777,3651961,521,508821298,505671187
29342185_12181,CM021102.1,3,29342185,508816825,27169,12181,508829006,505678895
29342185_12232,CM021102.1,3,29342185,508816825,27169,12232,508829057,505678946
29382290_20019,CM021102.1,3,29382290,508816826,3499087,20019,508836845,505686734
29382290_20025,CM021102.1,3,29382290,508816826,3499087,20025,508836851,505686740
29382290_20437,CM021102.1,3,29382290,508816826,3499087,20437,508837263,505687152
29382222_56042,CM021102.1,3,29382222,508816827,521794,56042,508872869,505722758
29382222_56126,CM021102.1,3,29382222,508816827,521794,56126,508872953,505722842
29382222_56294,CM021102.1,3,29382222,508816827,521794,56294,508873121,505723010
29382222_56297,CM021102.1,3,29382222,508816827,521794,56297,508873124,505723013
29377608_61196,CM021102.1,3,29377608,508816827,97331,61196,508878023,505727912
29377608_61203,CM021102.1,3,29377608,508816827,97331,61203,508878030,505727919
29377608_61208,CM021102.1,3,29377608,508816827,97331,61208,508878035,505727924
29377608_61260,CM021102.1,3,29377608,508816827,97331,61260,508878087,505727976
29377608_61264,CM021102.1,3,29377608,508816827,97331,61264,508878091,505727980
29377608_61308,CM021102.1,3,29377608,508816827,97331,61308,508878135,505728024
29377608_61343,CM021102.1,3,29377608,508816827,97331,61343,508878170,505728059
29377608_61347,CM021102.1,3,29377608,508816827,97331,61347,508878174,505728063
29341468_93084,CM021102.1,3,29341468,508816824,216571,93084,508909908,505759797
29341468_93096,CM021102.1,3,29341468,508816824,216571,93096,508909920,505759809
29341468_93148,CM021102.1,3,29341468,508816824,216571,93148,508909972,505759861
29381860_114812,CM021102.1,3,29381860,508816825,1182195,114812,508931637,505781526
29381860_115017,CM021102.1,3,29381860,508816825,1182195,115017,508931842,505781731
29381860_115061,CM021102.1,3,29381860,508816825,1182195,115061,508931886,505781775
29378418_116152,CM021102.1,3,29378418,508816827,827256,116152,508932979,505782868
29382371_123830,CM021102.1,3,29382371,508816826,3554722,123830,508940656,505790545
