,19_2-F,1922-S1,1922-1-S2,1922-11-S3,1922-111-S4
29378199_1021356,1,0,0,0,0
29378199_1021385,1,0,0,0,0
29378199_1021386,1,0,0,0,0
29378199_1021392,1,0,0,0,0
29378199_1021465,1,1,0,0,0
29378199_1021480,1,1,0,0,0
29378199_1021567,0,0,0,0,0
29378199_1031102,1,1,0,0,0
29378199_1075445,1,1,0,0,0
29378199_1075545,1,1,0,0,0
29378199_1075550,0,0,0,0,0
29378199_1105787,1,1,0,0,0
29378199_1106447,1,1,0,0,0
29378199_1106490,1,1,0,0,0
29378199_1106595,0,0,0,0,0
29378199_2622177,0,0,0,0,0
29378199_2626365,0,0,0,0,0
29378199_2890132,0,0,0,0,0
29378199_3199617,0,0,0,0,0
29378199_3199711,0,0,0,0,0
29378199_3773779,0,0,0,0,0
29378199_4264910,0,0,0,0,0
29378199_4264990,1,2,2,2,2
29378199_4265010,0,0,0,0,0
29378199_4296297,1,1,0,0,0
29378199_4298062,1,1,0,0,0
29378199_4298115,1,1,0,0,0
29378199_4298560,1,1,0,0,0
29378199_4298623,0,0,0,0,0
29378199_4298649,1,1,0,0,0
29378199_522488,1,1,0,0,0
29378199_522508,1,1,0,0,0
29378199_522565,1,1,0,0,0
29378199_522632,1,0,0,0,0
29378199_6400404,0,0,0,0,0
29378199_6400494,0,0,0,0,0
29378199_6425604,0,0,0,0,0
29378199_6425653,0,0,0,0,0
29378199_6425711,0,0,0,0,0
29378199_6425957,0,0,0,0,0
29378200_139992,0,0,0,0,0
29378201_2389835,2,2,2,2,2
29378201_2845171,0,0,0,0,0
29378201_2845172,0,0,0,0,0
29378201_2845203,1,1,1,1,1
29378201_2845248,1,1,1,1,1
29378201_2845280,1,1,1,1,1
29378202_2484936,0,0,0,0,0
29378202_2484961,0,0,0,0,0
29378202_2484980,0,0,0,0,0
29378202_2485049,0,0,0,0,0
29378202_2485050,0,0,0,0,0
29378202_2859186,0,0,0,0,0
29378202_2859285,0,0,0,0,0
29378202_2859363,0,0,0,0,0
29378202_2859367,0,0,0,0,0
29378202_2859378,0,0,0,0,0
29378202_2859419,0,0,0,0,0
29378202_2859421,2,2,2,2,2
29378203_106203,1,0,0,0,0
29378203_106230,1,0,0,0,0
29378203_106253,1,0,0,0,0
29378203_91953,1,0,0,0,0
29378203_91964,1,0,0,0,0
29378203_91973,0,0,0,0,0
29378203_91987,1,0,0,0,0
29378203_92042,1,0,0,0,0
29378203_97927,1,0,0,0,0
29378203_97985,1,0,0,0,0
29378203_98036,1,0,0,0,0
29378203_98181,1,0,0,0,0
29378203_99381,0,0,0,0,0
29378203_99388,0,0,0,0,0
29378203_99390,0,0,0,0,0
29378203_99414,0,0,0,0,0
29378203_99504,0,0,0,0,0
29378203_99525,0,0,0,0,0
29378203_99548,0,0,0,0,0
29378205_1067106,0,0,0,0,0
29378205_1067231,0,0,0,0,0
29378205_981448,0,0,0,0,0
29378205_981451,0,0,0,0,0
29378205_981479,0,0,0,0,0
29378205_983220,0,0,0,0,0
29378205_983430,0,0,0,0,0
29378206_1063021,0,0,0,0,0
29378206_1064300,0,0,0,0,0
29378206_1076360,0,0,0,0,0
29378206_1076482,0,0,0,0,0
29378206_123238,1,0,0,0,0
29378206_123332,1,0,0,0,0
29378206_127166,1,0,0,0,0
29378206_127277,0,0,0,0,0
29378206_127329,1,0,0,0,0
29378206_127517,1,0,0,0,0
29378206_127568,1,0,0,0,0
29378206_148166,1,0,0,0,0
29378206_148627,1,0,0,0,0
29378206_148675,1,0,0,0,0
29378206_148770,0,0,0,0,0
29378206_148876,1,0,0,0,0
29378206_173269,1,0,0,0,0
29378206_658581,0,0,0,0,0
29378206_697387,0,0,0,0,0
29378206_697408,0,0,0,0,0
29378206_697456,0,0,0,0,0
29378206_701342,0,0,0,0,0
29378206_718084,0,0,0,0,0
29378206_832706,0,0,0,0,0
29378206_832780,0,0,0,0,0
29378207_1037320,0,0,0,0,0
29378207_1037365,0,0,0,0,0
29378207_1037376,0,0,0,0,0
29378207_1037389,0,0,0,0,0
29378207_1037439,0,0,0,0,0
29378207_1323679,1,1,1,NA,2
29378207_1323692,1,1,1,NA,2
29378207_1323719,1,1,1,NA,2
29378207_1323751,1,1,1,NA,2
29378207_1354742,0,0,0,0,0
29378207_1354744,1,1,1,NA,2
29378207_1355362,1,1,1,NA,2
29378207_1355422,1,1,1,NA,2
29378207_1696996,0,0,0,0,0
29378207_1697551,0,0,0,0,0
29378207_1697554,1,1,1,NA,2
29378207_1711303,0,0,0,0,0
29378207_43208,1,1,1,NA,0
29378207_43273,1,1,1,NA,2
29378207_43839,1,1,1,NA,0
29378207_44052,1,1,1,NA,0
29378207_44110,0,0,0,0,0
29378209_971250,1,1,1,1,1
29378209_971343,0,0,0,0,0
29378209_971357,0,0,0,0,0
29378209_971409,1,1,0,0,0
29378209_971411,0,0,0,0,0
29378209_971419,1,1,0,0,0
29378209_971423,1,1,0,0,0
29378209_971425,1,1,1,1,1
29378209_971434,1,1,0,0,0
29378210_1451363,0,0,0,0,0
29378210_1842340,0,0,0,0,0
29378210_1842345,0,0,0,0,0
29378210_1842445,0,0,0,0,0
29378210_1842570,0,0,0,0,0
29378210_370911,1,1,1,1,1
29378211_165886,0,0,0,0,0
29378212_2100537,0,0,0,0,0
29378212_2100568,0,0,0,0,0
29378212_2107045,0,0,0,0,0
29378212_2150175,0,0,0,0,0
29378212_2954649,0,0,0,0,0
29378212_2954663,0,0,0,0,0
29378212_2954713,0,0,0,0,0
29378212_2954759,0,0,0,0,0
29378212_2954769,0,0,0,0,0
29378212_2954788,0,0,0,0,0
29378212_3244314,0,0,0,0,0
29378212_3244324,0,0,0,0,0
29378212_3244332,0,0,0,0,0
29378212_3244336,0,0,0,0,0
29378212_3244337,0,0,0,0,0
29378212_3244339,0,0,0,0,0
29378212_3244347,0,0,0,0,0
29378212_3244354,0,0,0,0,0
29378212_3244379,0,0,0,0,0
29378212_3244381,0,0,0,0,0
29378212_3244389,0,0,0,0,0
29378212_3244399,0,0,0,0,0
29378212_3244408,0,0,0,0,0
29378212_3244412,0,0,0,0,0
29378212_3244419,0,0,0,0,0
29378212_3244420,0,0,0,0,0
29378212_3244432,0,0,0,0,0
29378212_3244435,0,0,0,0,0
29378212_3244436,0,0,0,0,0
29378212_3244446,0,0,0,0,0
29378212_3244447,0,0,0,0,0
29378212_3244462,0,0,0,0,0
29378212_3244463,0,0,0,0,0
29378212_3244465,0,0,0,0,0
29378212_3244471,0,0,0,0,0
29378212_3244502,0,0,0,0,0
29378212_3244503,0,0,0,0,0
29378212_3256287,0,0,0,0,0
29378212_3256392,0,0,0,0,0
29378212_3298550,0,0,0,0,0
29378212_3298565,0,0,0,0,0
29378212_3524940,0,0,0,0,0
29378212_3524941,0,0,0,0,0
29378212_3525005,0,0,0,0,0
29378212_3525036,0,0,0,0,0
29378212_3525092,0,0,0,0,0
29378212_3526148,0,0,0,0,0
29378212_3526165,0,0,0,0,0
29378212_3526169,0,0,0,0,0
29378212_3526187,0,0,0,0,0
29378212_3526189,0,0,0,0,0
29378212_3526216,0,0,0,0,0
29378212_3526217,0,0,0,0,0
29378212_3526244,0,0,0,0,0
29378212_3526245,0,0,0,0,0
29378212_3526263,0,0,0,0,0
29378212_3526307,0,0,0,0,0
29378212_3526314,0,0,0,0,0
29378212_3526371,0,0,0,0,0
29378212_3526385,0,0,0,0,0
29378212_3526395,0,0,0,0,0
29378212_3526403,0,0,0,0,0
29378212_3526405,0,0,0,0,0
29378212_3526422,0,0,0,0,0
29378212_3526454,0,0,0,0,0
29378212_3526467,0,0,0,0,0
29378212_3526474,0,0,0,0,0
29378212_3526489,0,0,0,0,0
29378212_3526493,0,0,0,0,0
29378212_3526520,0,0,0,0,0
29378212_3697311,0,0,0,0,0
29378212_3697377,0,0,0,0,0
29378212_3697378,0,0,0,0,0
29378212_3721579,0,0,0,0,0
29378212_3722864,0,0,0,0,0
29378212_3723402,0,0,0,0,0
29378212_3742929,0,0,0,0,0
29378212_3742994,0,0,0,0,0
29378212_3747742,0,0,0,0,0
29378212_3747751,0,0,0,0,0
29378212_4575019,1,1,0,0,0
29378212_4866334,1,1,0,0,0
29378212_4866351,1,2,2,2,2
29378212_4866776,1,0,0,0,0
29378212_4905025,1,1,0,0,0
29378212_5460050,0,0,0,0,0
29378212_5460068,0,0,0,0,0
29378212_5460108,0,0,0,0,0
29378212_5460117,0,0,0,0,0
29378212_5460123,0,0,0,0,0
29378212_5460129,0,0,0,0,0
29378212_5600805,0,0,0,0,0
29378212_5613091,0,0,0,0,0
29378212_5613142,0,0,0,0,0
29378212_5613157,0,0,0,0,0
29378212_5953235,0,0,0,0,0
29378212_5953240,0,0,0,0,0
29378212_6220125,0,0,0,0,0
29378212_6611861,0,0,0,0,0
29378212_6638075,0,0,0,0,0
29378212_6680164,1,1,0,0,0
29378212_6751404,0,0,0,0,0
29378212_6771647,0,0,0,0,0
29378212_7156705,0,0,0,0,0
29378212_7156792,0,0,0,0,0
29378212_8254783,0,0,0,0,0
29378212_8257221,0,0,0,0,0
29378212_8280316,1,1,0,0,0
29378212_8284293,0,0,0,0,0
29378212_8285489,0,0,0,0,0
29378212_8285794,0,0,0,0,0
29378213_107088,0,0,0,0,0
29378213_107184,0,0,0,0,0
29378213_186417,0,0,0,0,0
29378213_186428,0,0,0,0,0
29378213_186432,0,0,0,0,0
29378213_186445,0,0,0,0,0
29378213_186471,0,0,0,0,0
29378213_186474,0,0,0,0,0
29378213_186479,0,0,0,0,0
29378213_186480,1,1,1,1,1
29378213_186481,1,1,1,1,1
29378213_186483,0,0,0,0,0
29378213_186494,0,0,0,0,0
29378213_186495,1,1,1,1,1
29378213_186497,1,1,1,1,1
29378213_186499,0,0,0,0,0
29378213_186501,1,1,1,1,1
29378213_186502,0,0,0,0,0
29378213_186506,0,0,0,0,0
29378213_186509,0,0,0,0,0
29378213_186510,0,0,0,0,0
29378213_186529,0,0,0,0,0
29378213_186542,0,0,0,0,0
29378213_230086,0,0,0,0,0
29378213_437566,1,1,2,2,2
29378213_437583,1,1,2,2,2
29378213_437624,1,1,2,2,2
29378213_437625,1,1,2,2,2
29378213_445523,1,1,2,2,2
29378213_445634,1,1,2,2,2
29378213_445673,1,1,2,2,2
29378215_1503692,1,1,1,1,1
29378215_1503710,1,1,1,1,1
29378215_1503740,1,1,1,1,1
29378215_1503742,0,0,0,0,0
29378215_1503782,1,1,1,1,1
29378215_1503809,1,1,1,1,1
29378215_1503821,0,0,0,0,0
29378215_1503830,1,0,0,0,0
29378215_1503833,1,0,0,0,0
29378215_1503838,0,0,0,0,0
29378215_1503860,0,0,0,0,0
29378215_1503869,0,0,0,0,0
29378215_1503873,0,0,0,0,0
29378215_1503878,0,0,0,0,0
29378215_1503883,0,0,0,0,0
29378215_1503894,0,0,0,0,0
29378215_1503895,0,0,0,0,0
29378215_1503900,0,0,0,0,0
29378215_2615681,1,2,2,2,2
29378215_2616623,1,2,2,2,2
29378215_3155382,0,0,0,0,0
29378215_3560800,0,0,0,0,0
29378215_3598793,0,0,0,0,0
29378215_3598799,0,0,0,0,0
29378215_3598845,0,0,0,0,0
29378215_3753266,0,0,0,0,0
29378215_3753405,0,0,0,0,0
29378215_3753435,0,0,0,0,0
29378215_3771557,1,1,1,1,1
29378215_3771573,1,1,1,1,1
29378215_3771595,0,0,0,0,0
29378215_3771600,0,0,0,0,0
29378215_3771612,1,1,1,1,1
29378215_3771622,0,0,0,0,0
29378215_3771669,0,0,0,0,0
29378215_4269319,1,0,0,0,0
29378215_4269320,1,0,0,0,0
29378215_4269829,1,0,0,0,0
29378215_546460,0,0,0,0,0
29378215_546472,0,0,0,0,0
29378215_546473,0,0,0,0,0
29378215_546486,0,0,0,0,0
29378215_546517,0,0,0,0,0
29378215_546541,0,0,0,0,0
29378215_546555,0,0,0,0,0
29378215_546558,0,0,0,0,0
29378215_546563,1,1,1,1,1
29378215_546565,1,1,1,NA,0
29378215_546647,1,1,1,NA,0
29378215_546685,1,1,1,1,1
29378215_546686,1,1,1,1,1
29378216_640435,1,1,1,NA,0
29378216_640504,1,1,1,NA,0
29378216_640553,0,0,0,0,0
29378216_640555,1,1,1,NA,0
29378220_1268482,0,0,0,0,0
29378220_1268563,0,0,0,0,0
29378220_1289495,0,0,0,0,0
29378220_1289504,1,2,2,2,2
29378220_1293298,1,0,0,0,0
29378220_1293435,0,0,0,0,0
29378220_1293438,0,0,0,0,0
29378220_2894825,0,0,0,0,0
29378220_781866,1,2,2,2,2
29378220_781885,1,2,2,2,2
29378220_781915,1,2,2,2,2
29378220_781927,1,2,2,2,2
29378220_782010,0,0,0,0,0
29378220_782076,0,0,0,0,0
29378220_782260,1,2,2,2,2
29378220_782268,1,2,2,2,2
29378220_782306,1,2,2,2,2
29378222_338734,2,2,2,2,2
29378222_339234,2,2,2,2,2
29378222_707138,1,1,0,0,0
29378222_707146,0,0,0,0,0
29378222_707152,0,0,0,0,0
29378222_707160,1,1,1,1,1
29378222_707165,1,1,1,1,1
29378222_707172,1,1,1,1,1
29378222_707196,1,1,1,1,1
29378222_707211,1,1,1,1,1
29378222_707224,0,0,0,0,0
29378222_707232,1,1,1,1,1
29378222_707244,1,1,1,1,1
29378222_709305,0,0,0,0,0
29378222_709311,0,0,0,0,0
29378222_709414,0,0,0,0,0
29378224_3676746,0,0,0,0,0
29378224_3676808,0,0,0,0,0
29378224_3676842,0,0,0,0,0
29378224_3676881,0,0,0,0,0
29378226_1359378,0,0,0,0,0
29378226_1359449,0,0,0,0,0
29378226_1391901,0,0,0,0,0
29378226_1403044,0,0,0,0,0
29378226_1479211,0,0,0,0,0
29378226_1479216,0,0,0,0,0
29378226_1479254,0,0,0,0,0
29378226_1479297,0,0,0,0,0
29378226_1479304,0,0,0,0,0
29378226_4400185,1,2,2,2,2
29378226_4400251,0,0,0,0,0
29378226_4494638,0,0,0,0,0
29378226_4497324,0,0,0,0,0
29378226_4497358,0,0,0,0,0
29378226_4501826,0,0,0,0,0
29378226_4683893,1,2,2,2,2
29378226_4961228,1,2,2,2,2
29378226_5009185,1,2,2,2,2
29378226_5012985,1,2,2,2,2
29378226_5014785,1,2,2,2,2
29378226_5014801,0,0,0,0,0
29378226_5014834,0,0,0,0,0
29378226_957497,0,0,0,0,0
29378226_957502,0,0,0,0,0
29378226_957504,0,0,0,0,0
29378226_957510,0,0,0,0,0
29378226_957514,0,0,0,0,0
29378226_957515,0,0,0,0,0
29378226_957616,0,0,0,0,0
29378226_958234,0,0,0,0,0
29378226_978916,0,0,0,0,0
29378227_229690,1,2,2,2,2
29378227_229748,1,2,2,2,2
29378227_3215169,1,2,2,2,2
29378227_3313193,0,0,0,0,0
29378227_3313442,0,0,0,0,0
29378227_3357430,0,0,0,0,0
29378227_3357432,0,0,0,0,0
29378231_1594491,1,1,2,2,2
29378231_1594598,1,2,2,2,2
29378231_397555,0,0,0,0,0
29378231_397613,1,1,2,2,2
29378231_716713,1,1,2,2,2
29378231_716716,1,1,2,2,2
29378231_716718,1,1,2,2,2
29378231_716734,1,1,2,2,2
29378231_716816,1,1,2,2,2
29378231_716853,1,1,2,2,2
29378231_751421,1,1,2,2,2
29378231_751524,1,1,2,2,2
29378231_751598,1,1,2,2,2
29378231_751637,1,1,2,2,2
29378231_770835,1,1,2,2,2
29378231_770942,1,1,2,2,2
29378231_849143,0,0,0,0,0
29378231_849234,1,1,2,2,2
29378231_849291,1,1,2,2,2
29378231_851452,1,1,2,2,2
29378231_905562,0,0,0,0,0
29378232_38205,1,1,1,NA,2
29378232_38207,1,1,1,NA,2
29378232_38235,1,1,1,NA,2
29378232_38256,1,1,1,NA,2
29378234_311378,2,2,2,2,2
29378234_311379,0,0,0,0,0
29378234_313729,2,2,2,2,2
29378234_320426,0,0,0,0,0
29378234_320859,2,2,2,2,2
29378234_702496,1,1,0,0,0
29378234_702512,0,0,0,0,0
29378234_703527,1,1,0,0,0
29378234_871489,1,0,0,0,0
29378234_871500,0,0,0,0,0
29378234_871501,1,0,0,0,0
29378234_871503,1,1,1,NA,0
29378234_871508,0,0,0,0,0
29378234_871510,0,0,0,0,0
29378234_871513,0,0,0,0,0
29378234_871521,1,1,1,1,1
29378234_871523,0,0,0,0,0
29378234_871541,0,0,0,0,0
29378234_871552,0,0,0,0,0
29378234_871554,0,0,0,0,0
29378234_871560,0,0,0,0,0
29378234_871563,0,0,0,0,0
29378234_871567,1,1,1,1,1
29378234_871571,0,0,0,0,0
29378234_871591,1,1,0,0,0
29378234_871592,1,1,1,1,1
29378234_871605,0,0,0,0,0
29378234_871684,1,1,0,0,0
29378234_871697,1,1,0,0,0
29378234_928142,1,1,0,0,0
29378234_928173,1,1,0,0,0
29378234_928194,1,1,0,0,0
29378234_928248,1,1,0,0,0
29378234_928317,1,1,0,0,0
29378234_928335,1,1,0,0,0
29378234_928414,1,1,0,0,0
29378234_928444,1,1,0,0,0
29378235_1849926,0,0,0,0,0
29378235_1849928,0,0,0,0,0
29378235_1849984,2,2,2,2,2
29378235_1849985,2,2,2,2,2
29378235_544039,0,0,0,0,0
29378235_544041,0,0,0,0,0
29378235_544076,0,0,0,0,0
29378235_544079,0,0,0,0,0
29378235_544081,0,0,0,0,0
29378235_544089,0,0,0,0,0
29378235_544094,0,0,0,0,0
29378235_544100,0,0,0,0,0
29378235_544101,0,0,0,0,0
29378235_544120,0,0,0,0,0
29378235_544121,0,0,0,0,0
29378235_544143,0,0,0,0,0
29378235_544144,0,0,0,0,0
29378235_544162,1,0,0,0,0
29378235_544188,1,0,0,0,0
29378235_544220,1,0,0,0,0
29378235_544223,1,0,0,0,0
29378235_544226,1,0,0,0,0
29378235_544244,1,0,0,0,0
29378235_544245,1,0,0,0,0
29378241_154785,0,0,0,0,0
29378241_154786,0,0,0,0,0
29378241_180637,1,1,2,2,2
29378241_180694,1,1,2,2,2
29378241_30176,1,1,1,1,1
29378241_30183,1,1,1,1,1
29378241_30190,1,1,1,1,1
29378241_30201,1,1,1,1,1
29378241_30223,1,1,1,1,1
29378241_30226,1,1,1,1,1
29378241_30252,1,1,1,1,1
29378241_30272,1,1,1,1,1
29378241_30284,1,1,1,1,1
29378241_30300,1,1,1,1,1
29378241_30305,1,1,1,1,1
29378241_30339,1,1,1,1,1
29378241_30343,1,1,1,1,1
29378241_30357,1,1,1,1,1
29378241_30371,1,1,1,1,1
29378241_30377,1,1,1,1,1
29378241_30418,1,1,1,1,1
29378241_30452,1,1,1,1,1
29378241_30480,1,1,2,2,2
29378241_30511,1,1,1,1,1
29378241_30512,1,1,1,1,1
29378241_30531,0,0,0,0,0
29378241_30590,0,0,0,0,0
29378241_36770,1,1,2,2,2
29378241_806589,1,1,0,0,0
29378241_806681,1,1,0,0,0
29378241_807863,1,1,0,0,0
29378241_814923,1,1,0,0,0
29378241_815039,0,0,0,0,0
29378241_815049,0,0,0,0,0
29378241_820366,0,0,0,0,0
29378241_820415,1,1,0,0,0
29378242_1529811,0,0,0,0,0
29378242_1530087,0,0,0,0,0
29378242_1530124,0,0,0,0,0
29378242_1530260,0,0,0,0,0
29378242_1605575,1,0,0,0,0
29378242_1770640,1,0,0,0,0
29378242_1908546,0,0,0,0,0
29378242_1995142,1,0,0,0,0
29378242_2179607,1,0,0,0,0
29378243_439664,0,0,0,0,0
29378243_439708,0,0,0,0,0
29378243_439772,0,0,0,0,0
29378243_783065,1,2,2,2,2
29378244_504040,0,0,0,0,0
29378244_857084,1,1,1,1,1
29378244_857134,0,0,0,0,0
29378246_1397487,0,0,0,0,0
29378246_1672785,0,0,0,0,0
29378246_1678822,0,0,0,0,0
29378246_1678834,0,0,0,0,0
29378246_803381,0,0,0,0,0
29378246_804421,0,0,0,0,0
29378248_46555,1,1,1,NA,2
29378249_1103521,2,2,2,2,2
29378249_1103537,2,2,2,2,2
29378249_1103577,2,2,2,2,2
29378249_606953,1,1,1,NA,0
29378249_607010,0,0,0,0,0
29378249_612236,0,0,0,0,0
29378249_612309,0,0,0,0,0
29378249_612318,0,0,0,0,0
29378249_612319,0,0,0,0,0
29378249_612325,0,0,0,0,0
29378251_845049,0,0,0,0,0
29378253_1156155,1,1,0,0,0
29378253_1156225,1,1,0,0,0
29378253_1156259,1,1,0,0,0
29378253_1156314,0,0,0,0,0
29378253_1755615,0,0,0,0,0
29378253_1755638,2,2,2,2,2
29378253_209367,2,2,2,2,2
29378253_261327,1,1,0,0,0
29378253_628681,2,2,2,2,2
29378253_683594,2,2,2,2,2
29378253_683649,1,1,0,0,0
29378255_15117,0,0,0,0,0
29378257_359562,2,2,2,2,2
29378257_480714,2,2,2,2,2
29378257_480801,2,2,2,2,2
29378257_480814,2,2,2,2,2
29378257_480832,2,2,2,2,2
29378257_480856,2,2,2,2,2
29378257_527217,2,2,2,2,2
29378258_1357461,1,1,2,2,2
29378258_1357599,1,1,2,2,2
29378258_2873697,1,1,0,0,0
29378258_2873739,0,0,0,0,0
29378258_3367992,0,0,0,0,0
29378258_3368059,0,0,0,0,0
29378258_3368062,0,0,0,0,0
29378258_3368096,0,0,0,0,0
29378258_3368134,0,0,0,0,0
29378258_3368164,0,0,0,0,0
29378258_3385895,2,2,2,2,2
29378258_3385908,2,2,2,2,2
29378258_3842341,2,2,2,2,2
29378258_3842366,2,2,2,2,2
29378258_3844333,0,0,0,0,0
29378258_3844334,0,0,0,0,0
29378258_3844335,0,0,0,0,0
29378258_3844430,0,0,0,0,0
29378258_3844442,2,2,2,2,2
29378258_4058007,0,0,0,0,0
29378258_4058042,2,2,2,2,2
29378258_4058052,0,0,0,0,0
29378258_4058053,2,2,2,2,2
29378258_4058090,2,2,2,2,2
29378258_4058092,2,2,2,2,2
29378258_4058096,0,0,0,0,0
29378258_4058172,2,2,2,2,2
29378258_4058180,2,2,2,2,2
29378258_4058237,2,2,2,2,2
29378258_4058246,0,0,0,0,0
29378258_4158030,1,1,2,2,2
29378258_4158102,1,1,2,2,2
29378258_4285015,0,0,0,0,0
29378258_4295536,2,2,2,2,2
29378258_4295550,0,0,0,0,0
29378258_4295622,1,1,2,2,2
29378259_6545,0,0,0,0,0
29378261_2034155,2,2,2,2,2
29378261_2036910,2,2,2,2,2
29378261_2332165,2,2,2,2,2
29378261_2332188,2,2,2,2,2
29378261_2332204,2,2,2,2,2
29378261_2332216,2,2,2,2,2
29378261_2332266,2,2,2,2,2
29378261_2332303,2,2,2,2,2
29378261_2332366,2,2,2,2,2
29378261_2332367,2,2,2,2,2
29378261_586529,1,1,1,NA,0
29378261_586573,1,1,1,NA,0
29378261_586622,1,1,1,NA,0
29378261_586688,1,1,1,NA,0
29378261_586723,1,1,1,NA,0
29378261_586739,1,1,1,NA,0
29378261_586740,1,1,1,NA,0
29378261_637123,0,0,0,0,0
29378261_637134,0,0,0,0,0
29378261_637135,0,0,0,0,0
29378261_637138,0,0,0,0,0
29378261_637145,1,0,0,0,0
29378261_637153,0,0,0,0,0
29378261_637183,0,0,0,0,0
29378261_637198,0,0,0,0,0
29378261_771211,1,1,1,1,1
29378261_771212,0,0,0,0,0
29378261_771255,0,0,0,0,0
29378263_251931,0,0,0,0,0
29378263_251989,0,0,0,0,0
29378264_145197,0,0,0,0,0
29378264_885851,1,1,1,NA,2
29378264_900339,1,1,1,NA,2
29378264_900671,1,1,1,NA,2
29378264_900761,1,1,NA,NA,NA
29378264_900765,1,1,NA,NA,NA
29378264_900783,1,1,NA,NA,NA
29378264_952130,1,1,1,NA,2
29378264_974276,1,1,1,NA,2
29378266_1175806,1,1,1,NA,2
29378266_1231460,1,1,1,1,1
29378266_1231501,1,1,1,1,1
29378268_1894303,0,0,0,0,0
29378268_1894403,0,0,0,0,0
29378268_1894502,1,1,2,2,2
29378268_2306032,0,0,0,0,0
29378268_2615875,0,0,0,0,0
29378268_2615892,0,0,0,0,0
29378269_1122016,0,0,0,0,0
29378269_1123081,0,0,0,0,0
29378269_1136483,0,0,0,0,0
29378269_1136557,0,0,0,0,0
29378269_1136856,0,0,0,0,0
29378269_1137262,0,0,0,0,0
29378269_1702328,0,0,0,0,0
29378269_1702346,0,0,0,0,0
29378269_1702388,0,0,0,0,0
29378269_1702434,0,0,0,0,0
29378269_1796070,0,0,0,0,0
29378269_1796211,0,0,0,0,0
29378269_233320,2,2,2,2,2
29378269_233349,2,2,2,2,2
29378269_233439,2,2,2,2,2
29378269_233773,2,2,2,2,2
29378269_236428,0,0,0,0,0
29378269_236454,0,0,0,0,0
29378269_236464,0,0,0,0,0
29378269_236479,0,0,0,0,0
29378269_236510,1,1,2,2,2
29378269_236517,0,0,0,0,0
29378269_236831,0,0,0,0,0
29378269_236860,0,0,0,0,0
29378269_312341,0,0,0,0,0
29378269_312422,0,0,0,0,0
29378269_312425,0,0,0,0,0
29378269_312428,0,0,0,0,0
29378269_312457,0,0,0,0,0
29378269_312476,0,0,0,0,0
29378269_312491,0,0,0,0,0
29378269_312525,0,0,0,0,0
29378269_35407,0,0,0,0,0
29378269_35454,0,0,0,0,0
29378269_35474,0,0,0,0,0
29378269_36557,0,0,0,0,0
29378269_460813,0,0,0,0,0
29378269_460841,0,0,0,0,0
29378269_460853,0,0,0,0,0
29378271_1373526,0,0,0,0,0
29378271_1875953,1,1,2,2,2
29378271_1876005,0,0,0,0,0
29378271_1877621,1,2,2,2,2
29378271_1877641,0,0,0,0,0
29378271_1877643,0,0,0,0,0
29378271_1877646,0,0,0,0,0
29378271_2294278,1,1,2,2,2
29378271_2299048,1,1,2,2,2
29378271_2620459,0,0,0,0,0
29378271_3211682,0,0,0,0,0
29378271_3291820,2,2,2,2,2
29378271_3846317,2,2,2,2,2
29378271_3846330,2,2,2,2,2
29378271_3846335,2,2,2,2,2
29378271_3846395,2,2,2,2,2
29378271_3879393,0,0,0,0,0
29378271_3926497,2,2,2,2,2
29378271_4242625,1,1,2,2,2
29378271_4484955,1,1,2,2,2
29378271_4484962,0,0,0,0,0
29378271_4485056,1,1,2,2,2
29378275_1044994,1,1,1,NA,2
29378275_1044999,0,0,0,0,0
29378275_1045023,1,1,1,NA,2
29378275_1045031,1,1,NA,NA,NA
29378275_1045099,1,1,1,1,1
29378275_21557,0,0,0,0,0
29378275_21682,1,2,2,2,2
29378275_841086,1,1,NA,NA,NA
29378276_1022931,1,1,2,2,2
29378276_1146128,1,1,2,2,2
29378276_1876155,1,1,2,2,2
29378276_2902628,2,2,2,2,2
29378276_3228294,0,0,0,0,0
29378276_3228506,0,0,0,0,0
29378276_3228617,0,0,0,0,0
29378276_3386476,0,0,0,0,0
29378276_3386515,0,0,0,0,0
29378276_3386549,0,0,0,0,0
29378276_3386555,2,2,2,2,2
29378276_3482027,0,0,0,0,0
29378276_3482150,0,0,0,0,0
29378276_3482160,0,0,0,0,0
29378276_3482188,0,0,0,0,0
29378276_3482243,0,0,0,0,0
29378276_3482248,2,2,2,2,2
29378276_400686,2,2,2,2,2
29378276_727935,2,2,2,2,2
29378276_727941,1,1,0,0,0
29378276_727977,2,2,2,2,2
29378276_728107,2,2,2,2,2
29378279_1092819,0,0,0,0,0
29378279_1092879,0,0,0,0,0
29378279_1092936,1,1,1,1,1
29378279_1092962,0,0,0,0,0
29378279_1093082,0,0,0,0,0
29378279_1130323,1,1,0,0,0
29378279_1130344,1,1,0,0,0
29378279_1130353,1,1,0,0,0
29378279_1130376,1,1,0,0,0
29378279_1130404,1,1,0,0,0
29378279_1130410,1,1,0,0,0
29378279_1130411,1,1,0,0,0
29378279_1145793,1,1,2,2,2
29378279_1145810,1,1,2,2,2
29378279_1145830,2,2,2,2,2
29378279_1593400,0,0,0,0,0
29378279_1594101,0,0,0,0,0
29378279_1646870,0,0,0,0,0
29378279_1648764,0,0,0,0,0
29378279_1648899,0,0,0,0,0
29378279_1648901,0,0,0,0,0
