,16_5-F,1654-S1,1654-4-S2,1654-45-S3,1654-454-S4,1654-454-S5
29377487_252730,0,0,0,0,0,0
29377487_252761,0,0,0,0,0,0
29377487_252862,0,0,0,0,0,0
29377487_252924,0,0,0,0,0,0
29377487_252939,0,0,0,0,0,0
29377488_782784,0,0,0,0,0,0
29377488_782843,2,2,2,2,2,2
29377488_922462,0,0,0,0,0,0
29377492_1121109,0,0,0,0,0,0
29377492_1121150,0,0,0,0,0,0
29377492_1121161,0,0,0,0,0,0
29377492_1121172,0,0,0,0,0,0
29377492_1121183,0,0,0,0,0,0
29377492_1121189,0,0,0,0,0,0
29377492_1121232,0,0,0,0,0,0
29377492_1121265,0,0,0,0,0,0
29377492_1121272,0,0,0,0,0,0
29377492_4591698,0,0,0,0,0,0
29377492_4591747,1,1,1,1,1,0
29377492_4591761,0,0,0,0,0,0
29377492_4591777,1,0,0,0,0,0
29377494_1000127,0,0,0,0,0,0
29377494_1361536,0,0,0,0,0,0
29377494_1361658,1,0,0,0,0,0
29377494_1362173,0,0,0,0,0,0
29377494_150878,0,0,0,0,0,0
29377494_150922,0,0,0,0,0,0
29377494_150966,0,0,0,0,0,0
29377494_487873,0,0,0,0,0,0
29377494_535698,0,0,0,0,0,0
29377494_535830,0,0,0,0,0,0
29377494_535876,0,0,0,0,0,0
29377494_80043,0,0,0,0,0,0
29377494_80080,0,0,0,0,0,0
29377494_80613,0,0,0,0,0,0
29377494_906802,0,0,0,0,0,0
29377494_906811,0,0,0,0,0,0
29377495_350024,0,0,0,0,0,0
29377495_350843,1,0,0,0,0,0
29377495_350845,0,0,0,0,0,0
29377496_1156801,0,0,0,0,0,0
29377496_1267235,2,2,2,2,2,2
29377496_1316294,2,2,2,2,2,2
29377496_1521336,2,2,2,2,2,2
29377496_1524336,2,2,2,2,2,2
29377496_1525915,2,2,2,2,2,2
29377496_1525926,0,0,0,0,0,0
29377496_1526016,1,1,1,1,1,1
29377496_225714,0,0,0,0,0,0
29377496_233271,0,0,0,0,0,0
29377496_233274,1,0,0,0,0,0
29377496_233310,1,0,0,0,0,0
29377496_233320,1,0,0,0,0,0
29377496_233348,1,0,0,0,0,0
29377496_233352,1,0,0,0,0,0
29377496_233378,1,2,2,2,2,2
29377500_126718,0,0,0,0,0,0
29377500_928546,1,0,0,0,0,0
29377501_492687,1,1,1,1,1,2
29377501_492763,1,1,1,1,1,2
29377503_1006751,0,0,0,0,0,0
29377503_1006839,0,0,0,0,0,0
29377503_1006866,0,0,0,0,0,0
29377503_1006884,0,0,0,0,0,0
29377503_1006891,0,0,0,0,0,0
29377503_1006911,0,0,0,0,0,0
29377503_1006930,0,0,0,0,0,0
29377503_1289971,0,0,0,0,0,0
29377503_384117,1,1,2,2,2,2
29377503_438406,1,1,2,2,2,2
29377503_438429,1,1,2,2,2,2
29377503_438574,1,1,2,2,2,2
29377503_438612,1,1,2,2,2,2
29377503_438628,1,1,2,2,2,2
29377503_590496,1,1,2,2,2,2
29377503_595284,0,0,0,0,0,0
29377503_625938,1,1,2,2,2,2
29377503_811870,1,1,2,2,2,2
29377503_811943,1,1,2,2,2,2
29377506_699765,1,1,1,NA,NA,NA
29377506_699933,1,1,1,NA,NA,NA
29377506_699944,1,1,1,NA,NA,NA
29377506_700005,1,1,1,NA,NA,NA
29377506_701497,1,1,1,NA,NA,NA
29377507_88405,0,0,0,0,0,0
29377507_88457,1,0,0,0,0,0
29377508_1349779,1,2,2,2,2,2
29377508_1349805,1,2,2,2,2,2
29377508_1349856,1,2,2,2,2,2
29377508_1350199,0,0,0,0,0,0
29377508_1350200,1,2,2,2,2,2
29377508_1350201,0,0,0,0,0,0
29377508_1350412,1,2,2,2,2,2
29377508_1355624,1,2,2,2,2,2
29377508_1356170,0,0,0,0,0,0
29377508_1356172,1,1,1,1,1,0
29377508_1356213,0,0,0,0,0,0
29377508_1356224,1,1,1,1,1,1
29377508_1356233,0,0,0,0,0,0
29377508_1356235,1,1,1,1,1,1
29377508_1356239,1,1,1,1,1,1
29377508_1356245,0,0,0,0,0,0
29377508_1357027,1,2,2,2,2,2
29377508_1357029,1,2,2,2,2,2
29377508_161136,0,0,0,0,0,0
29377508_161138,0,0,0,0,0,0
29377508_161139,0,0,0,0,0,0
29377508_161241,0,0,0,0,0,0
29377508_1614016,1,2,2,2,2,2
29377508_1636934,1,2,2,2,2,2
29377508_1636935,1,2,2,2,2,2
29377508_1636973,1,2,2,2,2,2
29377508_1637017,1,2,2,2,2,2
29377508_1637102,1,2,2,2,2,2
29377508_1936652,2,2,2,2,2,2
29377508_1936845,2,2,2,2,2,2
29377508_1936892,2,2,2,2,2,2
29377508_3210823,0,0,0,0,0,0
29377508_3210841,1,2,2,2,2,2
29377508_3210884,1,2,2,2,2,2
29377508_594224,0,0,0,0,0,0
29377508_594266,0,0,0,0,0,0
29377508_594272,0,0,0,0,0,0
29377508_594315,0,0,0,0,0,0
29377508_604340,0,0,0,0,0,0
29377508_604354,0,0,0,0,0,0
29377508_625676,0,0,0,0,0,0
29377508_625725,0,0,0,0,0,0
29377508_625766,0,0,0,0,0,0
29377509_292133,1,1,1,1,1,0
29377509_292154,1,1,1,1,1,0
29377512_3762712,0,0,0,0,0,0
29377512_3868477,2,2,2,2,2,2
29377512_3868479,1,0,0,0,0,0
29377512_3868538,2,2,2,2,2,2
29377512_3868586,1,0,0,0,0,0
29377512_3868624,1,0,0,0,0,0
29377512_4820059,0,0,0,0,0,0
29377512_4820096,0,0,0,0,0,0
29377512_4820113,0,0,0,0,0,0
29377513_1147791,2,2,2,2,2,2
29377513_1249295,1,1,1,1,1,0
29377513_1249431,1,1,1,1,1,0
29377513_1249449,1,1,1,1,1,0
29377513_1249472,1,1,1,1,1,0
29377513_1249527,1,1,1,NA,0,0
29377513_1249528,1,1,1,NA,0,0
29377513_1428362,1,1,1,1,1,0
29377513_1428423,1,1,1,1,1,0
29377513_1428426,1,1,1,1,1,0
29377513_1428473,1,1,1,1,1,0
29377513_1428476,1,1,1,1,1,0
29377513_1428485,1,1,1,1,1,0
29377513_1428487,1,1,1,1,1,0
29377513_1428518,1,1,1,1,1,0
29377513_1428529,1,1,1,1,1,0
29377513_1428577,1,1,1,1,1,0
29377513_1428625,1,1,1,1,1,0
29377513_1428659,0,0,0,0,0,0
29377513_1850929,1,1,1,1,1,0
29377513_1851029,0,0,0,0,0,0
29377513_1851309,1,1,1,1,1,0
29377513_1851314,1,1,1,1,1,0
29377513_1851324,1,1,1,1,1,0
29377513_1851395,1,1,1,1,1,0
29377513_1853298,1,1,1,1,1,0
29377513_1853433,1,1,1,1,1,0
29377513_1853505,0,0,0,0,0,0
29377513_1853532,1,1,1,1,1,0
29377513_1853539,1,1,1,1,1,0
29377513_1869120,1,1,1,1,1,0
29377513_1888202,1,1,1,1,1,0
29377513_1888210,1,1,1,1,1,0
29377513_1888253,1,1,1,1,1,0
29377513_1888292,1,1,1,1,1,0
29377513_1888309,1,1,1,1,1,0
29377513_2158094,1,1,1,1,1,0
29377513_2158159,1,1,1,1,1,0
29377513_2158438,1,1,1,1,1,0
29377513_2158439,1,1,1,1,1,0
29377513_2158536,1,1,1,1,1,0
29377513_2560374,1,1,1,1,1,0
29377513_2825738,2,2,2,2,2,2
29377513_2825808,2,2,2,2,2,2
29377513_2847997,2,2,2,2,2,2
29377513_2848035,2,2,2,2,2,2
29377513_2848138,2,2,2,2,2,2
29377513_2910768,2,2,2,2,2,2
29377513_2994364,2,2,2,2,2,2
29377513_2994401,2,2,2,2,2,2
29377513_3440795,0,0,0,0,0,0
29377513_3833876,1,1,1,1,1,0
29377513_572323,0,0,0,0,0,0
29377513_572339,0,0,0,0,0,0
29377513_613944,0,0,0,0,0,0
29377513_613951,0,0,0,0,0,0
29377513_614296,0,0,0,0,0,0
29377513_614446,0,0,0,0,0,0
29377513_614464,0,0,0,0,0,0
29377513_614528,0,0,0,0,0,0
29377513_614565,0,0,0,0,0,0
29377513_614591,0,0,0,0,0,0
29377513_614630,0,0,0,0,0,0
29377513_614664,0,0,0,0,0,0
29377513_614669,0,0,0,0,0,0
29377513_614718,0,0,0,0,0,0
29377513_614789,0,0,0,0,0,0
29377513_614794,0,0,0,0,0,0
29377513_614808,0,0,0,0,0,0
29377513_892666,0,0,0,0,0,0
29377513_892770,0,0,0,0,0,0
29377515_241075,0,0,0,0,0,0
29377515_241121,1,1,0,0,0,0
29377515_241222,0,0,0,0,0,0
29377515_241335,0,0,0,0,0,0
29377517_220977,1,0,0,0,0,0
29377517_221040,1,0,0,0,0,0
29377517_221064,1,0,0,0,0,0
29377517_221071,1,0,0,0,0,0
29377517_221106,1,0,0,0,0,0
29377520_2061474,0,0,0,0,0,0
29377520_2061498,0,0,0,0,0,0
29377520_2097535,0,0,0,0,0,0
29377520_2097585,0,0,0,0,0,0
29377520_2097624,0,0,0,0,0,0
29377520_2097643,0,0,0,0,0,0
29377520_2097661,0,0,0,0,0,0
29377520_2097961,0,0,0,0,0,0
29377520_2098390,1,1,1,1,1,1
29377520_2098404,1,1,1,1,1,1
29377520_2098416,1,1,1,1,1,1
29377520_2098429,1,1,1,1,1,1
29377520_2098442,1,1,1,1,1,1
29377520_2098484,1,1,1,1,1,1
29377520_2098489,0,0,0,0,0,0
29377520_2098501,1,1,1,1,1,0
29377520_2098527,0,0,0,0,0,0
29377520_2098531,1,1,1,1,1,0
29377520_2098603,0,0,0,0,0,0
29377520_2098617,0,0,0,0,0,0
29377520_3798751,0,0,0,0,0,0
29377524_1947933,0,0,0,0,0,0
29377524_1947938,0,0,0,0,0,0
29377524_458034,1,1,1,1,1,1
29377524_458036,1,1,1,1,1,1
29377524_458059,1,1,1,1,1,0
29377524_458093,0,0,0,0,0,0
29377524_458094,1,0,0,0,0,0
29377524_458158,0,0,0,0,0,0
29377524_458166,0,0,0,0,0,0
29377524_458174,0,0,0,0,0,0
29377524_458177,0,0,0,0,0,0
29377524_458182,0,0,0,0,0,0
29377524_458208,0,0,0,0,0,0
29377524_458209,0,0,0,0,0,0
29377525_244280,0,0,0,0,0,0
29377528_82085,0,0,0,0,0,0
29377528_82086,0,0,0,0,0,0
29377528_82199,0,0,0,0,0,0
29377528_82229,0,0,0,0,0,0
29377529_1165889,2,2,2,2,2,2
29377529_1165895,2,2,2,2,2,2
29377529_1165964,2,2,2,2,2,2
29377529_1167132,2,2,2,2,2,2
29377529_1167134,2,2,2,2,2,2
29377529_1167162,0,0,0,0,0,0
29377529_1167194,2,2,2,2,2,2
29377529_1167231,2,2,2,2,2,2
29377529_1167255,2,2,2,2,2,2
29377529_1167275,2,2,2,2,2,2
29377529_1167340,2,2,2,2,2,2
29377529_1167377,2,2,2,2,2,2
29377529_2004068,0,0,0,0,0,0
29377529_2004147,2,2,2,2,2,2
29377529_2004183,2,2,2,2,2,2
29377529_2004239,2,2,2,2,2,2
29377529_2064595,2,2,2,2,2,2
29377529_2064638,2,2,2,2,2,2
29377529_2093660,0,0,0,0,0,0
29377529_2093661,0,0,0,0,0,0
29377529_2093680,2,2,2,2,2,2
29377529_2093681,2,2,2,2,2,2
29377529_2093683,2,2,2,2,2,2
29377529_2093700,2,2,2,2,2,2
29377529_2093703,2,2,2,2,2,2
29377529_2093707,2,2,2,2,2,2
29377529_2093719,2,2,2,2,2,2
29377529_2093734,2,2,2,2,2,2
29377529_2164130,2,2,2,2,2,2
29377529_2164191,2,2,2,2,2,2
29377529_2164324,2,2,2,2,2,2
29377529_2164344,2,2,2,2,2,2
29377529_2164348,2,2,2,2,2,2
29377529_2164421,0,0,0,0,0,0
29377529_2164423,2,2,2,2,2,2
29377529_2164426,0,0,0,0,0,0
29377529_2713121,0,0,0,0,0,0
29377529_2713176,0,0,0,0,0,0
29377529_2713369,0,0,0,0,0,0
29377529_3414489,2,2,2,2,2,2
29377529_3414508,0,0,0,0,0,0
29377529_3415113,0,0,0,0,0,0
29377529_3418563,0,0,0,0,0,0
29377529_3420473,0,0,0,0,0,0
29377529_3420760,0,0,0,0,0,0
29377529_5472933,0,0,0,0,0,0
29377529_903906,2,2,2,2,2,2
29377529_96233,0,0,0,0,0,0
29377529_96261,0,0,0,0,0,0
29377531_4979571,0,0,0,0,0,0
29377531_4979575,0,0,0,0,0,0
29377531_4979620,0,0,0,0,0,0
29377531_5336417,2,2,2,2,2,2
29377531_865666,0,0,0,0,0,0
29377531_865727,0,0,0,0,0,0
29377532_224590,1,1,1,NA,0,0
29377532_224675,1,1,1,NA,0,0
29377532_224799,1,1,1,NA,0,0
29377532_224896,0,0,0,0,0,0
29377532_224912,1,1,1,NA,0,0
29377532_328313,1,1,1,NA,0,0
29377532_328386,1,1,1,NA,0,0
29377532_360361,0,0,0,0,0,0
29377532_360362,0,0,0,0,0,0
29377532_360367,1,1,1,NA,0,0
29377532_360457,0,0,0,0,0,0
29377532_360460,0,0,0,0,0,0
29377532_514907,0,0,0,0,0,0
29377532_514965,0,0,0,0,0,0
29377532_514993,0,0,0,0,0,0
29377532_515006,0,0,0,0,0,0
29377532_515353,0,0,0,0,0,0
29377532_515413,0,0,0,0,0,0
29377532_515449,0,0,0,0,0,0
29377532_515487,0,0,0,0,0,0
29377532_515631,0,0,0,0,0,0
29377533_543743,0,0,0,0,0,0
29377533_543748,0,0,0,0,0,0
29377533_543824,0,0,0,0,0,0
29377533_546333,0,0,0,0,0,0
29377533_546349,0,0,0,0,0,0
29377533_546426,0,0,0,0,0,0
29377533_588172,0,0,0,0,0,0
29377534_1327917,2,2,2,2,2,2
29377534_1327923,2,2,2,2,2,2
29377534_1469037,0,0,0,0,0,0
29377534_1469115,2,2,2,2,2,2
29377534_1469195,2,2,2,2,2,2
29377534_1532376,0,0,0,0,0,0
29377534_1666740,0,0,0,0,0,0
29377534_1666766,0,0,0,0,0,0
29377534_1735592,2,2,2,2,2,2
29377534_1941907,2,2,2,2,2,2
29377534_1941911,2,2,2,2,2,2
29377534_1941956,2,2,2,2,2,2
29377534_1942003,2,2,2,2,2,2
29377534_1942092,2,2,2,2,2,2
29377534_1942146,2,2,2,2,2,2
29377534_2068947,1,0,0,0,0,0
29377534_2091634,1,0,0,0,0,0
29377534_2091689,1,0,0,0,0,0
29377534_2091733,1,2,2,2,2,2
29377534_2091774,1,0,0,0,0,0
29377534_2091817,1,0,0,0,0,0
29377534_2091821,1,0,0,0,0,0
29377534_2091839,1,0,0,0,0,0
29377534_2112999,1,2,2,2,2,2
29377534_2113000,2,2,2,2,2,2
29377534_2113020,1,2,2,2,2,2
29377534_2113068,1,0,0,0,0,0
29377534_2113074,1,0,0,0,0,0
29377534_2113081,1,2,2,2,2,2
29377534_2113086,1,0,0,0,0,0
29377534_2113119,0,0,0,0,0,0
29377534_2113127,1,0,0,0,0,0
29377534_2359650,1,2,2,2,2,2
29377534_2361951,2,2,2,2,2,2
29377534_2363904,1,2,2,2,2,2
29377534_2364071,1,0,0,0,0,0
29377534_2364085,0,0,0,0,0,0
29377534_2880434,1,0,0,0,0,0
29377534_4469911,0,0,0,0,0,0
29377534_4748414,0,0,0,0,0,0
29377534_4748563,1,2,2,2,2,2
29377534_4748628,1,2,2,2,2,2
29377534_4748633,1,2,2,2,2,2
29377534_4809807,0,0,0,0,0,0
29377534_4809861,1,2,2,2,2,2
29377534_4871603,1,2,2,2,2,2
29377534_4871609,0,0,0,0,0,0
29377535_1594070,0,0,0,0,0,0
29377535_1594101,0,0,0,0,0,0
29377535_2321809,0,0,0,0,0,0
29377535_3509974,1,1,1,1,1,1
29377535_3510033,0,0,0,0,0,0
29377535_3510040,2,2,2,2,2,2
29377535_3561875,2,2,2,2,2,2
29377535_3562009,0,0,0,0,0,0
29377535_3562329,0,0,0,0,0,0
29377535_3562346,2,2,2,2,2,2
29377535_693330,0,0,0,0,0,0
29377535_693383,0,0,0,0,0,0
29377535_693462,1,1,1,1,1,1
29377535_715521,0,0,0,0,0,0
29377535_715677,0,0,0,0,0,0
29377537_237079,2,2,2,2,2,2
29377537_237095,1,1,1,1,1,1
29377537_237130,0,0,0,0,0,0
29377537_237152,1,1,1,1,1,1
29377537_237176,1,1,1,1,1,1
29377537_237178,0,0,0,0,0,0
29377537_237286,0,0,0,0,0,0
29377537_2569044,1,1,1,1,1,2
29377537_2572027,1,1,1,1,1,2
29377537_2572035,1,1,1,1,1,2
29377537_2578011,1,1,1,1,1,0
29377537_2578017,0,0,0,0,0,0
29377537_2578056,0,0,0,0,0,0
29377537_2578137,1,1,1,1,1,2
29377537_2772859,0,0,0,0,0,0
29377537_2772866,1,1,1,1,1,2
29377537_2886588,1,1,1,1,1,0
29377537_2886589,1,1,1,1,1,0
29377537_2886725,0,0,0,0,0,0
29377537_2886859,0,0,0,0,0,0
29377537_3436245,0,0,0,0,0,0
29377537_3436346,2,2,2,2,2,2
29377537_3436390,0,0,0,0,0,0
29377537_3439918,0,0,0,0,0,0
29377537_3440027,0,0,0,0,0,0
29377537_4285073,0,0,0,0,0,0
29377537_4285134,0,0,0,0,0,0
29377537_4285153,0,0,0,0,0,0
29377537_4285214,0,0,0,0,0,0
29377537_4285216,0,0,0,0,0,0
29377537_4285220,0,0,0,0,0,0
29377537_4285221,0,0,0,0,0,0
29377537_4285229,0,0,0,0,0,0
29377537_4285234,0,0,0,0,0,0
29377537_4285240,0,0,0,0,0,0
29377537_4285256,1,0,0,0,0,0
29377537_4285275,0,0,0,0,0,0
29377537_4285277,0,0,0,0,0,0
29377537_4285281,0,0,0,0,0,0
29377537_4285297,1,0,0,0,0,0
29377537_4285303,0,0,0,0,0,0
29377537_4285305,0,0,0,0,0,0
29377537_4285334,0,0,0,0,0,0
29377537_4285353,0,0,0,0,0,0
29377537_4285359,0,0,0,0,0,0
29377537_4285385,0,0,0,0,0,0
29377537_4285407,1,1,1,1,1,0
29377537_490815,0,0,0,0,0,0
29377537_490950,0,0,0,0,0,0
29377537_491312,0,0,0,0,0,0
29377537_69273,1,1,1,1,1,2
29377537_70250,1,1,1,1,1,2
29377537_70760,1,1,1,1,1,2
29377538_2671743,0,0,0,0,0,0
29377538_2671750,0,0,0,0,0,0
29377538_2671781,0,0,0,0,0,0
29377538_2671798,0,0,0,0,0,0
29377538_2671802,0,0,0,0,0,0
29377538_2671814,0,0,0,0,0,0
29377538_2671817,0,0,0,0,0,0
29377538_2671820,0,0,0,0,0,0
29377538_2671831,0,0,0,0,0,0
29377538_2671839,0,0,0,0,0,0
29377538_2671851,0,0,0,0,0,0
29377538_2671855,2,2,2,2,2,2
29377538_2942882,2,2,2,2,2,2
29377538_3250074,1,1,2,2,2,2
29377538_3250115,1,1,2,2,2,2
29377538_4173259,1,1,2,2,2,2
29377538_4173280,1,1,2,2,2,2
29377538_4173448,1,1,2,2,2,2
29377538_4173472,1,1,2,2,2,2
29377538_4174052,1,1,2,2,2,2
29377538_4174060,1,1,2,2,2,2
29377538_4174103,1,1,2,2,2,2
29377538_4183098,0,0,0,0,0,0
29377538_4183167,1,1,2,2,2,2
29377538_4184299,1,1,2,2,2,2
29377538_4184318,1,1,2,2,2,2
29377538_4184322,1,1,2,2,2,2
29377538_4184351,1,1,2,2,2,2
29377538_4884759,0,0,0,0,0,0
29377538_4884803,0,0,0,0,0,0
29377538_4884857,0,0,0,0,0,0
29377538_4884888,0,0,0,0,0,0
29377538_4908764,0,0,0,0,0,0
29377538_4908832,0,0,0,0,0,0
29377538_5292142,0,0,0,0,0,0
29377538_5293835,0,0,0,0,0,0
29377538_5293864,0,0,0,0,0,0
29377538_5294247,1,1,0,0,0,0
29377538_5294365,1,1,0,0,0,0
29377538_5329819,2,2,2,2,2,2
29377538_5329853,2,2,2,2,2,2
29377538_5329862,1,1,2,2,2,2
29377538_5330009,1,1,0,0,0,0
29377538_5467019,0,0,0,0,0,0
29377538_5467057,0,0,0,0,0,0
29377538_5467062,0,0,0,0,0,0
29377538_5467086,0,0,0,0,0,0
29377538_5467113,0,0,0,0,0,0
29377538_5467114,0,0,0,0,0,0
29377538_5467119,0,0,0,0,0,0
29377539_176774,0,0,0,0,0,0
29377542_1308444,0,0,0,0,0,0
29377542_1314380,0,0,0,0,0,0
29377542_1314695,0,0,0,0,0,0
29377542_1314800,0,0,0,0,0,0
29377542_1554666,0,0,0,0,0,0
29377542_1554737,0,0,0,0,0,0
29377542_1555010,0,0,0,0,0,0
29377542_1555091,0,0,0,0,0,0
29377542_1555149,0,0,0,0,0,0
29377542_331659,0,0,0,0,0,0
29377543_1112749,1,1,1,NA,NA,NA
29377543_1112776,1,1,1,NA,NA,NA
29377543_1112788,0,0,0,0,0,0
29377543_1123638,1,1,1,NA,NA,NA
29377543_1123660,1,1,1,NA,NA,NA
29377543_1123662,0,0,0,0,0,0
29377543_1123684,1,1,1,NA,NA,NA
29377543_1176724,1,1,1,NA,NA,NA
29377543_139099,1,1,1,NA,NA,NA
29377543_17599,1,1,1,NA,NA,NA
29377543_17818,1,1,1,NA,NA,NA
29377543_2491709,0,0,0,0,0,0
29377543_2491905,0,0,0,0,0,0
29377543_2491985,0,0,0,0,0,0
29377544_1025865,1,2,2,2,2,2
29377544_1055347,1,2,2,2,2,2
29377544_1055375,1,2,2,2,2,2
29377544_1055422,1,2,2,2,2,2
29377544_1055487,1,2,2,2,2,2
29377544_1055493,1,2,2,2,2,2
29377544_1055505,1,2,2,2,2,2
29377544_1055547,1,2,2,2,2,2
29377544_1055690,1,2,2,2,2,2
29377544_1056418,0,0,0,0,0,0
29377544_1056436,1,1,2,2,2,2
29377544_1056437,0,0,0,0,0,0
29377544_1056448,1,1,2,2,2,2
29377544_1056453,1,1,2,2,2,2
29377544_1056457,0,0,0,0,0,0
29377544_1056463,1,1,2,2,2,2
29377544_1056481,0,0,0,0,0,0
29377544_1056482,1,1,1,1,1,0
29377544_1056483,0,0,0,0,0,0
29377544_1056491,1,1,1,NA,0,0
29377544_1056511,0,0,0,0,0,0
29377544_1056525,1,2,2,2,2,2
29377544_1056535,1,1,1,1,1,0
29377544_1056547,1,1,1,1,1,2
29377544_1056561,1,2,2,2,2,2
29377544_1056574,1,1,1,1,1,0
29377544_1056581,1,1,1,1,1,0
29377544_1056588,1,2,2,2,2,2
29377544_1056624,1,1,1,1,1,0
29377544_260882,1,2,2,2,2,2
29377544_260900,0,0,0,0,0,0
29377544_260925,1,2,2,2,2,2
29377544_268955,1,2,2,2,2,2
29377544_350332,1,2,2,2,2,2
29377544_354601,1,2,2,2,2,2
29377544_424280,1,2,2,2,2,2
29377544_424449,0,0,0,0,0,0
29377544_424483,1,2,2,2,2,2
29377544_424513,2,2,2,2,2,2
29377544_424514,2,2,2,2,2,2
29377544_457497,1,2,2,2,2,2
29377544_457842,1,2,2,2,2,2
29377544_850721,1,2,2,2,2,2
29377544_851338,1,2,2,2,2,2
29377544_939079,0,0,0,0,0,0
29377544_939081,0,0,0,0,0,0
29377544_939115,1,1,0,0,0,0
29377544_939202,1,2,2,2,2,2
29377544_939217,1,1,0,0,0,0
29377544_939226,1,2,2,2,2,2
29377544_939266,0,0,0,0,0,0
29377544_939273,0,0,0,0,0,0
29377544_939287,0,0,0,0,0,0
29377544_939292,0,0,0,0,0,0
29377544_976781,1,2,2,2,2,2
29377544_976792,1,2,2,2,2,2
29377544_976799,1,2,2,2,2,2
29377545_18659,1,1,1,1,1,1
29377545_18705,0,0,0,0,0,0
29377545_18709,1,1,1,1,1,1
29377545_18747,0,0,0,0,0,0
29377545_18776,0,0,0,0,0,0
29377545_18777,0,0,0,0,0,0
29377545_18787,0,0,0,0,0,0
29377545_423573,2,2,2,2,2,2
29377545_560996,0,0,0,0,0,0
29377546_21081,1,2,2,2,2,2
29377547_1154937,0,0,0,0,0,0
29377547_1154938,0,0,0,0,0,0
29377547_1155018,0,0,0,0,0,0
29377547_1155019,0,0,0,0,0,0
29377547_1155023,0,0,0,0,0,0
29377547_1155033,1,0,0,0,0,0
29377547_1155064,0,0,0,0,0,0
29377547_1155066,0,0,0,0,0,0
29377547_1155070,1,0,0,0,0,0
29377547_1155108,0,0,0,0,0,0
29377547_1155151,0,0,0,0,0,0
29377547_1155157,1,1,1,1,1,0
29377547_1155158,1,1,1,1,1,0
29377547_1896264,0,0,0,0,0,0
29377547_1896280,0,0,0,0,0,0
29377547_1896305,0,0,0,0,0,0
29377549_357354,1,1,0,0,0,0
29377549_357366,0,0,0,0,0,0
29377549_758733,1,1,2,2,2,2
29377549_758845,2,2,2,2,2,2
29377549_758889,0,0,0,0,0,0
29377549_758904,1,1,2,2,2,2
29377549_758913,1,1,0,0,0,0
29377552_1645650,2,2,2,2,2,2
29377552_1941222,0,0,0,0,0,0
29377552_213013,0,0,0,0,0,0
29377552_213028,0,0,0,0,0,0
29377552_213030,0,0,0,0,0,0
29377552_213062,0,0,0,0,0,0
29377552_868861,0,0,0,0,0,0
29377554_1749118,2,2,2,2,2,2
29377555_142123,0,0,0,0,0,0
29377555_142133,0,0,0,0,0,0
29377556_1582782,0,0,0,0,0,0
29377556_1582898,0,0,0,0,0,0
29377556_1582905,1,1,1,1,1,2
29377556_1582952,0,0,0,0,0,0
29377556_171773,0,0,0,0,0,0
29377556_216120,0,0,0,0,0,0
29377556_216968,0,0,0,0,0,0
29377556_217021,0,0,0,0,0,0
29377556_273416,0,0,0,0,0,0
29377556_273474,0,0,0,0,0,0
29377558_2259099,0,0,0,0,0,0
29377558_2259322,0,0,0,0,0,0
29377558_2259347,0,0,0,0,0,0
29377558_2271597,0,0,0,0,0,0
29377558_2271601,0,0,0,0,0,0
29377558_2271621,0,0,0,0,0,0
29377558_2271633,0,0,0,0,0,0
29377558_2271684,0,0,0,0,0,0
29377558_2274927,0,0,0,0,0,0
29377558_2274996,0,0,0,0,0,0
29377558_2283826,0,0,0,0,0,0
29377558_2400575,0,0,0,0,0,0
29377558_2400676,0,0,0,0,0,0
29377558_2400695,0,0,0,0,0,0
29377558_808622,0,0,0,0,0,0
29377558_808626,0,0,0,0,0,0
29377558_808639,0,0,0,0,0,0
29377558_808647,0,0,0,0,0,0
29377558_808651,0,0,0,0,0,0
29377558_808655,0,0,0,0,0,0
29377558_808666,0,0,0,0,0,0
29377558_808673,0,0,0,0,0,0
29377558_808674,0,0,0,0,0,0
29377558_808700,0,0,0,0,0,0
29377558_808706,0,0,0,0,0,0
29377558_808756,0,0,0,0,0,0
29377558_808776,0,0,0,0,0,0
29377558_808784,0,0,0,0,0,0
29377558_808791,0,0,0,0,0,0
29377558_808792,0,0,0,0,0,0
29377558_808804,0,0,0,0,0,0
29377558_808811,0,0,0,0,0,0
29377558_808816,0,0,0,0,0,0
29377558_808819,0,0,0,0,0,0
29377559_2735315,0,0,0,0,0,0
29377559_2735435,0,0,0,0,0,0
29377559_2742523,1,1,1,1,1,2
29377559_3149553,1,1,1,1,1,2
29377559_3151395,1,1,1,1,1,0
29377559_3151474,1,1,1,1,1,0
29377559_3290604,0,0,0,0,0,0
29377559_3290606,0,0,0,0,0,0
29377559_3290617,1,1,1,1,1,1
29377559_3290638,1,1,1,1,1,1
29377559_3290659,0,0,0,0,0,0
29377559_3290660,1,1,1,1,1,1
29377559_3290704,0,0,0,0,0,0
29377559_3290706,0,0,0,0,0,0
29377559_3290718,0,0,0,0,0,0
29377559_3290731,1,1,1,1,1,1
29377559_3290808,0,0,0,0,0,0
29377559_3290838,1,1,1,1,1,2
29377559_3630312,0,0,0,0,0,0
29377559_3630523,0,0,0,0,0,0
29377559_3924351,0,0,0,0,0,0
29377559_3924400,2,2,2,2,2,2
29377559_3924464,0,0,0,0,0,0
29377559_3925353,2,2,2,2,2,2
29377559_984448,1,1,1,NA,2,2
29377559_984562,1,1,1,NA,2,2
29377559_985031,1,1,NA,NA,2,2
29377559_985062,1,1,NA,NA,2,2
29377559_985087,1,1,1,NA,2,2
29377559_985092,1,1,NA,NA,2,2
