,26_1-F,2612-S1,2612-1-S2,2612-12-S3,2612-121-S4
29379530_828032,0,0,0,0,0
29379530_828062,0,0,0,0,0
29379530_828066,0,0,0,0,0
29379530_828067,0,0,0,0,0
29379530_828110,0,0,0,0,0
29379530_828122,0,0,0,0,0
29379530_828154,0,0,0,0,0
29379532_37224,0,0,0,0,0
29379534_346159,0,0,0,0,0
29379534_346160,0,0,0,0,0
29379534_346194,0,0,0,0,0
29379534_681649,0,0,0,0,0
29379534_681664,0,0,0,0,0
29379534_681666,0,0,0,0,0
29379534_681688,0,0,0,0,0
29379534_681689,0,0,0,0,0
29379534_681706,0,0,0,0,0
29379534_681713,0,0,0,0,0
29379534_681715,0,0,0,0,0
29379534_709639,0,0,0,0,0
29379534_927240,0,0,0,0,0
29379534_927281,0,0,0,0,0
29379534_950804,0,0,0,0,0
29379534_950842,0,0,0,0,0
29379534_958277,0,0,0,0,0
29379534_958884,0,0,0,0,0
29379534_958885,0,0,0,0,0
29379534_1465805,0,0,0,0,0
29379536_242490,0,0,0,0,0
29379536_242568,0,0,0,0,0
29379536_242623,0,0,0,0,0
29379536_242624,0,0,0,0,0
29379536_242704,0,0,0,0,0
29379536_243622,0,0,0,0,0
29379536_243661,0,0,0,0,0
29379536_243694,0,0,0,0,0
29379537_860293,0,0,0,0,0
29379537_860310,0,0,0,0,0
29379537_860330,0,0,0,0,0
29379537_860332,0,0,0,0,0
29379537_860339,0,0,0,0,0
29379537_860394,0,0,0,0,0
29379537_860399,0,0,0,0,0
29379537_860400,0,0,0,0,0
29379537_860409,0,0,0,0,0
29379539_1003587,0,0,0,0,0
29379539_1003625,0,0,0,0,0
29379539_1003641,0,0,0,0,0
29379547_108979,0,0,0,0,0
29379547_108983,0,0,0,0,0
29379547_109002,0,0,0,0,0
29379547_109007,0,0,0,0,0
29379547_109058,0,0,0,0,0
29379547_109060,0,0,0,0,0
29379547_109117,0,0,0,0,0
29379547_109148,0,0,0,0,0
29379547_109170,0,0,0,0,0
29379550_466436,0,0,0,0,0
29379551_120759,0,0,0,0,0
29379551_244845,0,0,0,0,0
29379551_1564044,0,0,0,0,0
29379551_1564077,0,0,0,0,0
29379551_2066966,0,0,0,0,0
29379551_2067056,0,0,0,0,0
29379551_2307632,0,0,0,0,0
29379551_2344185,0,0,0,0,0
29379551_2727620,0,0,0,0,0
29379551_2727681,0,0,0,0,0
29379551_3241310,0,0,0,0,0
29379551_4242333,0,0,0,0,0
29379551_4242335,0,0,0,0,0
29379551_4242466,0,0,0,0,0
29379551_4583599,0,0,0,0,0
29379551_5432940,0,0,0,0,0
29379551_5432965,0,0,0,0,0
29379551_5472920,0,0,0,0,0
29379551_5473315,0,0,0,0,0
29379551_5474051,0,0,0,0,0
29379551_5606507,0,0,0,0,0
29379551_5606710,0,0,0,0,0
29379551_5611908,0,0,0,0,0
29379551_5612987,0,0,0,0,0
29379551_5612990,0,0,0,0,0
29379551_5613174,0,0,0,0,0
29379551_5874412,0,0,0,0,0
29379551_5929526,0,0,0,0,0
29379551_5949329,0,0,0,0,0
29379551_5949517,0,0,0,0,0
29379551_5949601,0,0,0,0,0
29379551_6140251,0,0,0,0,0
29379551_6140272,0,0,0,0,0
29379551_6140307,0,0,0,0,0
29379551_6140324,0,0,0,0,0
29379551_6155004,0,0,0,0,0
29379551_6155005,0,0,0,0,0
29379551_6155156,0,0,0,0,0
29379553_1196412,0,0,0,0,0
29379553_1196434,0,0,0,0,0
29379553_1196457,0,0,0,0,0
29379553_1196465,0,0,0,0,0
29379553_1196469,0,0,0,0,0
29379553_1196471,0,0,0,0,0
29379553_1196477,0,0,0,0,0
29379553_1196514,0,0,0,0,0
29379553_1196515,0,0,0,0,0
29379553_1196525,0,0,0,0,0
29379553_1196532,0,0,0,0,0
29379556_60519,0,0,0,0,0
29379556_1958719,0,0,0,0,0
29379556_2066192,0,0,0,0,0
29379557_50045,0,0,0,0,0
29379557_50048,0,0,0,0,0
29379557_50061,0,0,0,0,0
29379557_50069,0,0,0,0,0
29379557_50086,0,0,0,0,0
29379557_50087,0,0,0,0,0
29379560_916255,0,0,0,0,0
29379560_916283,0,0,0,0,0
29379560_916337,0,0,0,0,0
29379560_916340,0,0,0,0,0
29379560_1608539,0,0,0,0,0
29379560_2650643,0,0,0,0,0
29379560_2650656,0,0,0,0,0
29379560_2650819,0,0,0,0,0
29379560_2650825,0,0,0,0,0
29379560_2656124,0,0,0,0,0
29379560_2657577,0,0,0,0,0
29379560_2657657,0,0,0,0,0
29379561_846122,0,0,0,0,0
29379561_883120,0,0,0,0,0
29379564_224714,0,0,0,0,0
29379564_224737,0,0,0,0,0
29379564_224746,0,0,0,0,0
29379564_224756,0,0,0,0,0
29379564_224809,0,0,0,0,0
29379564_224810,0,0,0,0,0
29379564_224826,0,0,0,0,0
29379564_224845,0,0,0,0,0
29379564_224850,0,0,0,0,0
29379564_736200,0,0,0,0,0
29379564_736263,0,0,0,0,0
29379564_736288,0,0,0,0,0
29379564_736290,0,0,0,0,0
29379564_736293,0,0,0,0,0
29379564_736295,0,0,0,0,0
29379565_1887988,0,0,0,0,0
29379565_1888002,0,0,0,0,0
29379565_1888003,0,0,0,0,0
29379565_1888034,0,0,0,0,0
29379565_1888065,0,0,0,0,0
29379565_1888087,0,0,0,0,0
29379565_2328427,0,0,0,0,0
29379567_173306,0,0,0,0,0
29379567_173379,0,0,0,0,0
29379567_1792146,0,0,0,0,0
29379568_1068208,0,0,0,0,0
29379568_1068307,0,0,0,0,0
29379568_3797934,0,0,0,0,0
29379568_3797943,0,0,0,0,0
29379568_3797947,0,0,0,0,0
29379568_3797955,0,0,0,0,0
29379568_3797957,0,0,0,0,0
29379568_3798003,0,0,0,0,0
29379568_3798123,0,0,0,0,0
29379568_3798130,0,0,0,0,0
29379568_3798307,0,0,0,0,0
29379568_3972417,0,0,0,0,0
29379569_117593,0,0,0,0,0
29379570_388708,0,0,0,0,0
29379570_1802274,0,0,0,0,0
29379570_1831074,0,0,0,0,0
29379570_1831214,0,0,0,0,0
29379570_1831252,0,0,0,0,0
29379570_1963621,0,0,0,0,0
29379570_1963683,0,0,0,0,0
29379572_1033491,0,0,0,0,0
29379572_1887887,0,0,0,0,0
29379577_1263319,0,0,0,0,0
29379582_719574,0,0,0,0,0
29379583_44951,0,0,0,0,0
29379586_506504,0,0,0,0,0
29379586_520026,0,0,0,0,0
29379586_602790,0,0,0,0,0
29379586_603064,0,0,0,0,0
29379586_1927403,0,0,0,0,0
29379587_43530,0,0,0,0,0
29379587_43626,0,0,0,0,0
29379587_43701,0,0,0,0,0
29379587_744618,0,0,0,0,0
29379587_750683,0,0,0,0,0
29379587_2957035,0,0,0,0,0
29379587_3440432,0,0,0,0,0
29379587_3516973,0,0,0,0,0
29379588_443555,0,0,0,0,0
29379588_443614,0,0,0,0,0
29379588_443663,0,0,0,0,0
29379588_443825,0,0,0,0,0
29379588_443931,0,0,0,0,0
29379588_444038,0,0,0,0,0
29379588_444051,0,0,0,0,0
29379588_444065,0,0,0,0,0
29379588_444243,0,0,0,0,0
29379588_463357,0,0,0,0,0
29379588_463466,0,0,0,0,0
29379588_463526,0,0,0,0,0
29379588_905216,0,0,0,0,0
29379588_905235,0,0,0,0,0
29379588_905236,0,0,0,0,0
29379588_905259,0,0,0,0,0
29379588_905269,0,0,0,0,0
29379588_905279,0,0,0,0,0
29379589_109368,0,0,0,0,0
29379589_109413,0,0,0,0,0
29379589_109428,0,0,0,0,0
29379591_163174,0,0,0,0,0
29379591_163181,0,0,0,0,0
29379591_163236,0,0,0,0,0
29379591_280395,0,0,0,0,0
29379591_289365,0,0,0,0,0
29379591_289420,0,0,0,0,0
29379591_289590,0,0,0,0,0
29379591_289623,0,0,0,0,0
29379591_575576,0,0,0,0,0
29379591_720819,0,0,0,0,0
29379591_720852,0,0,0,0,0
29379591_2141789,0,0,0,0,0
29379591_2141790,0,0,0,0,0
29379593_652319,0,0,0,0,0
29379593_652363,0,0,0,0,0
29379593_766942,0,0,0,0,0
29379593_788665,0,0,0,0,0
29379593_788800,0,0,0,0,0
29379593_788815,0,0,0,0,0
29379593_937577,0,0,0,0,0
29379593_978175,0,0,0,0,0
29379593_978249,0,0,0,0,0
29379593_1638397,0,0,0,0,0
29379593_1638398,0,0,0,0,0
29379593_1638410,0,0,0,0,0
29379593_1638413,0,0,0,0,0
29379593_1638419,0,0,0,0,0
29379593_1638531,0,0,0,0,0
29379596_192453,0,0,0,0,0
29379596_192457,0,0,0,0,0
29379596_192495,0,0,0,0,0
29379596_192506,0,0,0,0,0
29379598_69970,0,0,0,0,0
29379598_94297,0,0,0,0,0
29379598_122207,0,0,0,0,0
29379598_592643,0,0,0,0,0
29379598_592773,0,0,0,0,0
29379598_1554733,0,0,0,0,0
29379598_1757593,0,0,0,0,0
29379598_1841484,0,0,0,0,0
29379598_3085995,0,0,0,0,0
29379598_3087658,0,0,0,0,0
29379599_63753,0,0,0,0,0
29379601_232798,0,0,0,0,0
29379601_232811,0,0,0,0,0
29379601_232813,0,0,0,0,0
29379601_232832,0,0,0,0,0
29379601_232856,0,0,0,0,0
29379601_232880,0,0,0,0,0
29379601_232894,0,0,0,0,0
29379601_232902,0,0,0,0,0
29379601_232903,0,0,0,0,0
29379601_619994,0,0,0,0,0
29379601_620007,0,0,0,0,0
29379601_620133,0,0,0,0,0
29379602_19502,0,0,0,0,0
29379602_19536,0,0,0,0,0
29379602_19548,0,0,0,0,0
29379602_19564,0,0,0,0,0
29379604_4106,0,0,0,0,0
29379604_4158,0,0,0,0,0
29379604_4167,0,0,0,0,0
29379604_4168,0,0,0,0,0
29379604_101200,0,0,0,0,0
29379606_109141,0,0,0,0,0
29379608_932169,0,0,0,0,0
29379608_932186,0,0,0,0,0
29379608_932191,0,0,0,0,0
29379608_1215346,0,0,0,0,0
29379608_1215365,0,0,0,0,0
29379608_1215607,0,0,0,0,0
29379608_1215649,0,0,0,0,0
29379608_1398828,0,0,0,0,0
29379608_1398845,0,0,0,0,0
29379608_1565779,0,0,0,0,0
29379608_1565793,0,0,0,0,0
29379608_1565796,0,0,0,0,0
29379608_1565801,0,0,0,0,0
29379608_1565807,0,0,0,0,0
29379608_1565818,0,0,0,0,0
29379608_1565839,0,0,0,0,0
29379608_1565847,0,0,0,0,0
29379608_1565852,0,0,0,0,0
29379608_1565856,0,0,0,0,0
29379608_1565870,0,0,0,0,0
29379608_1565873,0,0,0,0,0
29379608_1565875,0,0,0,0,0
29379608_1565878,0,0,0,0,0
29379608_1565879,0,0,0,0,0
29379608_1565897,0,0,0,0,0
29379608_1565898,0,0,0,0,0
29379608_1565903,0,0,0,0,0
29379608_1565914,0,0,0,0,0
29379608_1565916,0,0,0,0,0
29379608_1565917,0,0,0,0,0
29379608_1565921,0,0,0,0,0
29379608_1565923,0,0,0,0,0
29379608_1566203,0,0,0,0,0
29379608_1618671,0,0,0,0,0
29379608_1618730,0,0,0,0,0
29379608_1678071,0,0,0,0,0
29379608_1842494,0,0,0,0,0
29379608_1842540,0,0,0,0,0
29379608_1842582,0,0,0,0,0
29379608_1893316,0,0,0,0,0
29379608_1893318,0,0,0,0,0
29379608_1893329,0,0,0,0,0
29379608_1893339,0,0,0,0,0
29379608_1893463,0,0,0,0,0
29379608_1893499,0,0,0,0,0
29379608_1893506,0,0,0,0,0
29379608_1893518,0,0,0,0,0
29379608_1893536,0,0,0,0,0
29379608_1893541,0,0,0,0,0
29379608_1917286,0,0,0,0,0
29379608_1917369,0,0,0,0,0
29379608_1917400,0,0,0,0,0
29379608_1917410,0,0,0,0,0
29379608_1947343,0,0,0,0,0
29379608_1947384,0,0,0,0,0
29379608_1984178,0,0,0,0,0
29379608_1984271,0,0,0,0,0
29379608_2004951,0,0,0,0,0
29379608_2004997,0,0,0,0,0
29379608_2035256,0,0,0,0,0
29379608_2035369,0,0,0,0,0
29379608_2035393,0,0,0,0,0
29379608_2035396,0,0,0,0,0
29379608_2035411,0,0,0,0,0
29379608_2124811,0,0,0,0,0
29379608_2124833,0,0,0,0,0
29379608_2124874,0,0,0,0,0
29379608_2124896,0,0,0,0,0
29379608_2124924,0,0,0,0,0
29379608_2124925,0,0,0,0,0
29379608_2124976,0,0,0,0,0
29379608_2125012,0,0,0,0,0
29379609_308341,0,0,0,0,0
29379609_308377,0,0,0,0,0
29379609_308415,0,0,0,0,0
29379609_308446,0,0,0,0,0
29379609_373694,0,0,0,0,0
29379609_373707,0,0,0,0,0
29379609_373740,0,0,0,0,0
29379609_2768298,0,0,0,0,0
29379609_2768324,0,0,0,0,0
29379609_2768359,0,0,0,0,0
29379609_2768377,0,0,0,0,0
29379609_2768380,0,0,0,0,0
29379609_2768429,0,0,0,0,0
29379609_3518432,0,0,0,0,0
29379611_1002020,0,0,0,0,0
29379611_1002027,0,0,0,0,0
29379612_1851370,0,0,0,0,0
29379612_2268946,0,0,0,0,0
29379612_2269005,0,0,0,0,0
29379612_2517800,0,0,0,0,0
29379612_2517955,0,0,0,0,0
29379612_2517957,0,0,0,0,0
29379612_2517958,0,0,0,0,0
29379612_2517971,0,0,0,0,0
29379613_86517,0,0,0,0,0
29379613_86563,0,0,0,0,0
29379613_86635,0,0,0,0,0
29379613_86936,0,0,0,0,0
29379614_2206852,0,0,0,0,0
29379614_2206861,0,0,0,0,0
29379614_2206869,0,0,0,0,0
29379615_574838,0,0,0,0,0
29379615_716485,0,0,0,0,0
29379615_716533,0,0,0,0,0
29379615_716599,0,0,0,0,0
29379615_716623,0,0,0,0,0
29379616_426501,0,0,0,0,0
29379616_426537,0,0,0,0,0
29379616_426538,0,0,0,0,0
29379616_426677,0,0,0,0,0
29379617_724816,0,0,0,0,0
29379617_1344715,0,0,0,0,0
29379617_1344810,0,0,0,0,0
29379617_1345381,0,0,0,0,0
29379617_1345438,0,0,0,0,0
29379617_1345443,0,0,0,0,0
29379617_1345473,0,0,0,0,0
29379620_199824,0,0,0,0,0
29379621_65573,0,0,0,0,0
29379621_65575,0,0,0,0,0
29379621_65576,0,0,0,0,0
29379621_65577,0,0,0,0,0
29379621_65605,0,0,0,0,0
29379621_65607,0,0,0,0,0
29379621_65608,0,0,0,0,0
29379621_65614,0,0,0,0,0
29379621_65620,0,0,0,0,0
29379621_65622,0,0,0,0,0
29379621_65632,0,0,0,0,0
29379621_65640,0,0,0,0,0
29379621_65641,0,0,0,0,0
29379621_65653,0,0,0,0,0
29379621_65654,0,0,0,0,0
29379621_65677,0,0,0,0,0
29379622_3658355,0,0,0,0,0
29379623_487626,0,0,0,0,0
29379627_2076946,0,0,0,0,0
29379627_2241013,0,0,0,0,0
29379627_2635970,0,0,0,0,0
29379627_2660463,0,0,0,0,0
29379627_3255866,0,0,0,0,0
29379627_3256031,0,0,0,0,0
29379627_3256035,0,0,0,0,0
29379627_3256050,0,0,0,0,0
29379628_1211964,0,0,0,0,0
29379628_1211967,0,0,0,0,0
29379628_1211969,0,0,0,0,0
29379628_1682403,0,0,0,0,0
29379628_1682525,0,0,0,0,0
29379628_1682591,0,0,0,0,0
29379628_1684431,0,0,0,0,0
29379628_1684440,0,0,0,0,0
29379628_1684503,0,0,0,0,0
29379628_1684539,0,0,0,0,0
29379628_1684584,0,0,0,0,0
29379628_1684585,0,0,0,0,0
29379628_1684598,0,0,0,0,0
29379628_1684625,0,0,0,0,0
29379628_1684644,0,0,0,0,0
29379628_1686939,0,0,0,0,0
29379628_1945088,0,0,0,0,0
29379628_1945141,0,0,0,0,0
29379628_2131356,0,0,0,0,0
29379629_75299,0,0,0,0,0
29379629_75326,0,0,0,0,0
29379629_75328,0,0,0,0,0
29379629_75360,0,0,0,0,0
29379629_75370,0,0,0,0,0
29379629_75371,0,0,0,0,0
29379629_75384,0,0,0,0,0
29379629_75429,0,0,0,0,0
29379629_75442,0,0,0,0,0
29379629_75464,0,0,0,0,0
29379630_767086,0,0,0,0,0
29379630_767095,0,0,0,0,0
29379630_1861543,0,0,0,0,0
29379630_2717392,0,0,0,0,0
29379630_3374081,0,0,0,0,0
29379630_3668085,0,0,0,0,0
29379630_3818059,0,0,0,0,0
29379630_3818088,0,0,0,0,0
29379630_3818145,0,0,0,0,0
29379630_3818170,0,0,0,0,0
29379630_3818195,0,0,0,0,0
29379630_3818197,0,0,0,0,0
29379630_3818208,0,0,0,0,0
29379630_3818232,0,0,0,0,0
29379630_4076807,0,0,0,0,0
29379630_4152685,0,0,0,0,0
29379630_4155587,0,0,0,0,0
29379630_4155614,0,0,0,0,0
29379630_4499851,0,0,0,0,0
29379630_4863668,0,0,0,0,0
29379630_4863859,0,0,0,0,0
29379630_4864002,0,0,0,0,0
29379630_5774187,0,0,0,0,0
29379630_7066319,0,0,0,0,0
29379630_7066507,0,0,0,0,0
29379630_7066525,0,0,0,0,0
29379630_7312851,0,0,0,0,0
29379630_7312900,0,0,0,0,0
29379630_7312902,0,0,0,0,0
29379630_7313016,0,0,0,0,0
29379636_112651,0,0,0,0,0
29379636_112671,0,0,0,0,0
29379636_112672,0,0,0,0,0
29379637_686945,0,0,0,0,0
29379637_686961,0,0,0,0,0
29379637_1148286,0,0,0,0,0
29379637_1148314,0,0,0,0,0
29379637_1148316,0,0,0,0,0
29379637_1148323,0,0,0,0,0
29379637_1148402,0,0,0,0,0
29379637_1504450,0,0,0,0,0
29379637_3012338,0,0,0,0,0
29379637_3012459,0,0,0,0,0
29379637_5551264,0,0,0,0,0
29379637_5551266,0,0,0,0,0
29379637_5551275,0,0,0,0,0
29379637_5551278,0,0,0,0,0
29379637_5551294,0,0,0,0,0
29379637_5551298,0,0,0,0,0
29379637_5551300,0,0,0,0,0
29379637_5551323,0,0,0,0,0
29379637_5551335,0,0,0,0,0
29379637_5551353,0,0,0,0,0
29379637_5551355,0,0,0,0,0
29379637_5551385,0,0,0,0,0
29379637_5551412,0,0,0,0,0
29379637_5551416,0,0,0,0,0
29379637_5551417,0,0,0,0,0
29379637_5551455,0,0,0,0,0
29379637_5551457,0,0,0,0,0
29379637_5551459,0,0,0,0,0
29379637_5551463,0,0,0,0,0
29379637_5551485,0,0,0,0,0
29379637_5551487,0,0,0,0,0
29379637_5551500,0,0,0,0,0
29379637_5551521,0,0,0,0,0
29379637_5551522,0,0,0,0,0
29379637_5551544,0,0,0,0,0
29379638_740345,0,0,0,0,0
29379638_740477,0,0,0,0,0
29379638_1730785,0,0,0,0,0
29379639_1104466,0,0,0,0,0
29379639_1127408,0,0,0,0,0
29379639_1127623,0,0,0,0,0
29379639_1130994,0,0,0,0,0
29379641_856693,0,0,0,0,0
29379641_856791,0,0,0,0,0
29379641_1386970,0,0,0,0,0
29379641_1431421,0,0,0,0,0
29379641_1438085,0,0,0,0,0
29379643_28990,0,0,0,0,0
29379644_872388,0,0,0,0,0
29379644_872515,0,0,0,0,0
29379644_872526,0,0,0,0,0
29379644_872551,0,0,0,0,0
29379644_872554,0,0,0,0,0
29379644_872628,0,0,0,0,0
29379645_421737,0,0,0,0,0
29379645_631025,0,0,0,0,0
29379647_555224,0,0,0,0,0
29379649_178559,0,0,0,0,0
29379649_178577,0,0,0,0,0
29379649_178586,0,0,0,0,0
29379649_190311,0,0,0,0,0
29379649_190391,0,0,0,0,0
29379650_1641853,0,0,0,0,0
29379650_2201152,0,0,0,0,0
29379650_2201163,0,0,0,0,0
29379650_2201199,0,0,0,0,0
29379650_2201234,0,0,0,0,0
29379651_513888,0,0,0,0,0
29379651_1332186,0,0,0,0,0
29379651_1332295,0,0,0,0,0
29379653_595112,0,0,0,0,0
29379653_595175,0,0,0,0,0
29379653_595242,0,0,0,0,0
29379653_595243,0,0,0,0,0
29379653_595299,0,0,0,0,0
29379653_595308,0,0,0,0,0
29379655_935576,0,0,0,0,0
29379655_935631,0,0,0,0,0
29379655_935634,0,0,0,0,0
29379655_935635,0,0,0,0,0
29379655_935640,0,0,0,0,0
29379655_1929197,0,0,0,0,0
29379655_1929330,0,0,0,0,0
29379658_1474076,0,0,0,0,0
29379660_200725,0,0,0,0,0
29379660_3360508,0,0,0,0,0
29379660_3573355,0,0,0,0,0
29379660_3573394,0,0,0,0,0
29379660_3573439,0,0,0,0,0
29379661_399279,0,0,0,0,0
29379661_399337,0,0,0,0,0
29379661_1396066,0,0,0,0,0
29379661_1530387,0,0,0,0,0
29379661_1543676,0,0,0,0,0
29379663_271352,0,0,0,0,0
29379664_19195,0,0,0,0,0
29379664_259754,0,0,0,0,0
29379664_259795,0,0,0,0,0
29379665_1290929,0,0,0,0,0
29379665_1294460,0,0,0,0,0
29379665_1294503,0,0,0,0,0
29379665_1294863,0,0,0,0,0
29379665_1294870,0,0,0,0,0
29379665_1294924,0,0,0,0,0
29379665_1294954,0,0,0,0,0
29379665_1673357,0,0,0,0,0
29379665_1765271,0,0,0,0,0
29379665_1765321,0,0,0,0,0
29379665_1852511,0,0,0,0,0
29379665_2573884,0,0,0,0,0
29379665_3176867,0,0,0,0,0
29379665_4113964,0,0,0,0,0
29379665_4558001,0,0,0,0,0
29379665_4558012,0,0,0,0,0
29379665_4636586,0,0,0,0,0
29379665_4636624,0,0,0,0,0
29379665_4637951,0,0,0,0,0
29379665_4639676,0,0,0,0,0
29379665_4639744,0,0,0,0,0
29379665_4639933,0,0,0,0,0
29379665_4931724,0,0,0,0,0
29379665_4931843,0,0,0,0,0
29379665_4931969,0,0,0,0,0
29379665_5543908,0,0,0,0,0
29379665_8850317,0,0,0,0,0
29379665_8850328,0,0,0,0,0
29379665_8866375,0,0,0,0,0
29379665_8867042,0,0,0,0,0
29379668_415470,0,0,0,0,0
29379668_415572,0,0,0,0,0
29379668_415764,0,0,0,0,0
29379668_466293,0,0,0,0,0
29379668_466404,0,0,0,0,0
29379668_1402385,0,0,0,0,0
29379669_1640433,0,0,0,0,0
29379672_109381,0,0,0,0,0
29379672_266992,0,0,0,0,0
29379672_267129,0,0,0,0,0
29379673_329800,0,0,0,0,0
29379675_1256790,0,0,0,0,0
29379675_1256800,0,0,0,0,0
29379675_1258746,0,0,0,0,0
29379675_1259002,0,0,0,0,0
29379675_1259130,0,0,0,0,0
29379675_1621861,0,0,0,0,0
29379675_1623964,0,0,0,0,0
29379675_1667444,0,0,0,0,0
29379675_1667449,0,0,0,0,0
29379675_1667962,0,0,0,0,0
29379675_1802008,0,0,0,0,0
29379681_676173,0,0,0,0,0
29379681_676249,0,0,0,0,0
29379681_708329,0,0,0,0,0
29379681_741530,0,0,0,0,0
29379681_741532,0,0,0,0,0
29379681_741690,0,0,0,0,0
29379681_741714,0,0,0,0,0
29379681_741768,0,0,0,0,0
29379681_2010435,0,0,0,0,0
29379681_2010445,0,0,0,0,0
29379681_2215386,0,0,0,0,0
29379681_2215472,0,0,0,0,0
29379681_2215473,0,0,0,0,0
29379681_2215492,0,0,0,0,0
29379681_2215534,0,0,0,0,0
29379681_2215644,0,0,0,0,0
29379681_2685602,0,0,0,0,0
29379681_2685612,0,0,0,0,0
29379681_2685613,0,0,0,0,0
29379681_2685634,0,0,0,0,0
29379681_2685656,0,0,0,0,0
29379681_3501822,0,0,0,0,0
29379681_3501827,0,0,0,0,0
29379681_3501834,0,0,0,0,0
29379681_3501840,0,0,0,0,0
29379681_3501842,0,0,0,0,0
29379681_3501846,0,0,0,0,0
29379681_3501864,0,0,0,0,0
29379681_3501870,0,0,0,0,0
29379681_4546291,0,0,0,0,0
29379683_442800,0,0,0,0,0
29379683_971247,0,0,0,0,0
29379684_910886,0,0,0,0,0
29379684_910953,0,0,0,0,0
29379684_910959,0,0,0,0,0
29379684_910992,0,0,0,0,0
29379687_170675,0,0,0,0,0
29379687_170954,0,0,0,0,0
29379687_170981,0,0,0,0,0
29379687_183838,0,0,0,0,0
29379687_184016,0,0,0,0,0
29379687_210016,0,0,0,0,0
29379687_210072,0,0,0,0,0
29379687_210317,0,0,0,0,0
29379687_285632,0,0,0,0,0
29379687_285968,0,0,0,0,0
29379687_286207,0,0,0,0,0
29379687_292310,0,0,0,0,0
29379687_292382,0,0,0,0,0
29379687_388127,0,0,0,0,0
29379687_388172,0,0,0,0,0
29379687_388180,0,0,0,0,0
29379687_950864,0,0,0,0,0
29379687_950866,0,0,0,0,0
29379687_950873,0,0,0,0,0
29379687_950892,0,0,0,0,0
29379687_950930,0,0,0,0,0
29379687_950945,0,0,0,0,0
29379687_950954,0,0,0,0,0
29379687_951423,0,0,0,0,0
29379687_992115,0,0,0,0,0
29379687_992147,0,0,0,0,0
29379687_992204,0,0,0,0,0
29379687_992246,0,0,0,0,0
29379687_1008334,0,0,0,0,0
29379687_1008364,0,0,0,0,0
29379687_1008426,0,0,0,0,0
29379687_1008560,0,0,0,0,0
29379687_1011605,0,0,0,0,0
29379687_1011620,0,0,0,0,0
29379687_1011622,0,0,0,0,0
29379687_1042424,0,0,0,0,0
29379687_1042501,0,0,0,0,0
29379687_1045272,0,0,0,0,0
29379687_1045279,0,0,0,0,0
29379687_1045323,0,0,0,0,0
29379687_1045325,0,0,0,0,0
29379687_1045368,0,0,0,0,0
29379687_1046136,0,0,0,0,0
29379687_1046180,0,0,0,0,0
29379687_1046211,0,0,0,0,0
29379687_1046225,0,0,0,0,0
29379687_1046241,0,0,0,0,0
29379687_1046244,0,0,0,0,0
29379687_1046246,0,0,0,0,0
29379687_1046274,0,0,0,0,0
29379687_1046279,0,0,0,0,0
29379687_1046293,0,0,0,0,0
29379687_1046316,0,0,0,0,0
29379688_892446,0,0,0,0,0
29379688_892487,0,0,0,0,0
29379688_892490,0,0,0,0,0
29379688_892541,0,0,0,0,0
29379693_1128129,0,0,0,0,0
29379693_1128140,0,0,0,0,0
29379693_1128199,0,0,0,0,0
29379693_1160884,0,0,0,0,0
29379693_1160899,0,0,0,0,0
29379693_1160934,0,0,0,0,0
29379693_1166080,0,0,0,0,0
29379693_1166117,0,0,0,0,0
29379693_1166706,0,0,0,0,0
29379693_1166716,0,0,0,0,0
29379693_1184370,0,0,0,0,0
29379693_1184447,0,0,0,0,0
29379693_1184554,0,0,0,0,0
29379693_4300565,0,0,0,0,0
29379693_4300569,0,0,0,0,0
29379693_4300811,0,0,0,0,0
29379693_4302746,0,0,0,0,0
29379693_4566333,0,0,0,0,0
29379693_4566336,0,0,0,0,0
29379694_3420180,0,0,0,0,0
29379695_484480,0,0,0,0,0
29379704_385057,0,0,0,0,0
29379704_498654,0,0,0,0,0
29379706_160487,0,0,0,0,0
29379707_497727,0,0,0,0,0
29379707_497743,0,0,0,0,0
29379707_497747,0,0,0,0,0
29379707_497789,0,0,0,0,0
29379707_497820,0,0,0,0,0
29379707_497821,0,0,0,0,0
29379707_497876,0,0,0,0,0
29379707_497889,0,0,0,0,0
29379707_497919,0,0,0,0,0
29379707_882792,0,0,0,0,0
29379707_882807,0,0,0,0,0
29379707_1136715,0,0,0,0,0
29379708_248205,0,0,0,0,0
29379708_248464,0,0,0,0,0
29379708_248504,0,0,0,0,0
29379708_296068,0,0,0,0,0
29379708_403045,0,0,0,0,0
29379708_405900,0,0,0,0,0
29379708_406332,0,0,0,0,0
29379708_408831,0,0,0,0,0
29379708_673470,0,0,0,0,0
29379708_678313,0,0,0,0,0
29379708_786697,0,0,0,0,0
29379708_835003,0,0,0,0,0
29379708_1025277,0,0,0,0,0
29379710_328846,0,0,0,0,0
29379710_329304,0,0,0,0,0
29379710_329323,0,0,0,0,0
29379710_329360,0,0,0,0,0
29379710_329415,0,0,0,0,0
29379710_777208,0,0,0,0,0
29379710_777228,0,0,0,0,0
29379710_777797,0,0,0,0,0
29379711_132483,0,0,0,0,0
29379711_132488,0,0,0,0,0
29379713_2482405,0,0,0,0,0
29379713_2482428,0,0,0,0,0
29379713_3442593,0,0,0,0,0
29379717_1259939,0,0,0,0,0
29379717_1260015,0,0,0,0,0
29379717_1260034,0,0,0,0,0
