,21_2-F,2121-S1,2121-1-S2,2121-11-S3,2121-111-S4,2121-111-S5
29378174_965446,1,0,0,0,0,0
29378174_965481,1,1,0,0,0,0
29378174_965501,1,1,0,0,0,0
29378174_974908,1,1,0,0,0,0
29378174_974909,1,1,0,0,0,0
29378174_975008,1,1,0,0,0,0
29378174_975014,1,1,0,0,0,0
29378174_975190,1,1,0,0,0,0
29378174_975487,1,2,2,2,2,2
29378174_975569,1,1,0,0,0,0
29378175_38494,0,0,0,0,0,0
29378176_1225586,0,0,0,0,0,0
29378176_1225593,0,0,0,0,0,0
29378176_1251867,0,0,0,0,0,0
29378176_1251871,0,0,0,0,0,0
29378176_1252549,0,0,0,0,0,0
29378176_1284586,0,0,0,0,0,0
29378176_1284691,0,0,0,0,0,0
29378176_1332958,0,0,0,0,0,0
29378176_1333062,0,0,0,0,0,0
29378176_1359023,0,0,0,0,0,0
29378176_1381309,0,0,0,0,0,0
29378176_1381320,0,0,0,0,0,0
29378176_1381394,0,0,0,0,0,0
29378176_1381434,0,0,0,0,0,0
29378176_1381595,0,0,0,0,0,0
29378176_1381597,0,0,0,0,0,0
29378176_1381599,0,0,0,0,0,0
29378176_1711897,0,0,0,0,0,0
29378176_1711928,1,0,0,0,0,0
29378176_1711929,0,0,0,0,0,0
29378176_1711931,0,0,0,0,0,0
29378177_108082,0,0,0,0,0,0
29378177_83749,0,0,0,0,0,0
29378177_83956,0,0,0,0,0,0
29378178_2195040,2,2,2,2,2,2
29378178_501641,0,0,0,0,0,0
29378178_501646,2,2,2,2,2,2
29378178_501701,0,0,0,0,0,0
29378180_400938,0,0,0,0,0,0
29378181_129981,0,0,0,0,0,0
29378181_130353,2,2,2,2,2,2
29378181_169654,0,0,0,0,0,0
29378181_169751,2,2,2,2,2,2
29378181_411580,2,2,2,2,2,2
29378181_411637,2,2,2,2,2,2
29378181_412669,0,0,0,0,0,0
29378181_412699,0,0,0,0,0,0
29378181_412756,0,0,0,0,0,0
29378181_412783,0,0,0,0,0,0
29378181_412788,0,0,0,0,0,0
29378181_413024,0,0,0,0,0,0
29378181_572367,0,0,0,0,0,0
29378181_572368,0,0,0,0,0,0
29378181_572371,0,0,0,0,0,0
29378181_708443,0,0,0,0,0,0
29378181_753444,1,0,0,0,0,0
29378181_753446,0,0,0,0,0,0
29378181_753449,1,0,0,0,0,0
29378181_753467,1,1,1,1,1,0
29378181_753475,1,0,0,0,0,0
29378181_753484,0,0,0,0,0,0
29378181_753503,1,1,1,1,1,0
29378181_753521,1,1,1,1,1,0
29378181_753533,1,1,1,1,1,0
29378181_753534,1,1,1,1,1,0
29378181_753537,1,1,1,1,1,0
29378181_753550,1,1,1,1,1,0
29378181_753556,1,1,1,1,1,0
29378181_753566,1,1,1,1,1,0
29378181_758607,0,0,0,0,0,0
29378182_129040,0,0,0,0,0,0
29378182_156721,2,2,2,2,2,2
29378182_184325,2,2,2,2,2,2
29378182_184386,0,0,0,0,0,0
29378182_184628,0,0,0,0,0,0
29378182_184704,2,2,2,2,2,2
29378182_184799,2,2,2,2,2,2
29378182_200625,2,2,2,2,2,2
29378182_200641,0,0,0,0,0,0
29378182_229275,0,0,0,0,0,0
29378182_229309,2,2,2,2,2,2
29378183_401341,0,0,0,0,0,0
29378183_401356,1,1,1,1,0,0
29378183_401362,1,1,1,1,1,0
29378183_401363,1,1,1,1,1,0
29378183_401404,0,0,0,0,0,0
29378184_1163386,0,0,0,0,0,0
29378184_1163443,0,0,0,0,0,0
29378184_1163494,0,0,0,0,0,0
29378184_1163511,0,0,0,0,0,0
29378184_1163512,0,0,0,0,0,0
29378184_1163626,0,0,0,0,0,0
29378184_1887318,0,0,0,0,0,0
29378184_662486,1,2,2,2,2,2
29378184_764772,1,2,2,2,2,2
29378184_891793,0,0,0,0,0,0
29378184_891860,0,0,0,0,0,0
29378186_66108,0,0,0,0,0,0
29378186_66223,0,0,0,0,0,0
29378186_66242,1,1,0,0,0,0
29378186_66273,1,1,0,0,0,0
29378187_1071710,1,0,0,0,0,0
29378187_1071928,0,0,0,0,0,0
29378187_10927,0,0,0,0,0,0
29378187_390763,0,0,0,0,0,0
29378187_390852,1,2,2,2,2,2
29378187_390908,1,2,2,2,2,2
29378191_43141,1,0,0,0,0,0
29378191_43184,0,0,0,0,0,0
29378191_43185,0,0,0,0,0,0
29378194_1101530,0,0,0,0,0,0
29378194_1101587,0,0,0,0,0,0
29378194_139354,2,2,2,2,2,2
29378194_139377,0,0,0,0,0,0
29378194_139397,0,0,0,0,0,0
29378194_139431,0,0,0,0,0,0
29378194_139446,0,0,0,0,0,0
29378194_196591,0,0,0,0,0,0
29378194_201957,0,0,0,0,0,0
29378194_230326,0,0,0,0,0,0
29378194_230350,0,0,0,0,0,0
29378194_230433,0,0,0,0,0,0
29378194_461029,0,0,0,0,0,0
29378194_461058,0,0,0,0,0,0
29378194_461093,0,0,0,0,0,0
29378194_461098,0,0,0,0,0,0
29378197_164822,1,1,1,2,2,2
29378197_164907,1,1,1,2,2,2
29378197_164908,1,1,1,2,2,2
29378197_164961,1,1,1,2,2,2
29378197_164979,0,0,0,0,0,0
29378197_164990,0,0,0,0,0,0
29378197_165002,0,0,0,0,0,0
29378197_165004,0,0,0,0,0,0
29378197_165019,0,0,0,0,0,0
29378197_165020,0,0,0,0,0,0
29378197_165025,0,0,0,0,0,0
29378197_165031,0,0,0,0,0,0
29378197_165034,0,0,0,0,0,0
29378197_165040,0,0,0,0,0,0
29378197_165319,1,1,1,1,0,0
29378197_165322,1,1,1,1,0,0
29378197_165328,1,1,1,1,0,0
29378197_165336,0,0,0,0,0,0
29378197_165338,0,0,0,0,0,0
29378197_165365,0,0,0,0,0,0
29378197_165373,0,0,0,0,0,0
29378199_1021356,0,0,0,0,0,0
29378199_1021385,0,0,0,0,0,0
29378199_1021386,0,0,0,0,0,0
29378199_1021392,1,2,2,2,2,2
29378199_1021465,1,2,2,2,2,2
29378199_1021480,1,2,2,2,2,2
29378199_1021567,0,0,0,0,0,0
29378199_1031102,1,2,2,2,2,2
29378199_1075445,1,2,2,2,2,2
29378199_1075545,1,2,2,2,2,2
29378199_1075550,0,0,0,0,0,0
29378199_1105787,1,2,2,2,2,2
29378199_1106447,1,2,2,2,2,2
29378199_1106490,1,2,2,2,2,2
29378199_1106595,0,0,0,0,0,0
29378199_2622177,0,0,0,0,0,0
29378199_2626365,0,0,0,0,0,0
29378199_2890132,0,0,0,0,0,0
29378199_3199617,0,0,0,0,0,0
29378199_3199711,0,0,0,0,0,0
29378199_3773779,0,0,0,0,0,0
29378199_4264910,0,0,0,0,0,0
29378199_4264990,1,2,2,2,2,2
29378199_4265010,0,0,0,0,0,0
29378199_4296297,1,2,2,2,2,2
29378199_4298062,1,2,2,2,2,2
29378199_4298115,1,2,2,2,2,2
29378199_4298560,1,2,2,2,2,2
29378199_4298623,0,0,0,0,0,0
29378199_4298649,1,2,2,2,2,2
29378199_522488,1,2,2,2,2,2
29378199_522508,1,2,2,2,2,2
29378199_522565,1,2,2,2,2,2
29378199_522632,1,1,1,2,2,2
29378199_6400404,0,0,0,0,0,0
29378199_6400494,0,0,0,0,0,0
29378199_6425604,0,0,0,0,0,0
29378199_6425653,0,0,0,0,0,0
29378199_6425711,0,0,0,0,0,0
29378199_6425957,0,0,0,0,0,0
29378200_139992,1,1,2,2,2,2
29378201_2389835,1,0,0,0,0,0
29378201_2845171,0,0,0,0,0,0
29378201_2845172,0,0,0,0,0,0
29378201_2845248,1,1,1,1,0,0
29378201_2845280,1,1,1,1,0,0
29378202_2484936,0,0,0,0,0,0
29378202_2484961,0,0,0,0,0,0
29378202_2484980,0,0,0,0,0,0
29378202_2485049,1,1,1,0,0,0
29378202_2485050,0,0,0,0,0,0
29378202_2859186,0,0,0,0,0,0
29378202_2859285,0,0,0,0,0,0
29378202_2859363,0,0,0,0,0,0
29378202_2859367,0,0,0,0,0,0
29378202_2859378,0,0,0,0,0,0
29378202_2859419,0,0,0,0,0,0
29378202_2859421,1,1,1,2,2,2
29378203_106203,2,2,2,2,2,2
29378203_106230,2,2,2,2,2,2
29378203_106253,1,2,2,2,2,2
29378203_91953,1,2,2,2,2,2
29378203_91964,1,2,2,2,2,2
29378203_91973,0,0,0,0,0,0
29378203_91987,2,2,2,2,2,2
29378203_92042,2,2,2,2,2,2
29378203_97927,2,2,2,2,2,2
29378203_97985,2,2,2,2,2,2
29378203_98036,2,2,2,2,2,2
29378203_98181,2,2,2,2,2,2
29378203_99381,0,0,0,0,0,0
29378203_99388,0,0,0,0,0,0
29378203_99390,0,0,0,0,0,0
29378203_99414,0,0,0,0,0,0
29378203_99504,2,2,2,2,2,2
29378203_99525,2,2,2,2,2,2
29378203_99548,2,2,2,2,2,2
29378205_1067106,0,0,0,0,0,0
29378205_1067231,0,0,0,0,0,0
29378205_981448,0,0,0,0,0,0
29378205_981451,0,0,0,0,0,0
29378205_981479,0,0,0,0,0,0
29378205_983220,0,0,0,0,0,0
29378205_983430,0,0,0,0,0,0
29378206_1063021,1,0,0,0,0,0
29378206_1064300,1,0,0,0,0,0
29378206_1076360,1,0,0,0,0,0
29378206_123238,1,2,2,2,2,2
29378206_123332,1,2,2,2,2,2
29378206_127166,1,2,2,2,2,2
29378206_127277,0,0,0,0,0,0
29378206_127329,1,2,2,2,2,2
29378206_127517,1,2,2,2,2,2
29378206_127568,1,2,2,2,2,2
29378206_148166,1,2,2,2,2,2
29378206_148627,1,2,2,2,2,2
29378206_148675,1,2,2,2,2,2
29378206_148770,1,0,0,0,0,0
29378206_148876,1,2,2,2,2,2
29378206_173269,1,2,2,2,2,2
29378206_658581,1,0,0,0,0,0
29378206_697387,1,0,0,0,0,0
29378206_697408,1,0,0,0,0,0
29378206_697456,1,0,0,0,0,0
29378206_701342,1,0,0,0,0,0
29378206_718084,1,0,0,0,0,0
29378206_832706,1,0,0,0,0,0
29378206_832780,1,0,0,0,0,0
29378207_1037320,0,0,0,0,0,0
29378207_1037365,0,0,0,0,0,0
29378207_1037376,0,0,0,0,0,0
29378207_1037389,0,0,0,0,0,0
29378207_1037439,0,0,0,0,0,0
29378207_1323679,1,1,1,0,0,0
29378207_1323692,1,1,1,0,0,0
29378207_1323719,1,1,1,0,0,0
29378207_1323751,1,1,1,0,0,0
29378207_1354742,0,0,0,0,0,0
29378207_1354744,1,1,1,0,0,0
29378207_1355362,1,1,1,0,0,0
29378207_1355422,1,1,1,0,0,0
29378207_1696996,0,0,0,0,0,0
29378207_1697551,0,0,0,0,0,0
29378207_1697554,1,1,1,0,0,0
29378207_1711303,0,0,0,0,0,0
29378207_43208,1,0,0,0,0,0
29378207_43273,1,1,1,0,0,0
29378207_43839,0,0,0,0,0,0
29378207_44052,0,0,0,0,0,0
29378207_44110,0,0,0,0,0,0
29378209_971167,0,0,0,0,0,0
29378209_971174,0,0,0,0,0,0
29378209_971179,0,0,0,0,0,0
29378209_971183,0,0,0,0,0,0
29378209_971189,0,0,0,0,0,0
29378209_971190,0,0,0,0,0,0
29378209_971195,0,0,0,0,0,0
29378209_971250,1,1,1,1,1,0
29378209_971343,1,0,0,0,0,0
29378209_971349,0,0,0,0,0,0
29378209_971357,1,1,0,0,0,0
29378209_971411,0,0,0,0,0,0
29378209_971419,0,0,0,0,0,0
29378209_971425,1,1,1,1,1,1
29378209_971434,0,0,0,0,0,0
29378210_1451363,0,0,0,0,0,0
29378210_1842340,2,2,2,2,2,2
29378210_1842345,0,0,0,0,0,0
29378210_1842445,0,0,0,0,0,0
29378210_1842570,0,0,0,0,0,0
29378210_370911,1,2,2,2,2,2
29378211_165886,0,0,0,0,0,0
29378212_2100537,2,2,2,2,2,2
29378212_2100568,2,2,2,2,2,2
29378212_2107045,2,2,2,2,2,2
29378212_2150175,2,2,2,2,2,2
29378212_2954649,2,2,2,2,2,2
29378212_2954663,2,2,2,2,2,2
29378212_2954713,0,0,0,0,0,0
29378212_2954759,2,2,2,2,2,2
29378212_2954769,2,2,2,2,2,2
29378212_2954788,2,2,2,2,2,2
29378212_3244314,1,0,0,0,0,0
29378212_3244324,1,0,0,0,0,0
29378212_3244332,1,0,0,0,0,0
29378212_3244336,0,0,0,0,0,0
29378212_3244337,1,0,0,0,0,0
29378212_3244339,1,0,0,0,0,0
29378212_3244347,0,0,0,0,0,0
29378212_3244354,1,0,0,0,0,0
29378212_3244379,1,0,0,0,0,0
29378212_3244381,1,0,0,0,0,0
29378212_3244389,1,0,0,0,0,0
29378212_3244399,1,0,0,0,0,0
29378212_3244408,1,2,2,2,2,2
29378212_3244412,1,1,1,1,1,1
29378212_3244419,1,0,0,0,0,0
29378212_3244420,1,0,0,0,0,0
29378212_3244432,1,1,1,1,1,1
29378212_3244435,1,0,0,0,0,0
29378212_3244436,1,0,0,0,0,0
29378212_3244446,1,1,1,1,1,0
29378212_3244447,1,1,1,1,1,1
29378212_3244462,1,1,1,1,1,1
29378212_3244463,1,1,1,1,1,1
29378212_3244465,1,1,1,1,1,1
29378212_3244471,1,1,1,1,1,1
29378212_3244502,1,1,1,1,1,1
29378212_3244503,0,0,0,0,0,0
29378212_3256287,2,2,2,2,2,2
29378212_3256392,2,2,2,2,2,2
29378212_3524940,2,2,2,2,2,2
29378212_3524941,0,0,0,0,0,0
29378212_3525005,2,2,2,2,2,2
29378212_3525036,2,2,2,2,2,2
29378212_3525092,2,2,2,2,2,2
29378212_3526148,1,1,1,1,1,0
29378212_3526165,1,2,2,2,2,2
29378212_3526169,1,1,1,1,1,1
29378212_3526187,1,1,1,1,1,1
29378212_3526189,1,1,1,1,1,1
29378212_3526216,1,1,1,1,1,1
29378212_3526217,1,0,0,0,0,0
29378212_3526244,2,2,2,2,2,2
29378212_3526245,1,1,1,1,1,1
29378212_3526263,1,1,1,1,1,1
29378212_3526307,2,2,2,2,2,2
29378212_3526314,1,1,1,1,1,1
29378212_3526371,0,0,0,0,0,0
29378212_3526385,2,2,2,2,2,2
29378212_3526395,1,1,1,1,1,1
29378212_3526403,1,1,1,1,1,1
29378212_3526405,1,1,1,1,1,1
29378212_3526422,1,1,1,1,1,1
29378212_3526454,1,1,1,1,1,1
29378212_3526467,1,1,1,1,1,1
29378212_3526474,1,1,1,1,1,1
29378212_3526489,1,1,1,1,1,1
29378212_3526493,1,1,1,1,1,1
29378212_3526520,1,0,0,0,0,0
29378212_3697377,0,0,0,0,0,0
29378212_3721579,2,2,2,2,2,2
29378212_3722864,2,2,2,2,2,2
29378212_3723402,2,2,2,2,2,2
29378212_3742929,2,2,2,2,2,2
29378212_3742994,2,2,2,2,2,2
29378212_3747742,2,2,2,2,2,2
29378212_3747751,2,2,2,2,2,2
29378212_4575019,0,0,0,0,0,0
29378212_4866334,0,0,0,0,0,0
29378212_4866351,0,0,0,0,0,0
29378212_4866776,0,0,0,0,0,0
29378212_4905025,0,0,0,0,0,0
29378212_5460050,1,0,0,0,0,0
29378212_5460068,1,2,2,2,2,2
29378212_5460108,0,0,0,0,0,0
29378212_5460117,0,0,0,0,0,0
29378212_5460123,2,2,2,2,2,2
29378212_5460129,0,0,0,0,0,0
29378212_5600805,1,2,2,2,2,2
29378212_5613091,1,0,0,0,0,0
29378212_5613142,1,0,0,0,0,0
29378212_5613157,1,2,2,2,2,2
29378212_5953235,0,0,0,0,0,0
29378212_5953240,1,0,0,0,0,0
29378212_6220125,0,0,0,0,0,0
29378212_6611861,1,0,0,0,0,0
29378212_6638075,1,0,0,0,0,0
29378212_6680164,0,0,0,0,0,0
29378212_6751404,1,0,0,0,0,0
29378212_6771647,1,0,0,0,0,0
29378212_7156705,1,0,0,0,0,0
29378212_7156792,1,0,0,0,0,0
29378212_8254783,1,2,2,2,2,2
29378212_8257221,1,0,0,0,0,0
29378212_8280316,0,0,0,0,0,0
29378212_8284293,1,0,0,0,0,0
29378212_8285489,1,0,0,0,0,0
29378213_107088,0,0,0,0,0,0
29378213_107184,2,2,2,2,2,2
29378213_186417,0,0,0,0,0,0
29378213_186428,0,0,0,0,0,0
29378213_186432,0,0,0,0,0,0
29378213_186445,0,0,0,0,0,0
29378213_186471,0,0,0,0,0,0
29378213_186474,0,0,0,0,0,0
29378213_186479,0,0,0,0,0,0
29378213_186480,1,1,1,1,1,1
29378213_186481,1,1,1,1,1,1
29378213_186483,0,0,0,0,0,0
29378213_186494,0,0,0,0,0,0
29378213_186495,1,1,1,1,1,1
29378213_186497,1,1,1,1,1,1
29378213_186499,0,0,0,0,0,0
29378213_186501,1,1,1,1,1,2
29378213_186502,0,0,0,0,0,0
29378213_186506,0,0,0,0,0,0
29378213_186509,0,0,0,0,0,0
29378213_186510,0,0,0,0,0,0
29378213_186529,0,0,0,0,0,0
29378213_186542,0,0,0,0,0,0
29378213_230086,2,2,2,2,2,2
29378213_437566,1,2,2,2,2,2
29378213_437583,1,2,2,2,2,2
29378213_437624,1,2,2,2,2,2
29378213_437625,1,2,2,2,2,2
29378213_445523,1,2,2,2,2,2
29378213_445634,1,2,2,2,2,2
29378213_445673,1,2,2,2,2,2
29378213_448209,1,NA,2,2,2,2
29378214_540101,1,2,2,2,2,2
29378215_1503692,1,1,1,1,1,1
29378215_1503710,1,1,1,1,1,1
29378215_1503740,1,1,1,1,1,1
29378215_1503742,0,0,0,0,0,0
29378215_1503782,1,1,1,1,1,0
29378215_1503809,1,1,1,1,1,0
29378215_1503821,0,0,0,0,0,0
29378215_1503830,1,1,1,1,1,0
29378215_1503833,1,1,1,1,1,0
29378215_1503838,1,1,1,1,1,0
29378215_1503860,1,1,1,1,1,0
29378215_1503869,1,1,1,1,1,0
29378215_1503873,1,1,1,1,1,0
29378215_1503878,1,1,1,1,1,0
29378215_1503883,1,1,0,0,0,0
29378215_2615681,0,0,0,0,0,0
29378215_2616623,0,0,0,0,0,0
29378215_3155382,1,2,2,2,2,2
29378215_3560800,1,2,2,2,2,2
29378215_3598793,1,2,2,2,2,2
29378215_3598799,1,2,2,2,2,2
29378215_3598845,0,0,0,0,0,0
29378215_3753266,0,0,0,0,0,0
29378215_3753405,1,2,2,2,2,2
29378215_3753435,1,2,2,2,2,2
29378215_3771557,1,1,1,1,1,1
29378215_3771573,1,1,1,1,1,1
29378215_3771595,1,1,1,1,1,1
29378215_3771600,1,1,1,1,1,1
29378215_3771612,1,1,1,1,1,0
29378215_3771622,1,1,1,1,1,1
29378215_3771669,1,1,1,1,1,1
29378215_4269319,0,0,0,0,0,0
29378215_4269320,0,0,0,0,0,0
29378215_4269829,1,2,2,2,2,2
29378215_546460,0,0,0,0,0,0
29378215_546472,0,0,0,0,0,0
29378215_546473,0,0,0,0,0,0
29378215_546486,0,0,0,0,0,0
29378215_546517,0,0,0,0,0,0
29378215_546541,0,0,0,0,0,0
29378215_546555,1,0,0,0,0,0
29378215_546558,1,0,0,0,0,0
29378215_546563,2,2,2,2,2,2
29378215_546565,1,0,0,0,0,0
29378215_546647,0,0,0,0,0,0
29378215_546685,0,0,0,0,0,0
29378215_546686,1,0,0,0,0,0
29378216_640435,2,2,2,2,2,2
29378216_640504,2,2,2,2,2,2
29378216_640553,0,0,0,0,0,0
29378216_640555,2,2,2,2,2,2
29378220_1268482,0,0,0,0,0,0
29378220_1268563,0,0,0,0,0,0
29378220_1289495,0,0,0,0,0,0
29378220_1289504,0,0,0,0,0,0
29378220_1293298,1,2,2,2,2,2
29378220_1293435,0,0,0,0,0,0
29378220_1293438,0,0,0,0,0,0
29378220_2894825,1,2,2,2,2,2
29378220_781866,0,0,0,0,0,0
29378220_781885,0,0,0,0,0,0
29378220_781915,0,0,0,0,0,0
29378220_781927,0,0,0,0,0,0
29378220_782010,0,0,0,0,0,0
29378220_782060,0,0,0,0,0,0
29378220_782076,0,0,0,0,0,0
29378220_782260,0,0,0,0,0,0
29378220_782268,0,0,0,0,0,0
29378220_782306,0,0,0,0,0,0
29378222_338734,1,0,0,0,0,0
29378222_339234,1,0,0,0,0,0
29378222_707138,1,0,0,0,0,0
29378222_707146,1,0,0,0,0,0
29378222_707152,0,0,0,0,0,0
29378222_707160,1,0,0,0,0,0
29378222_707165,1,0,0,0,0,0
29378222_707172,1,0,0,0,0,0
29378222_707196,1,0,0,0,0,0
29378222_707211,1,0,0,0,0,0
29378222_707224,1,0,0,0,0,0
29378222_707232,1,0,0,0,0,0
29378222_707244,1,2,2,2,2,2
29378222_709305,0,0,0,0,0,0
29378222_709311,0,0,0,0,0,0
29378222_709414,0,0,0,0,0,0
29378224_3676746,1,1,2,2,2,2
29378224_3676808,1,2,2,2,2,2
29378224_3676842,1,2,2,2,2,2
29378224_3676881,1,2,2,2,2,2
29378226_1359378,1,0,0,0,0,0
29378226_1359449,1,0,0,0,0,0
29378226_1391901,2,2,2,2,2,2
29378226_1403044,1,0,0,0,0,0
29378226_1479211,1,0,0,0,0,0
29378226_1479216,2,2,2,2,2,2
29378226_1479297,1,0,0,0,0,0
29378226_1479304,2,2,2,2,2,2
29378226_4400185,0,0,0,0,0,0
29378226_4400251,0,0,0,0,0,0
29378226_4494638,0,0,0,0,0,0
29378226_4497324,0,0,0,0,0,0
29378226_4497358,0,0,0,0,0,0
29378226_4501826,0,0,0,0,0,0
29378226_4683893,1,2,2,2,2,2
29378226_4961228,1,2,2,2,2,2
29378226_5009185,1,2,2,2,2,2
29378226_5012985,1,2,2,2,2,2
29378226_5014785,1,2,2,2,2,2
29378226_5014801,0,0,0,0,0,0
29378226_5014834,0,0,0,0,0,0
29378226_957616,0,0,0,0,0,0
29378226_958234,1,1,1,0,0,0
29378226_978916,2,2,2,2,2,2
29378227_229690,1,0,0,0,0,0
29378227_229748,1,0,0,0,0,0
29378227_3215169,2,2,2,2,2,2
29378227_3313193,2,2,2,2,2,2
29378227_3313442,2,2,2,2,2,2
29378227_3357430,2,2,2,2,2,2
29378227_3357432,0,0,0,0,0,0
29378231_1594491,1,0,0,0,0,0
29378231_1594598,1,0,0,0,0,0
29378231_397555,0,0,0,0,0,0
29378231_397613,1,0,0,0,0,0
29378231_716713,1,0,0,0,0,0
29378231_716716,1,0,0,0,0,0
29378231_716718,1,0,0,0,0,0
29378231_716734,1,0,0,0,0,0
29378231_716816,1,0,0,0,0,0
29378231_716853,0,0,0,0,0,0
29378231_751421,1,0,0,0,0,0
29378231_751524,1,0,0,0,0,0
29378231_751598,1,0,0,0,0,0
29378231_751637,1,0,0,0,0,0
29378231_770835,1,0,0,0,0,0
29378231_770942,1,0,0,0,0,0
29378231_849143,0,0,0,0,0,0
29378231_849234,1,0,0,0,0,0
29378231_849291,1,0,0,0,0,0
29378231_851452,1,0,0,0,0,0
29378231_905562,1,2,2,2,2,2
29378232_38205,0,0,0,0,0,0
29378232_38207,0,0,0,0,0,0
29378232_38235,0,0,0,0,0,0
29378232_38256,0,0,0,0,0,0
29378234_311378,1,0,0,0,0,0
29378234_311379,0,0,0,0,0,0
29378234_313729,1,0,0,0,0,0
29378234_320426,0,0,0,0,0,0
29378234_320859,1,0,0,0,0,0
29378234_702383,0,0,0,0,0,0
29378234_702384,0,0,0,0,0,0
29378234_702496,0,0,0,0,0,0
29378234_702512,0,0,0,0,0,0
29378234_703527,0,0,0,0,0,0
29378234_871489,0,0,0,0,0,0
29378234_871500,0,0,0,0,0,0
29378234_871501,1,0,0,0,0,0
29378234_871508,0,0,0,0,0,0
29378234_871510,0,0,0,0,0,0
29378234_871513,0,0,0,0,0,0
29378234_871521,1,1,1,1,1,1
29378234_871523,1,1,1,0,0,0
29378234_871554,1,0,0,0,0,0
29378234_871560,0,0,0,0,0,0
29378234_871563,0,0,0,0,0,0
29378234_871567,0,0,0,0,0,0
29378234_871571,0,0,0,0,0,0
29378234_871591,0,0,0,0,0,0
29378234_871592,0,0,0,0,0,0
29378234_871605,0,0,0,0,0,0
29378234_871684,0,0,0,0,0,0
29378234_871697,0,0,0,0,0,0
29378234_928142,0,0,0,0,0,0
29378234_928173,0,0,0,0,0,0
29378234_928194,0,0,0,0,0,0
29378234_928248,0,0,0,0,0,0
29378234_928317,0,0,0,0,0,0
29378234_928335,0,0,0,0,0,0
29378234_928414,0,0,0,0,0,0
29378234_928444,0,0,0,0,0,0
29378235_1849926,0,0,0,0,0,0
29378235_1849928,0,0,0,0,0,0
29378235_1849984,0,0,0,0,0,0
29378235_1849985,0,0,0,0,0,0
29378235_544039,0,0,0,0,0,0
29378235_544041,0,0,0,0,0,0
29378235_544089,0,0,0,0,0,0
29378235_544094,0,0,0,0,0,0
29378235_544100,0,0,0,0,0,0
29378235_544101,0,0,0,0,0,0
29378235_544120,1,0,0,0,0,0
29378235_544121,1,0,0,0,0,0
29378235_544143,1,1,1,1,1,1
29378235_544144,1,1,1,1,1,1
29378235_544162,1,1,1,1,1,1
29378235_544188,1,1,1,1,1,1
29378235_544220,1,0,0,0,0,0
29378235_544223,1,0,0,0,0,0
29378235_544226,1,0,0,0,0,0
29378235_544244,1,0,0,0,0,0
29378235_544245,1,1,1,1,1,1
29378241_152036,1,1,1,1,2,2
29378241_154781,1,1,1,1,2,2
29378241_154785,0,0,0,0,0,0
29378241_154786,0,0,0,0,0,0
29378241_154794,1,1,1,1,2,2
29378241_180228,1,1,1,1,2,2
29378241_180637,1,1,1,1,2,2
29378241_180694,1,1,1,1,2,2
29378241_30176,0,0,0,0,0,0
29378241_30183,0,0,0,0,0,0
29378241_30201,0,0,0,0,0,0
29378241_30223,0,0,0,0,0,0
29378241_30226,0,0,0,0,0,0
29378241_30252,0,0,0,0,0,0
29378241_30272,0,0,0,0,0,0
29378241_30284,0,0,0,0,0,0
29378241_30300,0,0,0,0,0,0
29378241_30305,0,0,0,0,0,0
29378241_30339,0,0,0,0,0,0
29378241_30343,0,0,0,0,0,0
29378241_30357,0,0,0,0,0,0
29378241_30371,0,0,0,0,0,0
29378241_30377,0,0,0,0,0,0
29378241_30418,0,0,0,0,0,0
29378241_30452,0,0,0,0,0,0
29378241_30480,1,1,1,1,2,2
29378241_30511,0,0,0,0,0,0
29378241_30512,0,0,0,0,0,0
29378241_30531,0,0,0,0,0,0
29378241_30590,0,0,0,0,0,0
29378241_36569,1,1,1,NA,2,2
29378241_36770,1,1,1,1,2,2
29378241_806589,2,2,2,2,2,2
29378241_806681,2,2,2,2,2,2
29378241_807863,2,2,2,2,2,2
29378241_814923,2,2,2,2,2,2
29378241_815039,1,1,1,0,0,0
29378241_815049,1,1,1,0,0,0
29378241_820366,0,0,0,0,0,0
29378241_820415,2,2,2,2,2,2
29378242_1529811,0,0,0,0,0,0
29378242_1530087,0,0,0,0,0,0
29378242_1530124,0,0,0,0,0,0
29378242_1530260,1,2,2,2,2,2
29378242_1605575,0,0,0,0,0,0
29378242_1605596,0,0,0,0,0,0
29378242_1770640,0,0,0,0,0,0
29378242_1908546,0,0,0,0,0,0
29378242_1995142,0,0,0,0,0,0
29378242_2179607,0,0,0,0,0,0
29378243_439664,0,0,0,0,0,0
29378243_439708,0,0,0,0,0,0
29378243_439772,0,0,0,0,0,0
29378243_783065,1,2,2,2,2,2
29378244_504040,0,0,0,0,0,0
29378244_857084,0,0,0,0,0,0
29378244_857134,0,0,0,0,0,0
29378246_1397487,0,0,0,0,0,0
29378246_1672785,0,0,0,0,0,0
29378246_1678822,0,0,0,0,0,0
29378246_1678834,0,0,0,0,0,0
29378246_803381,2,2,2,2,2,2
29378246_804421,2,2,2,2,2,2
29378248_46555,0,0,0,0,0,0
29378249_1103521,0,0,0,0,0,0
29378249_1103537,0,0,0,0,0,0
29378249_1103577,0,0,0,0,0,0
29378249_606953,1,2,2,2,2,2
29378249_607010,0,0,0,0,0,0
29378249_612236,0,0,0,0,0,0
29378249_612309,0,0,0,0,0,0
29378249_612318,0,0,0,0,0,0
29378249_612319,0,0,0,0,0,0
29378249_612325,0,0,0,0,0,0
29378251_845049,0,0,0,0,0,0
