,6_4-F,646-S1,646-4-S2,646-45-S3,646-454-S4,646-454-S5
29344301_1869,0,0,0,0,0,0
29344301_1909,0,0,0,0,0,0
29344301_1914,0,0,0,0,0,0
29344301_1918,0,0,0,0,0,0
29344301_1933,0,0,0,0,0,0
29344301_1937,0,0,0,0,0,0
29344301_1938,0,0,0,0,0,0
29344301_1949,0,0,0,0,0,0
29344301_1965,0,0,0,0,0,0
29344301_1985,0,0,0,0,0,0
29344301_2055,0,0,0,0,0,0
29344301_2079,0,0,0,0,0,0
29344301_2081,0,0,0,0,0,0
29344301_2084,0,0,0,0,0,0
29344301_2086,0,0,0,0,0,0
29344301_2090,0,0,0,0,0,0
29344332_14597,1,2,2,2,2,2
29344332_21137,1,2,2,2,2,2
29344360_10604,0,0,0,0,0,0
29344390_17300,0,0,0,0,0,0
29344390_227168,0,0,0,0,0,0
29344390_227207,0,0,0,0,0,0
29344437_11519,0,0,0,0,0,0
29344437_11520,1,0,0,0,0,0
29344437_11645,1,2,2,2,2,2
29344437_16725,0,0,0,0,0,0
29344537_833,0,0,0,0,0,0
29344537_872,1,1,1,1,1,1
29344587_543,0,0,0,0,0,0
29344611_5845,0,0,0,0,0,0
29344628_416,0,0,0,0,0,0
29344628_426,1,1,1,1,1,1
29344647_5028,0,0,0,0,0,0
29344647_5035,0,0,0,0,0,0
29344647_5113,0,0,0,0,0,0
29344647_5129,0,0,0,0,0,0
29344647_5309,1,1,1,0,0,0
29344647_5310,1,1,1,0,0,0
29344647_5316,0,0,0,0,0,0
29344736_43111,0,0,0,0,0,0
29344736_43126,0,0,0,0,0,0
29344736_43127,0,0,0,0,0,0
29344736_43164,0,0,0,0,0,0
29344736_43165,0,0,0,0,0,0
29344736_43175,0,0,0,0,0,0
29344736_43176,0,0,0,0,0,0
29344736_43178,0,0,0,0,0,0
29344736_43185,0,0,0,0,0,0
29344736_43265,0,0,0,0,0,0
29344749_30994,0,0,0,0,0,0
29344785_25438,1,1,1,1,1,1
29344785_25479,0,0,0,0,0,0
29344802_53558,2,2,2,2,2,2
29344802_53566,0,0,0,0,0,0
29344802_53709,0,0,0,0,0,0
29344802_53710,0,0,0,0,0,0
29344802_53732,0,0,0,0,0,0
29344833_23992,0,0,0,0,0,0
29344875_39069,1,1,1,1,1,1
29344875_39075,1,1,1,1,1,1
29344875_39143,1,1,1,1,1,1
29344875_39167,1,0,0,0,0,0
29344875_39195,0,0,0,0,0,0
29344875_39219,1,1,1,1,1,1
29344875_39255,1,1,1,1,1,1
29344875_39261,0,0,0,0,0,0
29344875_39301,1,1,1,1,1,1
29344878_451,1,1,1,1,1,1
29344878_480,1,1,1,1,1,1
29344878_534,1,1,1,1,1,1
29344878_579,1,1,1,1,1,1
29344878_588,0,0,0,0,0,0
29344878_605,0,0,0,0,0,0
29344878_670,1,1,0,0,0,0
29344882_5158,1,1,1,1,1,1
29344882_5168,1,1,1,1,1,1
29344882_5206,1,1,1,1,1,1
29344882_5243,1,1,1,1,1,1
29344920_7359,1,2,2,2,2,2
29344990_120566,0,0,0,0,0,0
29344990_120567,1,1,1,1,1,0
29344990_120602,1,0,0,0,0,0
29344990_120620,0,0,0,0,0,0
29344990_120668,1,1,1,1,1,1
29344996_1344,0,0,0,0,0,0
29345034_6785,0,0,0,0,0,0
29345034_6790,0,0,0,0,0,0
29345034_6798,1,1,0,0,0,0
29345034_6802,0,0,0,0,0,0
29345034_6821,0,0,0,0,0,0
29345034_6837,0,0,0,0,0,0
29345034_6845,0,0,0,0,0,0
29345034_6860,1,1,1,1,1,1
29345034_6889,0,0,0,0,0,0
29345034_6892,1,1,1,1,1,1
29345034_6942,1,1,1,1,1,1
29345034_6950,1,1,1,1,1,1
29345128_16180,1,1,2,2,2,2
29345128_16194,1,1,2,2,2,2
29345128_16288,1,1,2,2,2,2
29345129_342802,2,2,2,2,2,2
29345129_342816,2,2,2,2,2,2
29345129_348535,2,2,2,2,2,2
29345129_348622,2,2,2,2,2,2
29345129_439445,2,2,2,2,2,2
29345129_440829,2,2,2,2,2,2
29345129_441186,2,2,2,2,2,2
29345140_552287,1,1,0,0,0,0
29345239_669236,0,0,0,0,0,0
29345239_713348,0,0,0,0,0,0
29345239_744333,0,0,0,0,0,0
29345502_124394,0,0,0,0,0,0
29345502_124401,0,0,0,0,0,0
29345502_124420,0,0,0,0,0,0
29345502_124444,0,0,0,0,0,0
29345763_330449,0,0,0,0,0,0
29345763_330512,0,0,0,0,0,0
29345763_330572,0,0,0,0,0,0
29345763_355901,0,0,0,0,0,0
29345763_355912,0,0,0,0,0,0
29345763_422505,0,0,0,0,0,0
29345763_422629,0,0,0,0,0,0
29345763_422693,0,0,0,0,0,0
29346135_312,0,0,0,0,0,0
29346135_341,0,0,0,0,0,0
29346135_370,0,0,0,0,0,0
29346135_382,0,0,0,0,0,0
29346135_407,0,0,0,0,0,0
29346135_412,0,0,0,0,0,0
29346135_415,0,0,0,0,0,0
29346135_449,0,0,0,0,0,0
29346135_482,0,0,0,0,0,0
29346135_483,0,0,0,0,0,0
29346135_512,0,0,0,0,0,0
29346135_536,0,0,0,0,0,0
29346135_537,0,0,0,0,0,0
29346187_9047,0,0,0,0,0,0
29346187_9115,0,0,0,0,0,0
29346187_9218,0,0,0,0,0,0
29346197_70081,0,0,0,0,0,0
29346197_70170,0,0,0,0,0,0
29346209_125823,0,0,0,0,0,0
29346209_125901,0,0,0,0,0,0
29346209_126013,1,1,1,1,1,1
29346209_126016,1,1,1,1,1,1
29346209_126116,0,0,0,0,0,0
29346209_126139,0,0,0,0,0,0
29346254_72455,0,0,0,0,0,0
29346254_72502,1,1,1,1,1,1
29346254_72503,1,1,1,1,1,1
29346254_72515,1,1,1,1,1,1
29346254_72520,1,1,1,1,1,1
29346254_72549,1,1,1,1,1,1
29346254_72570,1,1,1,1,1,1
29346254_72574,1,1,1,1,1,1
29346254_74354,1,1,1,1,1,1
29346254_74369,1,1,1,1,1,1
29346254_74419,1,0,0,0,0,0
29346254_74420,1,0,0,0,0,0
29346254_74438,1,0,0,0,0,0
29346254_75214,1,1,1,1,1,1
29346254_75286,1,1,1,1,1,1
29346254_78265,1,1,1,1,1,1
29346254_78302,0,0,0,0,0,0
29346254_78336,0,0,0,0,0,0
29346254_78340,0,0,0,0,0,0
29346254_78347,1,1,1,1,1,1
29346254_78366,1,1,1,1,1,1
29346254_78380,1,1,1,1,1,1
29346254_78385,0,0,0,0,0,0
29346254_78415,1,1,1,1,1,1
29346254_78430,0,0,0,0,0,0
29346254_78448,0,0,0,0,0,0
29346254_78450,0,0,0,0,0,0
29346254_78457,0,0,0,0,0,0
29346254_78458,0,0,0,0,0,0
29346254_78490,0,0,0,0,0,0
29346307_247338,0,0,0,0,0,0
29346310_258634,0,0,0,0,0,0
29346310_258681,0,0,0,0,0,0
29346310_258685,0,0,0,0,0,0
29346310_258740,0,0,0,0,0,0
29346338_238957,0,0,0,0,0,0
29346338_238991,0,0,0,0,0,0
29346338_238996,0,0,0,0,0,0
29346338_239052,0,0,0,0,0,0
29346338_239102,0,0,0,0,0,0
29346338_292470,0,0,0,0,0,0
29346338_292478,0,0,0,0,0,0
29346338_292526,0,0,0,0,0,0
29346338_292568,0,0,0,0,0,0
29346338_292595,0,0,0,0,0,0
29346338_292596,0,0,0,0,0,0
29346344_9812,1,2,2,2,2,2
29346344_9856,1,2,2,2,2,2
29346344_9895,1,2,2,2,2,2
293463983_649167,0,0,0,0,0,0
29346405_33822,0,0,0,0,0,0
29346405_33887,0,0,0,0,0,0
29346405_39646,0,0,0,0,0,0
29346405_39650,0,0,0,0,0,0
29346405_39654,0,0,0,0,0,0
29346405_39710,0,0,0,0,0,0
29346405_39714,0,0,0,0,0,0
29346481_35121,1,0,0,0,0,0
29346555_550,2,2,2,2,2,2
29346555_588,2,2,2,2,2,2
29346740_189284,1,2,2,2,2,2
29346740_189355,1,2,2,2,2,2
29346740_189363,1,2,2,2,2,2
29346740_189426,1,2,2,2,2,2
29346777_317112,1,1,1,2,2,2
29346798_694802,0,0,0,0,0,0
29346798_694831,0,0,0,0,0,0
29346865_17655,1,2,2,2,2,2
29346865_17660,1,2,2,2,2,2
29346865_17684,0,0,0,0,0,0
29346865_17698,1,2,2,2,2,2
29346865_17700,1,2,2,2,2,2
29346865_17798,0,0,0,0,0,0
29347062_4052,0,0,0,0,0,0
29347062_4142,0,0,0,0,0,0
29347062_4155,0,0,0,0,0,0
29347062_4202,0,0,0,0,0,0
29347062_4263,0,0,0,0,0,0
29347148_1339,0,0,0,0,0,0
29347148_99503,1,1,0,0,0,0
29347179_373989,0,0,0,0,0,0
29347179_374028,0,0,0,0,0,0
29347179_374035,0,0,0,0,0,0
29347179_374120,0,0,0,0,0,0
29347179_374144,0,0,0,0,0,0
29347179_374145,0,0,0,0,0,0
29347179_374158,0,0,0,0,0,0
29347179_374170,0,0,0,0,0,0
29347179_374210,0,0,0,0,0,0
29347179_374223,0,0,0,0,0,0
29347238_51064,0,0,0,0,0,0
29347238_51091,0,0,0,0,0,0
29347238_51120,0,0,0,0,0,0
29347238_51155,0,0,0,0,0,0
29347466_10067,0,0,0,0,0,0
29347466_10101,0,0,0,0,0,0
29347466_10104,0,0,0,0,0,0
29347466_10106,0,0,0,0,0,0
29347466_10117,0,0,0,0,0,0
29347466_10120,0,0,0,0,0,0
29347466_10121,0,0,0,0,0,0
29347466_10190,0,0,0,0,0,0
29347562_37767,1,2,2,2,2,2
29347562_37825,0,0,0,0,0,0
29347562_37833,0,0,0,0,0,0
29347562_37886,0,0,0,0,0,0
29347572_92125,0,0,0,0,0,0
29347572_92150,0,0,0,0,0,0
29347658_82930,1,1,1,1,0,0
29347763_162117,1,2,2,2,2,2
29347763_162163,1,2,2,2,2,2
29347763_162225,0,0,0,0,0,0
29347763_162242,0,0,0,0,0,0
29347763_345411,1,2,2,2,2,2
29347763_345634,1,2,2,2,2,2
29347763_362156,1,2,2,2,2,2
29347763_427550,1,1,1,0,0,0
29347763_427551,1,1,1,0,0,0
29347763_427622,1,1,1,0,0,0
29347763_427631,1,1,1,0,0,0
29347763_427639,0,0,0,0,0,0
29347763_427640,0,0,0,0,0,0
29347763_427647,0,0,0,0,0,0
29347763_427663,0,0,0,0,0,0
29347763_427685,0,0,0,0,0,0
29347763_427704,0,0,0,0,0,0
29347763_427712,0,0,0,0,0,0
29347763_427715,1,0,0,0,0,0
29347763_427731,1,2,2,2,2,2
29347763_427773,1,1,1,0,0,0
29347763_427786,1,1,1,0,0,0
29347763_485876,1,2,2,2,2,2
29347763_485895,0,0,0,0,0,0
29347763_486065,1,2,2,2,2,2
29347841_736974,0,0,0,0,0,0
29347853_13589,0,0,0,0,0,0
29347894_108331,0,0,0,0,0,0
29347894_108400,0,0,0,0,0,0
29347894_269350,0,0,0,0,0,0
29347979_37640,0,0,0,0,0,0
29347979_37646,0,0,0,0,0,0
29347979_37675,0,0,0,0,0,0
29347979_37676,0,0,0,0,0,0
29348210_119892,1,1,0,0,0,0
29348210_119907,0,0,0,0,0,0
29348210_120026,1,1,0,0,0,0
29348210_120978,1,1,0,0,0,0
29348210_62675,1,1,0,0,0,0
29348437_857732,0,0,0,0,0,0
29348441_20027,1,1,1,1,1,0
29348441_20066,2,2,2,2,2,2
29348441_20087,0,0,0,0,0,0
29348679_93904,1,0,0,0,0,0
29348679_94005,1,0,0,0,0,0
29348679_94011,1,0,0,0,0,0
29348679_94013,1,0,0,0,0,0
29348763_54910,1,2,2,2,2,2
29348763_55000,1,2,2,2,2,2
29348763_55030,1,2,2,2,2,2
29348763_55094,0,0,0,0,0,0
29348791_36350,0,0,0,0,0,0
29348791_36362,0,0,0,0,0,0
29348791_36386,0,0,0,0,0,0
29348791_36466,0,0,0,0,0,0
29348817_13402,0,0,0,0,0,0
29348817_13426,0,0,0,0,0,0
29348817_13457,0,0,0,0,0,0
29348817_13503,1,1,1,1,0,0
29348817_376581,1,1,1,1,2,2
29348817_635211,1,1,1,1,2,2
29348817_635295,0,0,0,0,0,0
29348817_635338,0,0,0,0,0,0
29348817_635451,0,0,0,0,0,0
29348817_635550,0,0,0,0,0,0
29348817_635569,0,0,0,0,0,0
29348817_89557,1,1,1,1,0,0
29349033_8604,0,0,0,0,0,0
29349033_8656,0,0,0,0,0,0
29349033_8683,0,0,0,0,0,0
29349033_8815,0,0,0,0,0,0
29349059_140174,1,2,2,2,2,2
29349059_140364,1,2,2,2,2,2
29349114_323503,0,0,0,0,0,0
29349147_196226,0,0,0,0,0,0
29349190_123634,1,1,0,0,0,0
29349190_3526,0,0,0,0,0,0
29349190_85716,0,0,0,0,0,0
29349190_85751,0,0,0,0,0,0
29349190_85753,0,0,0,0,0,0
29349190_85754,0,0,0,0,0,0
29349190_85756,1,1,1,1,1,1
29349190_85768,0,0,0,0,0,0
29349190_85794,0,0,0,0,0,0
29349190_85817,0,0,0,0,0,0
29349190_85849,1,1,1,1,1,1
29349190_85853,0,0,0,0,0,0
29349220_43955,0,0,0,0,0,0
29349267_119307,1,2,2,2,2,2
29349267_129524,1,2,2,2,2,2
29349267_129548,1,2,2,2,2,2
29349267_129601,1,2,2,2,2,2
29349267_129613,1,2,2,2,2,2
29349267_129858,1,2,2,2,2,2
29349267_69689,1,2,2,2,2,2
29349267_69736,1,2,2,2,2,2
29349267_69769,1,2,2,2,2,2
29349267_69779,1,2,2,2,2,2
29349267_70182,1,2,2,2,2,2
29349267_70203,1,2,2,2,2,2
29349404_22692,1,1,2,2,2,2
29349469_10581,0,0,0,0,0,0
29349469_10629,1,1,1,1,1,1
29349469_10645,0,0,0,0,0,0
29349469_10693,0,0,0,0,0,0
29349469_10697,0,0,0,0,0,0
29349469_10938,0,0,0,0,0,0
29349500_2483,0,0,0,0,0,0
29349500_2524,0,0,0,0,0,0
29349500_2538,0,0,0,0,0,0
29349500_2577,1,1,1,1,1,2
29349500_2592,1,1,1,1,1,1
29349500_2635,0,0,0,0,0,0
29349500_2690,0,0,0,0,0,0
29349500_2692,0,0,0,0,0,0
29349500_2695,0,0,0,0,0,0
29349500_2700,0,0,0,0,0,0
29349553_4044,0,0,0,0,0,0
29349553_4046,0,0,0,0,0,0
29349553_4077,0,0,0,0,0,0
29350076_112937,1,1,0,0,0,0
29350076_112991,0,0,0,0,0,0
29350076_112994,0,0,0,0,0,0
29350076_113119,0,0,0,0,0,0
29350076_113146,0,0,0,0,0,0
29350076_113182,1,1,0,0,0,0
29350076_113199,1,1,0,0,0,0
29350076_69409,0,0,0,0,0,0
29350076_69418,0,0,0,0,0,0
29350120_41235,2,2,2,2,2,2
29350120_41251,2,2,2,2,2,2
29350240_27364,1,2,2,2,2,2
29350240_27366,1,1,0,0,0,0
29350240_27466,1,2,2,2,2,2
29350240_27478,1,2,2,2,2,2
29350240_27479,1,2,2,2,2,2
29350240_27519,1,2,2,2,2,2
29350240_27530,1,2,2,2,2,2
29350240_27581,1,2,2,2,2,2
29350240_27583,1,2,2,2,2,2
29350240_27628,1,2,2,2,2,2
29350342_616262,1,1,1,2,2,2
29350342_616295,0,0,0,0,0,0
29350442_2430,0,0,0,0,0,0
29350442_2453,1,0,0,0,0,0
29350442_2497,0,0,0,0,0,0
29350442_2516,0,0,0,0,0,0
29350442_2518,0,0,0,0,0,0
29350442_2539,0,0,0,0,0,0
29350442_2563,0,0,0,0,0,0
29350442_2564,0,0,0,0,0,0
29350442_2585,0,0,0,0,0,0
29350442_2588,0,0,0,0,0,0
29350442_2670,0,0,0,0,0,0
29350442_2672,0,0,0,0,0,0
29350469_6842,0,0,0,0,0,0
29350469_6863,0,0,0,0,0,0
29350469_6867,0,0,0,0,0,0
293504861_12358,1,1,0,0,0,0
293504861_12429,1,1,0,0,0,0
29350508_1087734,0,0,0,0,0,0
29350508_1087737,0,0,0,0,0,0
29350508_1087743,0,0,0,0,0,0
29350508_1087744,0,0,0,0,0,0
29350508_1087772,0,0,0,0,0,0
29350508_1087782,0,0,0,0,0,0
29350508_1087797,0,0,0,0,0,0
29350508_1087867,0,0,0,0,0,0
29350508_1112457,0,0,0,0,0,0
29350508_1112483,2,2,2,2,2,2
29350508_230421,0,0,0,0,0,0
29350508_313271,2,2,2,2,2,2
29350508_313308,2,2,2,2,2,2
29350508_322790,2,2,2,2,2,2
29350508_322829,2,2,2,2,2,2
29350508_341184,2,2,2,2,2,2
29350508_341287,1,1,2,2,2,2
29350508_357387,2,2,2,2,2,2
29350508_357388,2,2,2,2,2,2
29350508_357445,2,2,2,2,2,2
29350508_357467,2,2,2,2,2,2
29350508_357475,2,2,2,2,2,2
29350508_557306,1,2,2,2,2,2
29350508_557311,0,0,0,0,0,0
29350596_133422,0,0,0,0,0,0
29350596_133558,0,0,0,0,0,0
29350611_90591,0,0,0,0,0,0
29350629_367194,0,0,0,0,0,0
29350629_394969,0,0,0,0,0,0
29350629_443668,0,0,0,0,0,0
29350629_443673,0,0,0,0,0,0
29350629_443682,0,0,0,0,0,0
29350629_443694,0,0,0,0,0,0
29350629_443733,1,0,0,0,0,0
29350629_443737,0,0,0,0,0,0
29350629_443738,0,0,0,0,0,0
29350629_443742,0,0,0,0,0,0
29350629_443751,1,0,0,0,0,0
29350804_444488,1,1,0,0,0,0
29350804_444902,0,0,0,0,0,0
29350989_173850,0,0,0,0,0,0
29351087_87836,0,0,0,0,0,0
29351087_87843,0,0,0,0,0,0
29351087_87847,0,0,0,0,0,0
29351176_14641,1,1,1,1,1,1
29351176_14652,1,0,0,0,0,0
29351176_14660,0,0,0,0,0,0
29351185_34098,0,0,0,0,0,0
29351197_19209,0,0,0,0,0,0
29351197_19228,0,0,0,0,0,0
29351197_19250,1,0,0,0,0,0
29351197_19253,1,0,0,0,0,0
29351197_19255,1,0,0,0,0,0
29351197_19268,0,0,0,0,0,0
29351197_19295,1,0,0,0,0,0
29351197_19379,0,0,0,0,0,0
29351250_1852,0,0,0,0,0,0
29351250_225287,0,0,0,0,0,0
29351250_225328,0,0,0,0,0,0
29351284_51619,0,0,0,0,0,0
29351284_51634,0,0,0,0,0,0
29351284_51651,0,0,0,0,0,0
29351284_51661,0,0,0,0,0,0
29351284_51663,0,0,0,0,0,0
29351284_51672,0,0,0,0,0,0
29351284_51673,0,0,0,0,0,0
29351284_51694,0,0,0,0,0,0
29351386_705,0,0,0,0,0,0
29351431_395181,0,0,0,0,0,0
29351512_117967,1,1,1,1,1,1
29351512_117973,1,1,1,1,1,1
29351512_117976,1,1,1,1,1,1
29351512_117979,1,1,1,1,1,1
29351512_117982,1,1,1,1,1,1
29351512_118003,1,1,1,1,1,1
29351512_118021,1,1,1,1,1,1
29351512_118024,1,1,1,1,1,1
29351512_118030,1,1,1,1,1,1
29351512_118042,0,0,0,0,0,0
29351512_118057,0,0,0,0,0,0
29351512_118069,0,0,0,0,0,0
29351512_118072,0,0,0,0,0,0
29351512_118078,0,0,0,0,0,0
29351512_118081,0,0,0,0,0,0
29351512_118093,0,0,0,0,0,0
29351512_118123,0,0,0,0,0,0
29351512_118133,0,0,0,0,0,0
29351512_118157,0,0,0,0,0,0
29351512_118159,0,0,0,0,0,0
29351512_118160,0,0,0,0,0,0
29351512_121758,1,1,1,2,2,2
29351512_121778,1,1,1,2,2,2
29351512_121791,1,1,1,2,2,2
29351512_353054,1,1,0,0,0,0
29351512_353098,1,1,0,0,0,0
29351823_9177,0,0,0,0,0,0
29351823_9213,0,0,0,0,0,0
29351823_9234,0,0,0,0,0,0
29351823_9235,0,0,0,0,0,0
29351823_9238,0,0,0,0,0,0
29351823_9249,0,0,0,0,0,0
29351823_9253,0,0,0,0,0,0
29351823_9259,1,1,1,1,1,1
29351823_9269,1,1,1,1,1,1
29351823_9284,0,0,0,0,0,0
29351823_9292,0,0,0,0,0,0
29351823_9318,0,0,0,0,0,0
29351962_116239,0,0,0,0,0,0
29351962_84545,0,0,0,0,0,0
29351962_84564,0,0,0,0,0,0
29352029_364639,2,2,2,2,2,2
29352072_454468,2,2,2,2,2,2
29352159_242862,0,0,0,0,0,0
29352159_494899,0,0,0,0,0,0
29352159_494918,0,0,0,0,0,0
29352159_494952,0,0,0,0,0,0
29352159_495057,0,0,0,0,0,0
29352345_628393,0,0,0,0,0,0
29352345_686912,0,0,0,0,0,0
29352345_709468,0,0,0,0,0,0
29352345_75973,0,0,0,0,0,0
29352513_118119,2,2,2,2,2,2
29352513_118202,2,2,2,2,2,2
29352514_140085,0,0,0,0,0,0
29352514_235373,0,0,0,0,0,0
29352514_235389,0,0,0,0,0,0
29352514_235400,0,0,0,0,0,0
29352514_3898,0,0,0,0,0,0
29352561_54320,0,0,0,0,0,0
29352561_54323,0,0,0,0,0,0
29352561_54328,0,0,0,0,0,0
29352561_54345,0,0,0,0,0,0
29352561_54361,0,0,0,0,0,0
29353067_7500,0,0,0,0,0,0
29353067_7519,0,0,0,0,0,0
29353156_172508,0,0,0,0,0,0
29353308_36410,0,0,0,0,0,0
29353308_36451,0,0,0,0,0,0
29353435_7939,2,2,2,2,2,2
29353611_135621,1,0,0,0,0,0
29353611_135645,1,0,0,0,0,0
29353611_135654,1,1,1,1,1,1
29353611_135677,1,1,1,1,1,1
29353611_135685,1,1,1,1,1,1
29353611_135699,1,1,1,1,1,1
29353611_135701,1,1,1,1,1,1
29353611_135715,1,1,1,1,1,1
29353611_2663,1,1,1,1,0,0
29353612_1001474,0,0,0,0,0,0
29353612_1001519,0,0,0,0,0,0
29353612_959984,2,2,2,2,2,2
29353851_1096806,1,1,2,2,2,2
29353851_1096866,0,0,0,0,0,0
29353851_1135535,0,0,0,0,0,0
29353851_1135568,0,0,0,0,0,0
29353851_1135605,0,0,0,0,0,0
29353851_1139753,0,0,0,0,0,0
29354202_74072,0,0,0,0,0,0
29354202_74103,0,0,0,0,0,0
29354202_74281,0,0,0,0,0,0
29354202_74327,0,0,0,0,0,0
29354452_155650,1,2,2,2,2,2
29354727_88355,0,0,0,0,0,0
29354727_88467,1,1,1,1,0,0
29354740_220504,1,0,0,0,0,0
29354740_220552,0,0,0,0,0,0
29354740_220565,1,0,0,0,0,0
29354740_220631,1,0,0,0,0,0
29354740_220642,0,0,0,0,0,0
29354810_23534,0,0,0,0,0,0
29355029_70062,1,1,0,0,0,0
29355029_70803,1,1,0,0,0,0
29355029_88916,1,1,0,0,0,0
29355061_50588,1,1,1,1,1,1
29355061_50634,1,0,0,0,0,0
29355061_50669,1,0,0,0,0,0
29355061_50675,1,1,1,1,1,1
29355061_50690,0,0,0,0,0,0
29355073_13304,0,0,0,0,0,0
29355073_13390,1,1,1,1,1,1
29355073_13396,0,0,0,0,0,0
29355073_13436,0,0,0,0,0,0
29355073_13499,0,0,0,0,0,0
29355073_13543,1,1,1,1,1,1
29355187_12964,1,0,0,0,0,0
29355187_13078,0,0,0,0,0,0
29355187_13093,0,0,0,0,0,0
29355187_13118,1,0,0,0,0,0
29355190_173809,2,2,2,2,2,2
29355190_607345,2,2,2,2,2,2
29355586_39188,0,0,0,0,0,0
29355586_39195,0,0,0,0,0,0
29355586_39197,0,0,0,0,0,0
29355586_39220,0,0,0,0,0,0
29355586_39372,0,0,0,0,0,0
29355586_39405,0,0,0,0,0,0
29355586_39448,0,0,0,0,0,0
29355586_39452,0,0,0,0,0,0
29355697_111234,0,0,0,0,0,0
29355697_259946,0,0,0,0,0,0
29355715_112602,1,2,2,2,2,2
29355715_21028,1,2,2,2,2,2
29355715_21061,1,2,2,2,2,2
29355715_31907,2,2,2,2,2,2
29355715_51020,1,2,2,2,2,2
29355715_51039,0,0,0,0,0,0
29355715_51069,1,2,2,2,2,2
29355715_51085,1,2,2,2,2,2
29355715_51106,1,2,2,2,2,2
29355715_51210,1,2,2,2,2,2
29355715_65683,1,2,2,2,2,2
29355715_65685,1,2,2,2,2,2
29355715_65690,1,2,2,2,2,2
29355715_65724,0,0,0,0,0,0
29355715_65725,1,2,2,2,2,2
29355715_65727,0,0,0,0,0,0
29355715_65729,0,0,0,0,0,0
29355715_65762,0,0,0,0,0,0
29355715_65778,1,2,2,2,2,2
29355715_65779,1,2,2,2,2,2
29355715_65790,1,2,2,2,2,2
29355857_277574,0,0,0,0,0,0
29355857_277594,2,2,2,2,2,2
29355857_277605,0,0,0,0,0,0
29355857_277607,0,0,0,0,0,0
29355857_277690,2,2,2,2,2,2
29355979_198656,0,0,0,0,0,0
29355999_37918,0,0,0,0,0,0
29355999_37970,1,2,2,2,2,2
29356580_142130,0,0,0,0,0,0
29356580_142153,0,0,0,0,0,0
29356580_142197,0,0,0,0,0,0
29356580_142223,0,0,0,0,0,0
29356580_176188,0,0,0,0,0,0
29356580_176223,0,0,0,0,0,0
29356580_176259,0,0,0,0,0,0
29356580_176283,0,0,0,0,0,0
29356580_176286,0,0,0,0,0,0
29356580_176289,0,0,0,0,0,0
29356580_176290,0,0,0,0,0,0
29356580_176291,0,0,0,0,0,0
29356580_176294,0,0,0,0,0,0
29356580_23354,0,0,0,0,0,0
29356690_16845,0,0,0,0,0,0
29356690_16899,0,0,0,0,0,0
29356690_16902,0,0,0,0,0,0
29356690_16906,0,0,0,0,0,0
29356690_16916,0,0,0,0,0,0
29356690_16926,0,0,0,0,0,0
29356690_16945,0,0,0,0,0,0
293568221_5807,1,1,2,2,2,2
293568221_5855,0,0,0,0,0,0
293568221_5867,0,0,0,0,0,0
293568221_5868,0,0,0,0,0,0
293568221_5877,0,0,0,0,0,0
293568221_5879,0,0,0,0,0,0
293568221_5887,0,0,0,0,0,0
29356979_103804,0,0,0,0,0,0
29356979_103808,0,0,0,0,0,0
29356979_103856,0,0,0,0,0,0
29357072_8359,0,0,0,0,0,0
29357119_249732,0,0,0,0,0,0
29357119_249813,2,2,2,2,2,2
29357168_329580,1,1,1,1,1,2
29357168_329598,1,1,2,2,2,2
29357168_525807,0,0,0,0,0,0
29357246_2485,0,0,0,0,0,0
29357246_2566,0,0,0,0,0,0
29357246_2572,0,0,0,0,0,0
29357246_2580,0,0,0,0,0,0
29357552_44220,0,0,0,0,0,0
29357552_44295,0,0,0,0,0,0
29357616_35327,2,2,2,2,2,2
29357616_35364,0,0,0,0,0,0
29357616_35371,0,0,0,0,0,0
29357616_35396,0,0,0,0,0,0
29357965_3131,1,2,2,2,2,2
29357965_3158,1,2,2,2,2,2
29357965_3301,0,0,0,0,0,0
29357965_3332,1,2,2,2,2,2
29357965_3340,1,2,2,2,2,2
29357965_3379,1,2,2,2,2,2
29358072_1218582,0,0,0,0,0,0
29358072_1252531,0,0,0,0,0,0
29358072_1252559,0,0,0,0,0,0
29358072_897224,0,0,0,0,0,0
29358072_897249,0,0,0,0,0,0
29358072_897292,0,0,0,0,0,0
29358072_921551,0,0,0,0,0,0
29358265_288233,0,0,0,0,0,0
29358448_15975,0,0,0,0,0,0
29358448_16012,2,2,2,2,2,2
29358448_16033,1,2,2,2,2,2
29358448_16067,0,0,0,0,0,0
29358448_16069,0,0,0,0,0,0
29358915_16791,0,0,0,0,0,0
29358915_16798,0,0,0,0,0,0
29358915_16799,0,0,0,0,0,0
29358915_16849,0,0,0,0,0,0
29358915_16850,0,0,0,0,0,0
29358915_16856,0,0,0,0,0,0
29358915_16857,0,0,0,0,0,0
29359020_490,0,0,0,0,0,0
29359020_492,0,0,0,0,0,0
29359020_499,0,0,0,0,0,0
29359020_516,0,0,0,0,0,0
29359020_517,0,0,0,0,0,0
29359020_519,0,0,0,0,0,0
29359020_557,0,0,0,0,0,0
29359065_39634,0,0,0,0,0,0
29359065_39640,0,0,0,0,0,0
29359065_39642,0,0,0,0,0,0
29359065_39644,0,0,0,0,0,0
29359065_39645,1,1,1,2,2,2
29359065_39680,0,0,0,0,0,0
29359065_39683,0,0,0,0,0,0
29359065_39685,1,1,1,2,2,2
29359065_39706,1,1,1,1,1,1
29359065_39735,0,0,0,0,0,0
