,13_4-F,1345-S1,1345-5-S2,1345-54-S3,1345-544-S4
29348441_20066,1,1,1,1,1
29348646_77945,0,0,0,0,0
29348679_93904,0,0,0,0,0
29348679_94005,0,0,0,0,0
29348679_94011,0,0,0,0,0
29348679_94013,0,0,0,0,0
29348763_54910,0,0,0,0,0
29348763_54923,0,0,0,0,0
29348763_55000,0,0,0,0,0
29348763_55030,0,0,0,0,0
29348763_55094,0,0,0,0,0
29348763_55106,0,0,0,0,0
29348763_55139,0,0,0,0,0
29348763_55142,0,0,0,0,0
29348763_55164,0,0,0,0,0
29348791_36350,0,0,0,0,0
29348791_36362,0,0,0,0,0
29348791_36386,0,0,0,0,0
29348791_36458,2,2,2,2,2
29348791_36466,0,0,0,0,0
29348817_13402,0,0,0,0,0
29348817_13426,0,0,0,0,0
29348817_13457,0,0,0,0,0
29348817_13503,0,0,0,0,0
29348817_376581,1,0,0,0,0
29348817_635211,0,0,0,0,0
29348817_635295,0,0,0,0,0
29348817_635338,0,0,0,0,0
29348817_635451,0,0,0,0,0
29348817_635550,0,0,0,0,0
29348817_635569,0,0,0,0,0
29348817_89557,0,0,0,0,0
29349008_502063,0,0,0,0,0
29349008_504387,0,0,0,0,0
29349008_504588,0,0,0,0,0
29349008_505940,0,0,0,0,0
29349033_8604,0,0,0,0,0
29349033_8656,0,0,0,0,0
29349033_8683,0,0,0,0,0
29349033_8815,1,1,1,0,0
29349059_140174,1,1,0,0,0
29349059_140364,1,1,0,0,0
29349114_323503,0,0,0,0,0
29349147_196226,0,0,0,0,0
29349190_123634,0,0,0,0,0
29349190_123729,1,0,0,0,0
29349190_123762,1,0,0,0,0
29349190_123767,1,0,0,0,0
29349190_3506,1,0,0,0,0
29349190_3526,0,0,0,0,0
29349190_85675,1,0,0,0,0
29349190_85716,0,0,0,0,0
29349190_85751,0,0,0,0,0
29349190_85756,1,0,0,0,0
29349190_85768,0,0,0,0,0
29349190_85809,1,1,1,1,1
29349190_85817,1,1,1,0,0
29349190_85849,1,1,1,1,1
29349190_85853,0,0,0,0,0
29349220_287580,0,0,0,0,0
29349220_43955,1,0,0,0,0
29349267_119307,2,2,2,2,2
29349267_129524,2,2,2,2,2
29349267_129548,2,2,2,2,2
29349267_129601,2,2,2,2,2
29349267_129613,2,2,2,2,2
29349267_129858,2,2,2,2,2
29349267_69689,2,2,2,2,2
29349267_69736,2,2,2,2,2
29349267_69769,2,2,2,2,2
29349267_69779,2,2,2,2,2
29349267_70182,2,2,2,2,2
29349267_70203,2,2,2,2,2
29349404_20246,0,0,0,0,0
29349404_22692,1,1,1,0,0
29349469_10581,0,0,0,0,0
29349469_10629,1,1,1,1,1
29349469_10645,0,0,0,0,0
29349469_10693,0,0,0,0,0
29349469_10697,0,0,0,0,0
29349469_10864,0,0,0,0,0
29349469_10938,0,0,0,0,0
29349500_2483,0,0,0,0,0
29349500_2524,0,0,0,0,0
29349500_2538,0,0,0,0,0
29349500_2577,0,0,0,0,0
29349500_2592,0,0,0,0,0
29349500_2635,0,0,0,0,0
29349500_2690,0,0,0,0,0
29349500_2692,0,0,0,0,0
29349500_2695,0,0,0,0,0
29349500_2700,0,0,0,0,0
29349553_4044,0,0,0,0,0
29349553_4046,0,0,0,0,0
29349553_4077,0,0,0,0,0
29350076_112937,0,0,0,0,0
29350076_112944,0,0,0,0,0
29350076_112974,0,0,0,0,0
29350076_112987,0,0,0,0,0
29350076_112991,0,0,0,0,0
29350076_112994,0,0,0,0,0
29350076_113010,0,0,0,0,0
29350076_113069,1,2,2,2,2
29350076_113119,0,0,0,0,0
29350076_113146,0,0,0,0,0
29350076_113165,0,0,0,0,0
29350076_113182,0,0,0,0,0
29350076_113186,0,0,0,0,0
29350076_113190,0,0,0,0,0
29350076_113195,1,2,2,2,2
29350076_113197,0,0,0,0,0
29350076_113199,0,0,0,0,0
29350076_69338,0,0,0,0,0
29350076_69344,0,0,0,0,0
29350076_69375,0,0,0,0,0
29350076_69379,0,0,0,0,0
29350076_69409,0,0,0,0,0
29350076_69418,1,2,2,2,2
29350120_41235,1,0,0,0,0
29350120_41251,1,0,0,0,0
29350240_27364,0,0,0,0,0
29350240_27366,0,0,0,0,0
29350240_27466,0,0,0,0,0
29350240_27478,0,0,0,0,0
29350240_27479,0,0,0,0,0
29350240_27519,0,0,0,0,0
29350240_27530,0,0,0,0,0
29350240_27581,0,0,0,0,0
29350240_27583,0,0,0,0,0
29350240_27628,0,0,0,0,0
29350254_156136,0,0,0,0,0
29350254_156149,0,0,0,0,0
29350342_616262,0,0,0,0,0
29350342_616295,0,0,0,0,0
29350442_2518,0,0,0,0,0
29350442_2539,1,1,1,1,1
29350442_2563,0,0,0,0,0
29350442_2588,1,1,1,1,1
29350442_2670,0,0,0,0,0
29350469_6842,1,1,1,0,0
29350469_6863,0,0,0,0,0
29350469_6866,1,1,1,0,0
29350469_6867,1,1,1,0,0
29350469_6928,0,0,0,0,0
293504861_12358,1,0,0,0,0
293504861_12429,1,0,0,0,0
293504861_12461,1,0,0,0,0
29350508_1027648,1,0,0,0,0
29350508_1027707,1,0,0,0,0
29350508_1087476,1,0,0,0,0
29350508_1087585,1,0,0,0,0
29350508_1087734,1,1,1,1,1
29350508_1087737,1,1,1,1,1
29350508_1087743,1,1,1,1,1
29350508_1087744,1,1,1,1,1
29350508_1087772,0,0,0,0,0
29350508_1087782,0,0,0,0,0
29350508_1087797,0,0,0,0,0
29350508_1087807,1,1,1,1,1
29350508_1087808,1,1,1,1,1
29350508_1087830,1,1,1,1,1
29350508_1087859,1,1,1,1,1
29350508_1087867,0,0,0,0,0
29350508_1087883,0,0,0,0,0
29350508_1110502,1,0,0,0,0
29350508_1110565,0,0,0,0,0
29350508_1112457,0,0,0,0,0
29350508_1112483,1,0,0,0,0
29350508_1180855,1,0,0,0,0
29350508_1180859,1,0,0,0,0
29350508_1180981,1,0,0,0,0
29350508_230421,0,0,0,0,0
29350508_313271,0,0,0,0,0
29350508_313308,0,0,0,0,0
29350508_322790,0,0,0,0,0
29350508_322829,0,0,0,0,0
29350508_341184,0,0,0,0,0
29350508_341287,0,0,0,0,0
29350508_357387,0,0,0,0,0
29350508_357388,0,0,0,0,0
29350508_357445,0,0,0,0,0
29350508_357467,0,0,0,0,0
29350508_357475,0,0,0,0,0
29350508_557306,1,0,0,0,0
29350508_557311,1,0,0,0,0
29350508_628942,1,0,0,0,0
29350508_629016,1,0,0,0,0
29350508_657209,1,0,0,0,0
29350596_133422,0,0,0,0,0
29350596_133558,0,0,0,0,0
29350611_90591,0,0,0,0,0
29350623_99610,1,1,2,2,2
29350623_99635,1,1,2,2,2
29350623_99675,1,1,2,2,2
29350629_367049,2,2,2,2,2
29350629_367194,1,2,2,2,2
29350629_394624,2,2,2,2,2
29350629_394872,2,2,2,2,2
29350629_394925,2,2,2,2,2
29350629_394969,1,2,2,2,2
29350629_441805,1,0,0,0,0
29350629_443358,2,2,2,2,2
29350629_443566,1,1,1,0,0
29350629_443668,0,0,0,0,0
29350629_443673,0,0,0,0,0
29350629_443682,0,0,0,0,0
29350629_443694,0,0,0,0,0
29350629_443733,0,0,0,0,0
29350629_443737,0,0,0,0,0
29350629_443738,0,0,0,0,0
29350629_443742,0,0,0,0,0
29350629_443751,0,0,0,0,0
29350804_444488,2,2,2,2,2
29350804_444902,0,0,0,0,0
29350989_173850,1,1,0,0,0
29351087_87836,0,0,0,0,0
29351087_87843,0,0,0,0,0
29351087_87847,0,0,0,0,0
29351176_14514,0,0,0,0,0
29351176_14523,0,0,0,0,0
29351176_14551,0,0,0,0,0
29351176_14574,0,0,0,0,0
29351176_14575,0,0,0,0,0
29351176_14582,0,0,0,0,0
29351176_14605,0,0,0,0,0
29351176_14610,0,0,0,0,0
29351176_14611,0,0,0,0,0
29351176_14614,0,0,0,0,0
29351176_14618,0,0,0,0,0
29351176_14630,0,0,0,0,0
29351176_14641,0,0,0,0,0
29351176_14652,0,0,0,0,0
29351176_14660,0,0,0,0,0
29351185_34098,0,0,0,0,0
29351197_19209,1,0,0,0,0
29351197_19228,0,0,0,0,0
29351197_19250,1,1,1,1,1
29351197_19253,1,1,1,1,1
29351197_19255,1,1,1,1,1
29351197_19268,1,0,0,0,0
29351197_19295,1,1,1,1,1
29351197_19379,0,0,0,0,0
29351250_1852,2,2,2,2,2
29351250_225287,2,2,2,2,2
29351250_225328,2,2,2,2,2
29351284_51619,0,0,0,0,0
29351284_51634,0,0,0,0,0
29351284_51651,0,0,0,0,0
29351284_51661,0,0,0,0,0
29351284_51663,0,0,0,0,0
29351284_51672,0,0,0,0,0
29351284_51673,0,0,0,0,0
29351284_51694,0,0,0,0,0
29351386_705,0,0,0,0,0
29351431_395181,0,0,0,0,0
29351512_117967,1,1,1,1,1
29351512_117973,1,1,1,1,1
29351512_117976,1,1,1,1,1
29351512_117979,1,1,1,1,1
29351512_117982,1,1,1,1,1
29351512_118003,1,1,1,1,1
29351512_118021,1,1,1,1,1
29351512_118024,1,1,1,1,1
29351512_118030,0,0,0,0,0
29351512_118042,1,1,1,1,1
29351512_118057,1,1,1,1,1
29351512_118069,1,1,1,1,1
29351512_118072,1,1,1,1,1
29351512_118078,1,1,1,1,1
29351512_118081,1,1,1,1,1
29351512_118093,1,1,1,1,1
29351512_118123,1,1,1,1,1
29351512_118157,0,0,0,0,0
29351512_118159,0,0,0,0,0
29351512_118160,0,0,0,0,0
29351512_121758,0,0,0,0,0
29351512_121778,0,0,0,0,0
29351512_121791,0,0,0,0,0
29351512_353054,0,0,0,0,0
29351512_353098,0,0,0,0,0
29351615_410962,0,0,0,0,0
29351763_4322,1,1,1,1,1
29351823_9177,0,0,0,0,0
29351823_9213,0,0,0,0,0
29351823_9234,0,0,0,0,0
29351823_9235,0,0,0,0,0
29351823_9238,0,0,0,0,0
29351823_9249,0,0,0,0,0
29351823_9253,0,0,0,0,0
29351823_9259,1,1,1,1,1
29351823_9269,1,1,1,1,1
29351823_9284,0,0,0,0,0
29351823_9292,0,0,0,0,0
29351823_9318,0,0,0,0,0
29351962_116239,0,0,0,0,0
29351962_84545,0,0,0,0,0
29351962_84564,0,0,0,0,0
29352029_364639,0,0,0,0,0
29352072_454468,2,2,2,2,2
29352159_242862,0,0,0,0,0
29352159_494892,0,0,0,0,0
29352159_494899,0,0,0,0,0
29352159_494918,0,0,0,0,0
29352159_494920,0,0,0,0,0
29352159_494945,0,0,0,0,0
29352159_494952,0,0,0,0,0
29352159_494953,0,0,0,0,0
29352159_494999,0,0,0,0,0
29352159_495057,0,0,0,0,0
29352159_495070,0,0,0,0,0
29352159_495084,0,0,0,0,0
29352159_634791,1,1,2,2,2
29352345_628393,0,0,0,0,0
29352345_686912,0,0,0,0,0
29352345_709468,0,0,0,0,0
29352345_75973,0,0,0,0,0
29352513_118119,1,1,0,0,0
29352513_118202,1,1,0,0,0
29352514_140085,0,0,0,0,0
29352514_235373,0,0,0,0,0
29352514_235389,0,0,0,0,0
29352514_235400,0,0,0,0,0
29352514_3898,0,0,0,0,0
29352561_54320,0,0,0,0,0
29352561_54323,0,0,0,0,0
29352561_54328,0,0,0,0,0
29352561_54345,0,0,0,0,0
29352561_54361,0,0,0,0,0
29353067_7500,0,0,0,0,0
29353067_7519,0,0,0,0,0
29353156_172508,2,2,2,2,2
29353308_36410,0,0,0,0,0
29353308_36451,0,0,0,0,0
29353435_7939,1,1,1,2,2
29353611_135621,0,0,0,0,0
29353611_135645,0,0,0,0,0
29353611_135654,1,1,0,0,0
29353611_135677,1,1,0,0,0
29353611_135685,1,1,0,0,0
29353611_135699,1,1,0,0,0
29353611_135701,1,1,0,0,0
29353611_2623,1,1,0,0,0
29353611_2647,1,1,0,0,0
29353611_2663,0,0,0,0,0
29353611_2678,1,1,0,0,0
29353611_2683,1,1,0,0,0
29353611_2739,1,1,0,0,0
29353611_2740,1,1,0,0,0
29353611_2745,1,1,0,0,0
29353611_2760,1,1,0,0,0
29353611_2761,1,1,0,0,0
29353611_2766,1,1,0,0,0
29353612_1001474,1,0,0,0,0
29353612_1001519,0,0,0,0,0
29353612_959984,1,2,2,2,2
29353851_1096806,2,2,2,2,2
29353851_1096866,1,0,0,0,0
29353851_1135535,0,0,0,0,0
29353851_1135568,1,0,0,0,0
29353851_1135605,1,0,0,0,0
29353851_1139753,1,0,0,0,0
29353933_112435,2,2,2,2,2
29353933_112492,2,2,2,2,2
29354202_74072,0,0,0,0,0
29354202_74103,0,0,0,0,0
29354202_74281,0,0,0,0,0
29354202_74327,0,0,0,0,0
29354452_155650,1,2,2,2,2
29354727_88355,0,0,0,0,0
29354727_88467,1,1,1,2,2
29354740_220504,0,0,0,0,0
29354740_220552,1,1,1,0,0
29354740_220565,0,0,0,0,0
29354740_220631,0,0,0,0,0
29354740_220642,0,0,0,0,0
29354810_23493,0,0,0,0,0
29354810_23534,0,0,0,0,0
29354810_23551,0,0,0,0,0
29354810_23597,0,0,0,0,0
29354810_23600,0,0,0,0,0
29354810_23606,0,0,0,0,0
29355029_70062,2,2,2,2,2
29355029_70803,2,2,2,2,2
29355029_88916,2,2,2,2,2
29355061_50588,0,0,0,0,0
29355061_50634,0,0,0,0,0
29355061_50669,0,0,0,0,0
29355061_50675,0,0,0,0,0
29355061_50690,0,0,0,0,0
29355073_13304,0,0,0,0,0
29355073_13390,1,1,1,1,1
29355073_13396,0,0,0,0,0
29355073_13436,0,0,0,0,0
29355073_13499,0,0,0,0,0
29355073_13543,1,2,2,2,2
29355187_12964,1,2,2,2,2
29355187_12983,0,0,0,0,0
29355187_13010,0,0,0,0,0
29355187_13025,0,0,0,0,0
29355187_13052,0,0,0,0,0
29355187_13078,0,0,0,0,0
29355187_13082,0,0,0,0,0
29355187_13093,0,0,0,0,0
29355187_13118,1,2,2,2,2
29355187_13179,0,0,0,0,0
29355187_13207,0,0,0,0,0
29355187_13224,0,0,0,0,0
29355190_173809,0,0,0,0,0
29355190_607345,0,0,0,0,0
29355586_39188,0,0,0,0,0
29355586_39195,0,0,0,0,0
29355586_39197,0,0,0,0,0
29355586_39220,0,0,0,0,0
29355586_39372,0,0,0,0,0
29355586_39405,0,0,0,0,0
29355586_39448,0,0,0,0,0
29355586_39452,0,0,0,0,0
29355681_16536,1,2,2,2,2
29355681_16566,1,2,2,2,2
29355697_111234,0,0,0,0,0
29355697_259946,0,0,0,0,0
29355715_112602,0,0,0,0,0
29355715_21028,0,0,0,0,0
29355715_21061,0,0,0,0,0
29355715_31907,0,0,0,0,0
29355715_51020,0,0,0,0,0
29355715_51039,0,0,0,0,0
29355715_51069,0,0,0,0,0
29355715_51085,0,0,0,0,0
29355715_51106,0,0,0,0,0
29355715_51210,0,0,0,0,0
29355715_65683,0,0,0,0,0
29355715_65685,0,0,0,0,0
29355715_65690,0,0,0,0,0
29355715_65724,0,0,0,0,0
29355715_65725,0,0,0,0,0
29355715_65727,0,0,0,0,0
29355715_65729,0,0,0,0,0
29355715_65762,0,0,0,0,0
29355715_65778,0,0,0,0,0
29355715_65779,0,0,0,0,0
29355715_65790,0,0,0,0,0
29355726_122859,1,1,0,0,0
29355726_124587,1,1,0,0,0
29355726_140573,1,0,0,0,0
29355726_140638,1,0,0,0,0
29355726_48273,1,1,2,2,2
29355726_48643,1,1,2,2,2
29355726_51775,1,1,2,2,2
29355726_87345,1,0,0,0,0
29355726_87397,1,0,0,0,0
29355726_87437,1,0,0,0,0
29355857_277574,0,0,0,0,0
29355857_277594,2,2,2,2,2
29355857_277605,0,0,0,0,0
29355857_277607,0,0,0,0,0
29355857_277690,2,2,2,2,2
29355979_198656,0,0,0,0,0
29355999_37918,0,0,0,0,0
29355999_37970,2,2,2,2,2
29356580_142130,0,0,0,0,0
29356580_142153,1,2,2,2,2
29356580_142197,1,2,2,2,2
29356580_142223,1,2,2,2,2
29356580_176188,1,2,2,2,2
29356580_176223,1,2,2,2,2
29356580_176259,1,2,2,2,2
29356580_176283,0,0,0,0,0
29356580_176286,0,0,0,0,0
29356580_176289,0,0,0,0,0
29356580_176290,1,2,2,2,2
29356580_176291,0,0,0,0,0
29356580_176294,0,0,0,0,0
29356580_23354,0,0,0,0,0
29356690_16845,1,1,1,0,0
29356690_16899,1,1,1,2,2
29356690_16902,1,1,1,2,2
29356690_16906,1,1,1,2,2
29356690_16916,2,2,2,2,2
29356690_16926,1,1,1,2,2
29356690_16945,1,1,1,2,2
293568221_5807,0,0,0,0,0
293568221_5855,0,0,0,0,0
293568221_5877,1,1,1,0,0
293568221_5879,1,1,1,0,0
293568221_5887,1,1,1,1,1
29356979_103804,1,1,2,2,2
29356979_103808,1,1,2,2,2
29357072_8318,1,0,0,0,0
29357072_8324,1,0,0,0,0
29357072_8359,0,0,0,0,0
29357119_249732,0,0,0,0,0
29357119_249813,1,0,0,0,0
29357168_329545,2,2,2,2,2
29357168_329580,1,1,1,1,1
29357168_329635,2,2,2,2,2
29357168_329636,2,2,2,2,2
29357168_525807,2,2,2,2,2
29357246_2485,1,0,0,0,0
29357246_2566,0,0,0,0,0
29357246_2572,1,0,0,0,0
29357246_2580,1,0,0,0,0
29357552_44220,2,2,2,2,2
29357552_44295,2,2,2,2,2
29357616_35327,0,0,0,0,0
29357616_35364,0,0,0,0,0
29357616_35371,0,0,0,0,0
29357965_3131,1,0,0,0,0
29357965_3158,1,0,0,0,0
29357965_3301,0,0,0,0,0
29357965_3332,0,0,0,0,0
29357965_3340,0,0,0,0,0
29357965_3379,1,0,0,0,0
29358072_1218582,0,0,0,0,0
29358072_1252531,0,0,0,0,0
29358072_1252559,0,0,0,0,0
29358072_897224,0,0,0,0,0
29358072_897249,0,0,0,0,0
29358072_897292,0,0,0,0,0
29358072_921551,0,0,0,0,0
29358265_287796,1,1,2,2,2
29358265_288233,0,0,0,0,0
29358265_288327,1,1,2,2,2
29358265_695373,1,2,2,2,2
29358448_15975,1,1,1,1,1
29358448_16012,1,1,1,1,0
29358448_16033,0,0,0,0,0
29358448_16067,0,0,0,0,0
29358448_16069,1,1,1,1,0
29358915_16791,0,0,0,0,0
29358915_16798,0,0,0,0,0
29358915_16799,0,0,0,0,0
29358915_16849,1,0,0,0,0
29358915_16850,0,0,0,0,0
29358915_16856,0,0,0,0,0
29358915_16857,0,0,0,0,0
29359020_490,0,0,0,0,0
29359020_492,0,0,0,0,0
29359020_499,0,0,0,0,0
29359020_516,1,1,1,1,1
29359020_517,0,0,0,0,0
29359020_519,0,0,0,0,0
29359020_557,0,0,0,0,0
29359065_39634,0,0,0,0,0
29359065_39640,0,0,0,0,0
29359065_39642,0,0,0,0,0
29359065_39644,0,0,0,0,0
29359065_39645,0,0,0,0,0
29359065_39680,0,0,0,0,0
29359065_39683,0,0,0,0,0
29359065_39685,0,0,0,0,0
29359065_39706,0,0,0,0,0
29359065_39735,0,0,0,0,0
29359065_39737,0,0,0,0,0
29359065_39739,0,0,0,0,0
29359065_39741,0,0,0,0,0
29359065_39758,0,0,0,0,0
29359065_39759,0,0,0,0,0
29359065_39767,0,0,0,0,0
29359065_39805,0,0,0,0,0
29359065_39830,0,0,0,0,0
29359065_39846,0,0,0,0,0
29359065_39859,0,0,0,0,0
29359127_361855,0,0,0,0,0
29359127_361877,0,0,0,0,0
29359127_361926,0,0,0,0,0
29359127_361927,0,0,0,0,0
29359213_4398,1,2,2,2,2
29359213_4441,0,0,0,0,0
29359213_4447,1,2,2,2,2
29359213_4458,1,2,2,2,2
29359213_4595,0,0,0,0,0
29359213_4639,0,0,0,0,0
29359213_4684,1,2,2,2,2
29359213_4736,1,2,2,2,2
29359269_26160,0,0,0,0,0
29359382_245290,1,1,1,1,1
29359382_245334,1,2,2,2,2
29359391_64686,0,0,0,0,0
29359432_7790,1,0,0,0,0
29359432_7799,1,0,0,0,0
29359432_7800,1,0,0,0,0
29359432_7802,1,0,0,0,0
29359432_7827,0,0,0,0,0
29359432_7844,1,0,0,0,0
29359432_7906,1,0,0,0,0
29359432_7957,1,0,0,0,0
29359516_44601,0,0,0,0,0
29359516_96404,0,0,0,0,0
29359568_180761,1,2,2,2,2
29359568_180763,1,2,2,2,2
29359568_180770,0,0,0,0,0
29359568_180802,1,2,2,2,2
29359568_186514,1,2,2,2,2
29359568_186538,1,2,2,2,2
29359568_186542,1,2,2,2,2
29359568_186611,1,2,2,2,2
29359568_189422,NA,NA,NA,NA,NA
29359568_189482,1,2,2,2,2
29359568_189646,1,2,2,2,2
29359568_190660,1,2,2,2,2
29359568_190669,1,2,2,2,2
29359568_190711,1,2,2,2,2
29359568_190786,0,0,0,0,0
29359568_190813,1,2,2,2,2
29359568_190846,1,2,2,2,2
29359568_190945,1,2,2,2,2
29359568_191009,0,0,0,0,0
29359568_191020,1,1,2,2,2
29359568_191021,1,1,2,2,2
29359568_191022,1,1,2,2,2
29359568_191023,1,1,2,2,2
29359568_2253,0,0,0,0,0
29359587_414709,1,2,2,2,2
29359718_13129,0,0,0,0,0
29359718_13157,0,0,0,0,0
29359718_13203,0,0,0,0,0
29359718_13217,0,0,0,0,0
29359718_13255,0,0,0,0,0
29359718_13260,0,0,0,0,0
29359718_13278,0,0,0,0,0
29359718_13279,0,0,0,0,0
29359718_13286,0,0,0,0,0
29359718_13295,0,0,0,0,0
29359718_13364,0,0,0,0,0
29359718_13366,0,0,0,0,0
29359804_250642,0,0,0,0,0
29359804_344417,0,0,0,0,0
29359804_344456,1,1,2,2,2
29359804_467690,1,1,1,2,2
29359804_467741,1,1,2,2,2
29359804_467749,1,1,2,2,2
29359804_467765,1,1,2,2,2
29359804_467820,1,1,2,2,2
29359804_467857,1,1,2,2,2
29359804_467880,1,1,2,2,2
29359804_467882,1,1,2,2,2
29359804_467891,1,1,2,2,2
29360016_16479,1,0,0,0,0
29360016_16497,1,1,1,1,1
29360016_16507,1,1,1,1,1
29360016_16535,0,0,0,0,0
29360016_16540,0,0,0,0,0
29360016_16541,0,0,0,0,0
29360016_16644,0,0,0,0,0
29360016_16708,1,1,1,1,1
29360016_16718,1,1,1,1,1
29360033_14383,0,0,0,0,0
29360033_14387,0,0,0,0,0
29360033_14475,1,1,2,2,2
29360033_14493,0,0,0,0,0
29360033_14514,0,0,0,0,0
29360033_14516,0,0,0,0,0
29360033_14541,0,0,0,0,0
29360033_14544,0,0,0,0,0
29360033_14557,0,0,0,0,0
29360033_14567,1,1,1,1,1
29360033_14568,0,0,0,0,0
29360033_14580,0,0,0,0,0
29360033_14598,1,0,0,0,0
29360033_14618,0,0,0,0,0
29360033_14624,0,0,0,0,0
29360033_14628,1,1,0,0,0
29360033_14630,1,1,1,1,1
29360033_14634,1,1,1,1,1
29360033_14656,1,1,0,0,0
29360033_14658,1,1,1,1,1
29360033_14662,0,0,0,0,0
29360033_14665,0,0,0,0,0
29360033_14669,0,0,0,0,0
29360033_14670,1,1,1,1,1
29360033_14672,0,0,0,0,0
29360033_14675,0,0,0,0,0
29360033_14686,1,1,1,1,1
29360033_14693,0,0,0,0,0
29360033_14694,1,1,1,1,1
29360033_14695,0,0,0,0,0
29360033_14707,0,0,0,0,0
29360033_14708,0,0,0,0,0
29360033_14711,1,1,1,1,0
29360033_14718,1,1,0,0,0
29360225_355000,0,0,0,0,0
29360225_355086,0,0,0,0,0
29360225_75472,0,0,0,0,0
29360225_75515,0,0,0,0,0
29360225_75524,0,0,0,0,0
29360225_75525,0,0,0,0,0
29360225_75526,0,0,0,0,0
29360225_75537,0,0,0,0,0
29360225_75541,0,0,0,0,0
29360225_75565,0,0,0,0,0
29360225_75616,0,0,0,0,0
29360225_75619,0,0,0,0,0
29360225_75630,0,0,0,0,0
29360225_75641,0,0,0,0,0
29360291_513225,0,0,0,0,0
29360291_797964,0,0,0,0,0
29360291_798021,0,0,0,0,0
29360291_798059,1,0,0,0,0
29360291_798061,0,0,0,0,0
29360291_798081,1,1,1,1,1
29360291_798082,1,0,0,0,0
29360291_798109,1,0,0,0,0
29360291_798154,1,0,0,0,0
29360291_798158,1,0,0,0,0
29360291_798167,1,1,1,1,1
29360291_798172,1,0,0,0,0
29360311_83717,2,2,2,2,2
29360311_83720,2,2,2,2,2
29360311_83765,2,2,2,2,2
29360327_174381,2,2,2,2,2
29360327_174416,1,2,2,2,2
29360327_174493,2,2,2,2,2
29360327_174576,0,0,0,0,0
29360327_174578,0,0,0,0,0
29360359_143763,0,0,0,0,0
29360359_143780,0,0,0,0,0
29360359_143788,0,0,0,0,0
29360359_143798,0,0,0,0,0
29360359_143802,0,0,0,0,0
29360359_143828,0,0,0,0,0
29360359_143858,0,0,0,0,0
29360359_143888,0,0,0,0,0
29360359_143945,0,0,0,0,0
29360359_143946,0,0,0,0,0
29360359_143956,0,0,0,0,0
29360359_143979,0,0,0,0,0
29360359_143980,0,0,0,0,0
29360359_143997,0,0,0,0,0
29360359_144015,0,0,0,0,0
29360359_144018,2,2,2,2,2
29360359_144030,0,0,0,0,0
29360359_144062,2,2,2,2,2
29360359_144084,0,0,0,0,0
29360359_80852,0,0,0,0,0
29360359_80927,0,0,0,0,0
29360359_80933,0,0,0,0,0
29360359_80974,0,0,0,0,0
29360359_81008,0,0,0,0,0
29360359_81014,0,0,0,0,0
29360544_5944,0,0,0,0,0
29360544_5947,0,0,0,0,0
29360544_5959,0,0,0,0,0
29360585_3025,1,1,1,2,2
29360611_20171,0,0,0,0,0
29360633_233877,0,0,0,0,0
29360661_154568,0,0,0,0,0
29360661_163786,0,0,0,0,0
29360667_856,1,1,1,1,1
29360667_861,1,1,1,1,1
29360667_880,0,0,0,0,0
29360667_890,0,0,0,0,0
29360667_892,0,0,0,0,0
29360667_898,0,0,0,0,0
29360667_902,0,0,0,0,0
29360667_915,1,1,1,1,1
29360667_933,0,0,0,0,0
29360667_942,1,1,1,1,0
29360815_10002,0,0,0,0,0
29360815_10058,0,0,0,0,0
29360815_10061,0,0,0,0,0
29360815_10064,0,0,0,0,0
29360815_10095,0,0,0,0,0
29360815_10100,0,0,0,0,0
29360815_10155,0,0,0,0,0
29360815_10162,0,0,0,0,0
29360892_81066,0,0,0,0,0
29361372_16619,1,1,2,2,2
29361372_16711,0,0,0,0,0
29361372_17093,1,1,2,2,2
29361372_17144,1,1,2,2,2
29361372_486921,0,0,0,0,0
29361372_486987,0,0,0,0,0
29361372_496801,0,0,0,0,0
29361372_496816,0,0,0,0,0
29361372_496889,0,0,0,0,0
29361473_616019,0,0,0,0,0
29361529_92461,1,1,1,1,1
29361536_10315,0,0,0,0,0
29361536_10341,0,0,0,0,0
29361536_10358,0,0,0,0,0
29361803_60110,0,0,0,0,0
29361940_12666,0,0,0,0,0
29361940_12696,1,2,2,2,2
29361940_12770,0,0,0,0,0
29362083_28691,1,0,0,0,0
29362083_60596,1,0,0,0,0
29362083_60609,0,0,0,0,0
29362083_60616,1,0,0,0,0
29362083_60625,0,0,0,0,0
29362083_60636,0,0,0,0,0
29362083_60650,0,0,0,0,0
29362083_62019,0,0,0,0,0
29362083_62062,1,0,0,0,0
29362105_10366,2,2,2,2,2
29362248_12152,0,0,0,0,0
29362248_12178,0,0,0,0,0
29362248_12217,0,0,0,0,0
29362248_12338,0,0,0,0,0
29362248_12350,0,0,0,0,0
29362248_12354,0,0,0,0,0
29362248_12358,0,0,0,0,0
29362248_12363,0,0,0,0,0
29362368_55272,0,0,0,0,0
29362368_55385,0,0,0,0,0
29362368_55435,0,0,0,0,0
29362368_55769,0,0,0,0,0
29362368_55779,0,0,0,0,0
29362368_55806,0,0,0,0,0
29362368_55825,0,0,0,0,0
29362368_55878,0,0,0,0,0
29362368_55917,0,0,0,0,0
29362498_2651,1,1,1,2,2
29362498_2688,0,0,0,0,0
29362498_2741,1,1,1,2,2
29362621_88059,1,0,0,0,0
29362647_20089,2,2,2,2,2
29362647_20985,2,2,2,2,2
29362647_21036,0,0,0,0,0
29362647_21126,2,2,2,2,2
