,6_1-F,611-S1,611-1-S2,611-11-S3,611-111-S4
29377142_2129,0,0,0,0,0
29377142_2138,1,1,1,1,1
29377142_2143,0,0,0,0,0
29377142_2167,0,0,0,0,0
29377142_2174,1,0,0,0,0
29377142_2177,1,0,0,0,0
29377144_72259,0,0,0,0,0
29377144_72263,0,0,0,0,0
29377144_72283,0,0,0,0,0
29377144_72320,0,0,0,0,0
29377144_72333,1,1,1,0,0
29377144_72336,0,0,0,0,0
29377144_72342,0,0,0,0,0
29377144_72402,0,0,0,0,0
29377144_72446,0,0,0,0,0
29377145_1041449,0,0,0,0,0
29377145_616095,0,0,0,0,0
29377145_641334,0,0,0,0,0
29377145_641421,1,1,2,2,2
29377145_668752,0,0,0,0,0
29377145_668981,0,0,0,0,0
29377145_669003,0,0,0,0,0
29377146_1371254,0,0,0,0,0
29377146_1675401,0,0,0,0,0
29377146_611607,1,0,0,0,0
29377146_704169,1,0,0,0,0
29377146_704216,0,0,0,0,0
29377148_1143522,1,2,2,2,2
29377148_1143558,1,2,2,2,2
29377148_1143665,1,2,2,2,2
29377148_1143678,1,2,2,2,2
29377148_1143696,1,2,2,2,2
29377150_848560,1,1,0,0,0
29377151_2154878,1,1,2,2,2
29377151_3299356,1,0,0,0,0
29377152_1053199,1,1,1,2,2
29377152_1198687,1,1,1,2,2
29377152_1199060,1,1,1,2,2
29377152_229813,1,1,0,0,0
29377152_229832,1,1,0,0,0
29377152_229851,1,1,0,0,0
29377152_229856,1,1,0,0,0
29377152_229871,0,0,0,0,0
29377152_229905,0,0,0,0,0
29377152_229948,0,0,0,0,0
29377152_230036,0,0,0,0,0
29377152_230108,0,0,0,0,0
29377152_910208,1,1,1,2,2
29377152_910226,1,1,1,2,2
29377152_910282,1,1,1,2,2
29377152_912231,1,1,1,2,2
29377152_912265,1,1,1,2,2
29377154_21404,1,1,1,1,1
29377154_21411,1,1,1,1,1
29377154_21443,1,1,1,1,1
29377154_21469,1,1,1,1,1
29377154_461199,0,0,0,0,0
29377154_84256,0,0,0,0,0
29377154_84283,1,1,1,1,1
29377154_84296,0,0,0,0,0
29377155_610308,0,0,0,0,0
29377156_258313,0,0,0,0,0
29377157_758160,0,0,0,0,0
29377157_758275,0,0,0,0,0
29377159_623525,0,0,0,0,0
29377159_623685,0,0,0,0,0
29377159_623686,0,0,0,0,0
29377160_576081,1,1,1,2,2
29377160_576129,1,1,1,2,2
29377160_576151,1,1,1,2,2
29377160_576167,0,0,0,0,0
29377160_576187,1,1,1,2,2
29377160_576211,1,1,1,2,2
29377160_59524,0,0,0,0,0
29377160_59560,1,0,0,0,0
29377160_59561,0,0,0,0,0
29377163_326569,0,0,0,0,0
29377163_326598,0,0,0,0,0
29377163_326672,0,0,0,0,0
29377163_326673,0,0,0,0,0
29377163_326687,0,0,0,0,0
29377163_3343397,1,2,2,2,2
29377163_3523527,1,2,2,2,2
29377163_35335,1,0,0,0,0
29377165_2014386,0,0,0,0,0
29377165_2014422,0,0,0,0,0
29377165_2014449,0,0,0,0,0
29377165_2014450,0,0,0,0,0
29377165_2014456,0,0,0,0,0
29377165_2014474,0,0,0,0,0
29377165_2014482,0,0,0,0,0
29377165_2014494,0,0,0,0,0
29377165_2014521,0,0,0,0,0
29377165_2014529,0,0,0,0,0
29377165_2014532,0,0,0,0,0
29377168_291166,1,2,2,2,2
29377168_291221,1,2,2,2,2
29377168_291247,1,0,0,0,0
29377168_318204,1,0,0,0,0
29377168_318215,2,2,2,2,2
29377169_2477153,1,1,0,0,0
29377169_2477211,1,1,0,0,0
29377169_2477222,1,1,0,0,0
29377169_2477305,1,1,0,0,0
29377169_2478010,1,1,0,0,0
29377169_2478032,0,0,0,0,0
29377169_2478089,1,1,0,0,0
29377169_2479282,1,1,0,0,0
29377169_2479422,1,1,0,0,0
29377169_2479484,0,0,0,0,0
29377169_2479536,1,1,0,0,0
29377169_2479547,1,1,0,0,0
29377169_2479550,1,1,0,0,0
29377169_2612112,1,1,0,0,0
29377169_2612147,0,0,0,0,0
29377169_2612168,0,0,0,0,0
29377169_2612192,0,0,0,0,0
29377169_2612194,0,0,0,0,0
29377169_2941348,1,1,1,1,0
29377169_2941355,1,0,0,0,0
29377169_2941360,1,0,0,0,0
29377169_2941378,1,1,1,1,1
29377169_2941388,1,0,0,0,0
29377169_2941391,1,1,1,1,1
29377169_2941429,1,1,1,1,1
29377169_2941465,1,1,0,0,0
29377169_2941472,1,0,0,0,0
29377169_2941532,1,1,0,0,0
29377169_2941557,1,1,1,1,1
29377169_3718142,0,0,0,0,0
29377169_3718152,1,1,0,0,0
29377169_725505,1,1,2,2,2
29377169_748875,1,1,2,2,2
29377169_752822,0,0,0,0,0
29377169_752884,1,1,2,2,2
29377169_784029,0,0,0,0,0
29377169_784055,0,0,0,0,0
29377169_784071,1,1,2,2,2
29377170_10113001,1,2,2,2,2
29377170_10113012,1,2,2,2,2
29377170_10735664,1,2,2,2,2
29377170_10736143,1,2,2,2,2
29377170_10736238,1,2,2,2,2
29377170_10736243,1,2,2,2,2
29377170_10736354,0,0,0,0,0
29377170_11784591,1,2,2,2,2
29377170_11784638,0,0,0,0,0
29377170_11784939,1,2,2,2,2
29377170_11787948,0,0,0,0,0
29377170_11787953,0,0,0,0,0
29377170_11787979,1,2,2,2,2
29377170_11788006,1,2,2,2,2
29377170_11788049,1,2,2,2,2
29377170_11788073,0,0,0,0,0
29377170_11873262,0,0,0,0,0
29377170_11873346,0,0,0,0,0
29377170_11873483,2,2,2,2,2
29377170_3615596,0,0,0,0,0
29377170_3938453,1,0,0,0,0
29377170_3938487,1,0,0,0,0
29377170_5915891,2,2,2,2,2
29377170_5915975,2,2,2,2,2
29377170_5916014,1,1,1,1,1
29377170_5916020,2,2,2,2,2
29377170_5916027,1,1,1,1,1
29377170_5916034,1,1,1,1,1
29377170_5916035,1,1,1,1,1
29377170_5916053,1,1,1,1,1
29377170_5916079,1,1,1,1,1
29377170_5916112,1,1,1,1,1
29377170_5916117,1,1,1,1,1
29377170_5916146,1,1,1,1,0
29377170_5916159,1,0,0,0,0
29377170_5916160,1,1,1,1,0
29377170_5916162,1,1,1,1,0
29377170_6210319,2,2,2,2,2
29377170_6210321,2,2,2,2,2
29377170_6694657,0,0,0,0,0
29377170_6699730,2,2,2,2,2
29377170_6717132,2,2,2,2,2
29377170_6717520,2,2,2,2,2
29377170_6717602,2,2,2,2,2
29377170_6757555,2,2,2,2,2
29377170_6757668,2,2,2,2,2
29377170_6758163,2,2,2,2,2
29377170_6758266,0,0,0,0,0
29377170_6853625,0,0,0,0,0
29377170_6853690,2,2,2,2,2
29377170_6971250,1,0,0,0,0
29377170_6971253,0,0,0,0,0
29377170_7638403,0,0,0,0,0
29377170_7638465,0,0,0,0,0
29377170_7638613,0,0,0,0,0
29377170_7690501,0,0,0,0,0
29377170_7804888,0,0,0,0,0
29377170_8690805,0,0,0,0,0
29377170_8690878,0,0,0,0,0
29377170_8691350,0,0,0,0,0
29377170_8692212,0,0,0,0,0
29377170_9848760,1,2,2,2,2
29377170_9848827,1,2,2,2,2
29377170_9848985,1,2,2,2,2
29377170_9969011,1,2,2,2,2
29377170_9969030,1,2,2,2,2
29377170_9969060,1,2,2,2,2
29377170_9969129,0,0,0,0,0
29377171_1786958,1,1,1,2,2
29377171_3626453,0,0,0,0,0
29377171_3871062,0,0,0,0,0
29377171_3871152,0,0,0,0,0
29377171_3932082,0,0,0,0,0
29377171_4772851,0,0,0,0,0
29377171_4772875,0,0,0,0,0
29377171_4772904,1,1,0,0,0
29377171_4772919,1,1,0,0,0
29377171_4772920,1,1,0,0,0
29377171_4772924,0,0,0,0,0
29377171_4772930,1,1,0,0,0
29377171_4822855,0,0,0,0,0
29377171_4905799,0,0,0,0,0
29377171_4906043,0,0,0,0,0
29377171_5006835,0,0,0,0,0
29377171_5006855,0,0,0,0,0
29377171_5006917,0,0,0,0,0
29377171_5009891,0,0,0,0,0
29377172_1263340,0,0,0,0,0
29377172_1590698,0,0,0,0,0
29377172_1590794,0,0,0,0,0
29377172_1590869,0,0,0,0,0
29377172_1600060,0,0,0,0,0
29377172_1611561,0,0,0,0,0
29377172_1611597,0,0,0,0,0
29377172_1620137,0,0,0,0,0
29377172_1620147,0,0,0,0,0
29377172_1620210,0,0,0,0,0
29377172_2064914,1,1,1,1,1
29377172_2064976,1,1,1,1,1
29377172_2064993,1,1,1,1,1
29377172_2064994,1,1,1,1,1
29377172_2065020,1,1,1,1,1
29377172_2065023,1,1,1,1,1
29377172_2065025,1,1,1,1,1
29377172_2065043,0,0,0,0,0
29377172_2065052,1,1,1,1,1
29377172_2065061,1,1,1,1,1
29377172_2065083,1,1,1,1,1
29377172_2065107,0,0,0,0,0
29377172_2065135,1,1,1,1,1
29377172_2065154,1,1,1,1,1
29377172_2068093,0,0,0,0,0
29377172_2068160,0,0,0,0,0
29377172_572571,2,2,2,2,2
29377172_572611,2,2,2,2,2
29377172_572625,2,2,2,2,2
29377173_24941,0,0,0,0,0
29377173_24945,0,0,0,0,0
29377173_24949,0,0,0,0,0
29377173_24972,0,0,0,0,0
29377173_24974,0,0,0,0,0
29377173_24983,0,0,0,0,0
29377173_24992,0,0,0,0,0
29377173_24995,0,0,0,0,0
29377173_25014,0,0,0,0,0
29377173_25019,0,0,0,0,0
29377173_25024,0,0,0,0,0
29377174_191620,0,0,0,0,0
29377174_325431,1,1,1,1,1
29377174_325455,0,0,0,0,0
29377174_325464,0,0,0,0,0
29377174_325498,0,0,0,0,0
29377174_325505,1,0,0,0,0
29377174_325510,0,0,0,0,0
29377174_325529,0,0,0,0,0
29377174_325530,1,0,0,0,0
29377174_325531,0,0,0,0,0
29377174_325536,1,0,0,0,0
29377174_325553,0,0,0,0,0
29377174_325555,1,0,0,0,0
29377174_325556,1,0,0,0,0
29377174_325557,1,0,0,0,0
29377174_325568,1,0,0,0,0
29377174_325569,0,0,0,0,0
29377174_325578,0,0,0,0,0
29377174_325616,0,0,0,0,0
29377174_325623,0,0,0,0,0
29377174_325641,0,0,0,0,0
29377174_325643,0,0,0,0,0
29377175_1507474,1,1,2,2,2
29377175_1507539,1,1,2,2,2
29377175_1509561,1,1,2,2,2
29377175_2543061,1,1,2,2,2
29377175_2543584,1,1,2,2,2
29377175_2670269,0,0,0,0,0
29377175_2827345,1,2,2,2,2
29377177_208918,0,0,0,0,0
29377177_307406,0,0,0,0,0
29377177_311443,1,1,1,NA,NA
29377178_150105,0,0,0,0,0
29377178_150128,0,0,0,0,0
29377178_207434,0,0,0,0,0
29377178_207435,0,0,0,0,0
29377178_280499,0,0,0,0,0
29377178_280523,2,2,2,2,2
29377179_256111,0,0,0,0,0
29377179_256119,0,0,0,0,0
29377179_256157,0,0,0,0,0
29377179_256168,0,0,0,0,0
29377179_283383,0,0,0,0,0
29377179_305583,0,0,0,0,0
29377179_326533,1,0,0,0,0
29377179_513825,0,0,0,0,0
29377179_513871,0,0,0,0,0
29377179_518795,1,0,0,0,0
29377179_963790,0,0,0,0,0
29377179_963835,0,0,0,0,0
29377180_432816,0,0,0,0,0
29377180_433031,0,0,0,0,0
29377180_433032,0,0,0,0,0
29377180_433057,0,0,0,0,0
29377180_433060,0,0,0,0,0
29377180_433096,1,1,1,2,2
29377181_1109317,0,0,0,0,0
29377181_571397,0,0,0,0,0
29377181_571414,0,0,0,0,0
29377181_571444,0,0,0,0,0
29377181_571470,0,0,0,0,0
29377181_571558,0,0,0,0,0
29377181_571560,0,0,0,0,0
29377181_595538,0,0,0,0,0
29377181_595546,1,1,2,2,2
29377181_751897,0,0,0,0,0
29377181_751910,0,0,0,0,0
29377181_850752,0,0,0,0,0
29377181_850772,0,0,0,0,0
29377181_850811,0,0,0,0,0
29377181_948342,0,0,0,0,0
29377181_948385,0,0,0,0,0
29377183_80377,2,2,2,2,2
29377183_80527,2,2,2,2,2
29377183_80658,2,2,2,2,2
29377184_85046,0,0,0,0,0
29377184_85100,0,0,0,0,0
29377184_85121,0,0,0,0,0
29377184_85127,1,0,0,0,0
29377186_184725,1,1,0,0,0
29377186_184811,1,1,0,0,0
29377186_184823,1,0,0,0,0
29377186_184846,1,1,0,0,0
29377186_184900,1,1,0,0,0
29377187_2518031,0,0,0,0,0
29377187_2518041,0,0,0,0,0
29377187_2518081,0,0,0,0,0
29377187_2518108,0,0,0,0,0
29377187_2518113,0,0,0,0,0
29377187_3329480,0,0,0,0,0
29377187_3666254,0,0,0,0,0
29377187_3666259,0,0,0,0,0
29377187_3666302,0,0,0,0,0
29377187_804007,1,1,1,0,0
29377187_813815,0,0,0,0,0
29377188_112752,0,0,0,0,0
29377188_112860,0,0,0,0,0
29377188_240820,0,0,0,0,0
29377188_240829,0,0,0,0,0
29377188_240835,0,0,0,0,0
29377188_240957,1,1,1,1,1
29377188_240971,1,1,1,1,1
29377188_240982,1,1,1,1,1
29377188_240984,0,0,0,0,0
29377188_240992,1,1,1,1,1
29377188_240996,0,0,0,0,0
29377188_241002,0,0,0,0,0
29377188_241034,1,1,1,1,1
29377189_1010169,0,0,0,0,0
29377189_700976,0,0,0,0,0
29377189_700997,0,0,0,0,0
29377189_79912,0,0,0,0,0
29377189_81462,0,0,0,0,0
29377189_81474,0,0,0,0,0
29377189_81489,0,0,0,0,0
29377189_81517,0,0,0,0,0
29377189_82683,0,0,0,0,0
29377189_82684,0,0,0,0,0
29377189_82791,0,0,0,0,0
29377189_82842,1,1,1,0,0
29377189_82885,0,0,0,0,0
29377189_84454,0,0,0,0,0
29377189_84459,0,0,0,0,0
29377189_84477,0,0,0,0,0
29377189_84535,0,0,0,0,0
29377189_84558,0,0,0,0,0
29377189_84987,0,0,0,0,0
29377189_85032,0,0,0,0,0
29377189_85063,0,0,0,0,0
29377189_85075,0,0,0,0,0
29377189_85102,0,0,0,0,0
29377189_85110,0,0,0,0,0
29377189_85113,0,0,0,0,0
29377190_404754,0,0,0,0,0
29377190_487416,1,0,0,0,0
29377190_580150,0,0,0,0,0
29377192_1414511,2,2,2,2,2
29377192_1414643,2,2,2,2,2
29377192_1420745,2,2,2,2,2
29377192_1431686,2,2,2,2,2
29377192_1431726,2,2,2,2,2
29377192_2254378,2,2,2,2,2
29377192_2254391,0,0,0,0,0
29377192_2254451,2,2,2,2,2
29377192_2254878,2,2,2,2,2
29377192_2255743,0,0,0,0,0
29377192_2255784,2,2,2,2,2
29377192_472138,2,2,2,2,2
29377192_472141,2,2,2,2,2
29377192_893920,0,0,0,0,0
29377192_893965,2,2,2,2,2
29377192_893985,2,2,2,2,2
29377192_893987,2,2,2,2,2
29377192_894116,0,0,0,0,0
29377192_940526,2,2,2,2,2
29377193_1297223,1,1,1,1,1
29377193_1323886,0,0,0,0,0
29377193_1369875,1,1,1,1,1
29377193_1611182,0,0,0,0,0
29377193_1611235,1,1,1,1,1
29377193_1646779,1,1,1,1,1
29377193_1657664,1,1,1,1,1
29377193_1657666,1,1,1,1,1
29377193_1657776,1,1,1,1,1
29377193_1796179,1,1,1,1,1
29377193_1796185,0,0,0,0,0
29377193_1796194,1,1,1,1,1
29377193_1796200,1,1,1,1,1
29377193_1796262,1,1,1,1,1
29377193_1796275,1,1,1,1,1
29377193_1796293,1,1,1,1,1
29377193_256816,1,1,1,1,1
29377193_256842,0,0,0,0,0
29377193_256845,0,0,0,0,0
29377193_256853,0,0,0,0,0
29377193_256914,0,0,0,0,0
29377193_256916,0,0,0,0,0
29377193_256918,0,0,0,0,0
29377193_256928,0,0,0,0,0
29377193_256933,0,0,0,0,0
29377193_256955,0,0,0,0,0
29377193_960690,1,1,1,1,1
29377193_963651,1,1,1,1,1
29377193_963737,0,0,0,0,0
29377194_150689,0,0,0,0,0
29377194_150691,0,0,0,0,0
29377194_150692,0,0,0,0,0
29377194_150702,0,0,0,0,0
29377194_150713,0,0,0,0,0
29377194_150727,0,0,0,0,0
29377194_150734,0,0,0,0,0
29377194_150737,0,0,0,0,0
29377194_150793,0,0,0,0,0
29377194_150875,0,0,0,0,0
29377194_150903,0,0,0,0,0
29377194_150927,0,0,0,0,0
29377194_150930,0,0,0,0,0
29377194_150934,0,0,0,0,0
29377194_150940,0,0,0,0,0
29377194_150946,0,0,0,0,0
29377194_150949,0,0,0,0,0
29377194_150956,0,0,0,0,0
29377194_150961,0,0,0,0,0
29377194_150978,0,0,0,0,0
29377194_1937641,0,0,0,0,0
29377194_1937646,0,0,0,0,0
29377194_1937727,0,0,0,0,0
29377194_1937751,0,0,0,0,0
29377194_2508596,2,2,2,2,2
29377194_2824794,0,0,0,0,0
29377194_2938638,0,0,0,0,0
29377194_2938643,0,0,0,0,0
29377194_3217682,0,0,0,0,0
29377194_3217749,1,1,1,1,1
29377194_3217767,1,1,1,1,1
29377194_3217776,1,1,0,0,0
29377194_3217778,1,1,0,0,0
29377194_3217781,1,1,0,0,0
29377194_3576412,0,0,0,0,0
29377197_123006,1,2,2,2,2
29377197_191560,0,0,0,0,0
29377197_206132,1,1,1,2,2
29377198_2081916,0,0,0,0,0
29377198_2081962,0,0,0,0,0
29377198_2081977,0,0,0,0,0
29377198_2199394,0,0,0,0,0
29377198_2780454,2,2,2,2,2
29377198_2799546,1,0,0,0,0
29377199_1313758,0,0,0,0,0
29377199_1313828,2,2,2,2,2
29377199_1313895,0,0,0,0,0
29377199_138221,0,0,0,0,0
29377199_138316,2,2,2,2,2
29377199_138352,0,0,0,0,0
29377199_138368,0,0,0,0,0
29377199_138399,0,0,0,0,0
29377199_138402,0,0,0,0,0
29377199_138423,0,0,0,0,0
29377199_138432,0,0,0,0,0
29377199_138437,0,0,0,0,0
29377199_139533,2,2,2,2,2
29377199_140936,0,0,0,0,0
29377199_140947,0,0,0,0,0
29377199_140968,0,0,0,0,0
29377199_140982,0,0,0,0,0
29377199_140983,0,0,0,0,0
29377199_140993,0,0,0,0,0
29377199_140994,0,0,0,0,0
29377199_140995,0,0,0,0,0
29377199_141024,0,0,0,0,0
29377199_141075,0,0,0,0,0
29377199_141078,0,0,0,0,0
29377199_141095,0,0,0,0,0
29377199_141147,0,0,0,0,0
29377199_141152,0,0,0,0,0
29377199_141158,0,0,0,0,0
29377199_141161,0,0,0,0,0
29377199_141167,0,0,0,0,0
29377199_141179,0,0,0,0,0
29377199_141183,0,0,0,0,0
29377199_141188,0,0,0,0,0
29377199_141201,0,0,0,0,0
29377199_141340,0,0,0,0,0
29377199_2199394,0,0,0,0,0
29377199_2199521,1,2,2,2,2
29377199_2199537,0,0,0,0,0
29377199_303416,2,2,2,2,2
29377199_303437,2,2,2,2,2
29377199_303439,0,0,0,0,0
29377203_1540548,0,0,0,0,0
29377205_102611,0,0,0,0,0
29377205_102674,0,0,0,0,0
29377205_131375,0,0,0,0,0
29377205_131464,0,0,0,0,0
29377205_132070,0,0,0,0,0
29377205_132093,0,0,0,0,0
29377205_137499,0,0,0,0,0
29377205_137506,0,0,0,0,0
29377205_137558,0,0,0,0,0
29377205_137607,0,0,0,0,0
29377205_137706,0,0,0,0,0
29377205_137714,0,0,0,0,0
29377205_137725,0,0,0,0,0
29377205_225198,0,0,0,0,0
29377205_225272,1,0,0,0,0
29377205_252245,0,0,0,0,0
29377205_252763,0,0,0,0,0
29377205_252798,0,0,0,0,0
29377205_252907,0,0,0,0,0
29377205_30035,0,0,0,0,0
29377205_30036,0,0,0,0,0
29377205_30055,0,0,0,0,0
29377205_30100,0,0,0,0,0
29377205_30119,0,0,0,0,0
29377205_30160,0,0,0,0,0
29377205_30238,0,0,0,0,0
29377205_30267,0,0,0,0,0
29377205_487596,0,0,0,0,0
29377205_488358,0,0,0,0,0
29377205_488378,0,0,0,0,0
29377205_488864,0,0,0,0,0
29377205_557469,0,0,0,0,0
29377205_557581,0,0,0,0,0
29377205_557711,0,0,0,0,0
29377205_578616,0,0,0,0,0
29377205_578731,0,0,0,0,0
29377205_580306,0,0,0,0,0
29377205_580388,0,0,0,0,0
29377205_581228,0,0,0,0,0
29377205_596718,0,0,0,0,0
29377205_64775,0,0,0,0,0
29377205_64836,0,0,0,0,0
29377205_64999,1,1,1,1,1
29377205_65077,0,0,0,0,0
29377205_65092,0,0,0,0,0
29377205_65093,0,0,0,0,0
29377205_65142,0,0,0,0,0
29377205_65144,0,0,0,0,0
29377205_83832,0,0,0,0,0
29377207_1183695,0,0,0,0,0
29377207_14320,0,0,0,0,0
29377207_14605,0,0,0,0,0
29377207_14685,0,0,0,0,0
29377207_1648699,0,0,0,0,0
29377207_17451,0,0,0,0,0
29377207_17835,0,0,0,0,0
29377207_17852,1,0,0,0,0
29377207_1801632,0,0,0,0,0
29377207_1801843,0,0,0,0,0
29377207_1997960,0,0,0,0,0
29377207_1999823,1,2,2,2,2
29377207_1999880,1,2,2,2,2
29377207_2000913,1,2,2,2,2
29377207_2566032,1,2,2,2,2
29377207_2566046,1,2,2,2,2
29377207_2566125,0,0,0,0,0
29377207_2566165,1,2,2,2,2
29377207_2595971,1,2,2,2,2
29377207_2595981,0,0,0,0,0
29377207_335058,0,0,0,0,0
29377207_335079,0,0,0,0,0
29377207_336491,0,0,0,0,0
29377207_339096,0,0,0,0,0
29377207_339196,0,0,0,0,0
29377207_339199,0,0,0,0,0
29377207_339210,0,0,0,0,0
29377207_340906,0,0,0,0,0
29377207_340913,0,0,0,0,0
29377207_340937,0,0,0,0,0
29377207_340946,0,0,0,0,0
29377207_371782,0,0,0,0,0
29377207_374691,1,0,0,0,0
29377207_374817,0,0,0,0,0
29377207_473063,0,0,0,0,0
29377207_989998,0,0,0,0,0
29377207_989999,0,0,0,0,0
29377207_995256,0,0,0,0,0
29377209_1773743,1,1,2,2,2
29377210_930161,0,0,0,0,0
29377210_930195,0,0,0,0,0
29377211_766537,1,1,2,2,2
29377211_766548,0,0,0,0,0
29377211_766580,1,1,2,2,2
29377211_766603,1,1,2,2,2
29377213_541998,0,0,0,0,0
29377213_643053,0,0,0,0,0
29377213_643057,0,0,0,0,0
29377213_643060,0,0,0,0,0
29377213_643080,0,0,0,0,0
29377213_643090,0,0,0,0,0
29377213_643094,0,0,0,0,0
29377213_643106,0,0,0,0,0
29377213_643107,0,0,0,0,0
29377214_3576962,0,0,0,0,0
29377214_3576980,1,0,0,0,0
29377214_3576983,0,0,0,0,0
29377214_3576985,1,0,0,0,0
29377214_3577000,1,0,0,0,0
29377214_3577011,0,0,0,0,0
29377214_3577031,0,0,0,0,0
29377214_3577039,0,0,0,0,0
29377214_3577040,0,0,0,0,0
29377214_3577041,2,2,2,2,2
29377214_3577060,1,0,0,0,0
29377214_3577066,1,0,0,0,0
29377214_3577088,0,0,0,0,0
29377214_4526594,1,1,1,1,0
29377214_4526646,1,1,1,1,1
29377214_4526653,1,1,1,1,1
29377214_4526689,1,1,1,1,1
29377214_4526715,1,1,1,1,1
29377214_4526731,1,1,1,1,1
29377214_4527221,1,2,2,2,2
29377214_4527317,1,1,1,1,1
29377214_4527356,1,1,1,1,1
29377214_4527400,1,1,1,1,1
29377214_4557295,2,2,2,2,2
29377214_4557301,0,0,0,0,0
29377214_4832353,2,2,2,2,2
29377214_4944644,2,2,2,2,2
29377214_4954599,2,2,2,2,2
29377214_4954647,2,2,2,2,2
29377214_4955280,2,2,2,2,2
29377214_709623,2,2,2,2,2
29377216_1067901,1,0,0,0,0
29377216_1067935,1,0,0,0,0
29377216_1340340,0,0,0,0,0
29377216_894423,1,0,0,0,0
29377216_894473,1,0,0,0,0
29377216_955597,0,0,0,0,0
29377216_955664,0,0,0,0,0
29377219_189052,0,0,0,0,0
29377221_154963,2,2,2,2,2
29377224_193480,0,0,0,0,0
29377225_2810327,0,0,0,0,0
29377225_2855835,0,0,0,0,0
29377225_2855896,0,0,0,0,0
29377225_2855902,0,0,0,0,0
29377225_2855921,0,0,0,0,0
29377225_2855922,1,1,1,1,1
29377225_2855941,0,0,0,0,0
29377225_2855956,0,0,0,0,0
29377225_2855967,0,0,0,0,0
29377225_2855969,1,1,1,1,1
29377225_2857463,1,1,1,1,1
29377225_2857501,1,1,1,1,0
29377225_2857531,0,0,0,0,0
29377225_2857538,1,1,1,1,1
29377225_2857539,1,1,1,1,1
29377225_2857565,1,1,1,1,1
29377225_2857582,1,1,1,1,1
29377225_2857598,1,1,1,1,1
29377225_2857613,0,0,0,0,0
29377225_2857650,0,0,0,0,0
29377225_2857652,1,1,1,1,1
29377225_2857663,0,0,0,0,0
29377225_2857688,0,0,0,0,0
29377225_2918863,1,1,1,1,0
29377225_2918875,1,1,1,1,1
29377225_2918882,0,0,0,0,0
29377225_2918903,1,1,1,1,1
29377225_2918914,0,0,0,0,0
29377225_2918930,1,1,1,1,1
29377225_2918931,1,1,1,1,1
29377225_2918966,0,0,0,0,0
29377225_2918998,0,0,0,0,0
29377225_2919007,1,1,1,1,0
29377225_3243710,0,0,0,0,0
29377225_381749,1,1,1,1,2
29377225_381767,1,1,1,1,2
29377225_473064,1,1,1,1,2
29377225_473065,1,1,1,1,2
29377225_473110,1,1,1,1,2
29377225_473117,1,1,1,1,2
29377225_473154,1,1,1,1,2
29377225_473157,1,1,1,1,2
29377226_1277144,2,2,2,2,2
29377226_1409289,0,0,0,0,0
29377226_1409299,1,0,0,0,0
29377226_1409367,1,0,0,0,0
29377226_1410164,1,0,0,0,0
29377226_1410168,0,0,0,0,0
29377226_1410222,0,0,0,0,0
29377226_1411510,1,1,1,0,0
29377226_1411516,0,0,0,0,0
29377226_1411546,0,0,0,0,0
29377226_1411558,0,0,0,0,0
29377226_1411573,0,0,0,0,0
29377226_1413484,1,0,0,0,0
29377226_1413530,1,0,0,0,0
29377226_1413589,1,0,0,0,0
29377226_1414429,1,0,0,0,0
29377226_270905,0,0,0,0,0
29377226_393553,0,0,0,0,0
29377226_393561,0,0,0,0,0
29377226_393585,0,0,0,0,0
29377226_393629,0,0,0,0,0
29377226_393632,0,0,0,0,0
29377226_584850,0,0,0,0,0
29377226_584918,0,0,0,0,0
29377226_584938,0,0,0,0,0
29377226_588393,0,0,0,0,0
29377226_588679,1,2,2,2,2
29377226_602039,0,0,0,0,0
29377228_609156,1,1,1,0,0
29377230_776860,0,0,0,0,0
29377230_776897,0,0,0,0,0
29377230_777006,1,1,1,1,0
29377231_177399,0,0,0,0,0
29377231_503306,0,0,0,0,0
29377231_503312,0,0,0,0,0
29377232_4277824,0,0,0,0,0
29377232_4277882,0,0,0,0,0
29377232_4277895,0,0,0,0,0
29377232_4277910,0,0,0,0,0
29377235_549984,1,1,1,1,1
29377235_549988,0,0,0,0,0
29377235_550005,0,0,0,0,0
29377235_550025,1,1,1,1,1
29377235_550034,1,1,1,1,0
29377235_550051,0,0,0,0,0
29377235_550058,1,1,1,1,1
29377235_550086,1,1,1,1,1
29377235_550094,1,1,1,1,1
29377235_550106,0,0,0,0,0
29377235_550112,1,1,1,1,1
29377235_550114,1,0,0,0,0
29377235_550157,1,1,1,1,0
29377235_550165,1,0,0,0,0
29377235_550203,1,1,1,1,1
29377236_1090690,0,0,0,0,0
29377236_1091462,0,0,0,0,0
29377236_1091510,0,0,0,0,0
29377236_1116477,0,0,0,0,0
29377236_1137452,0,0,0,0,0
29377236_1137470,0,0,0,0,0
29377236_118324,1,2,2,2,2
29377236_118347,1,2,2,2,2
29377236_118357,1,2,2,2,2
29377236_118379,1,2,2,2,2
29377236_118380,2,2,2,2,2
29377236_118408,2,2,2,2,2
29377236_118420,1,2,2,2,2
29377236_118433,1,2,2,2,2
29377236_118435,1,2,2,2,2
29377236_118453,2,2,2,2,2
29377236_119105,2,2,2,2,2
29377236_119136,2,2,2,2,2
29377236_119201,0,0,0,0,0
29377236_119203,2,2,2,2,2
29377236_119208,2,2,2,2,2
29377236_119217,1,2,2,2,2
29377236_119221,2,2,2,2,2
29377236_119231,0,0,0,0,0
29377236_119232,0,0,0,0,0
