,6_1-F,611-S1,611-1-S2,611-11-S3,611-111-S4
29377978_1683701,0,0,0,0,0
29377978_364535,0,0,0,0,0
29377978_467227,0,0,0,0,0
29377978_467318,0,0,0,0,0
29377978_467372,0,0,0,0,0
29377981_1147993,0,0,0,0,0
29377981_1147995,0,0,0,0,0
29377981_1148053,0,0,0,0,0
29377981_1372971,1,0,0,0,0
29377981_1676477,1,2,2,2,2
29377981_1676516,0,0,0,0,0
29377981_1775690,1,2,2,2,2
29377981_208993,2,2,2,2,2
29377981_257686,2,2,2,2,2
29377981_257689,2,2,2,2,2
29377981_257729,2,2,2,2,2
29377981_257764,0,0,0,0,0
29377981_257824,2,2,2,2,2
29377981_48824,2,2,2,2,2
29377981_933306,0,0,0,0,0
29377981_987226,0,0,0,0,0
29377983_5133861,1,1,1,1,1
29377986_1147540,2,2,2,2,2
29377986_1147541,2,2,2,2,2
29377986_1147548,0,0,0,0,0
29377986_1556913,0,0,0,0,0
29377986_1556955,0,0,0,0,0
29377986_1557013,0,0,0,0,0
29377986_1557018,0,0,0,0,0
29377986_1557019,0,0,0,0,0
29377986_1557026,0,0,0,0,0
29377986_1557055,0,0,0,0,0
29377986_1557093,0,0,0,0,0
29377986_1557100,0,0,0,0,0
29377986_1557286,0,0,0,0,0
29377986_1557295,0,0,0,0,0
29377986_1568994,0,0,0,0,0
29377988_182204,0,0,0,0,0
29377990_2437601,0,0,0,0,0
29377990_640372,0,0,0,0,0
29377990_640423,0,0,0,0,0
29377990_640435,0,0,0,0,0
29377990_640457,0,0,0,0,0
29377990_640476,0,0,0,0,0
29377992_151817,0,0,0,0,0
29377992_611312,0,0,0,0,0
29377992_611726,0,0,0,0,0
29377992_646990,0,0,0,0,0
29377992_647002,0,0,0,0,0
29377992_647269,0,0,0,0,0
29377992_647532,0,0,0,0,0
29377992_651201,0,0,0,0,0
29377992_676085,0,0,0,0,0
29377992_676439,0,0,0,0,0
29377992_680500,0,0,0,0,0
29377992_680902,0,0,0,0,0
29377992_680969,0,0,0,0,0
29377994_304868,0,0,0,0,0
29377994_4109535,0,0,0,0,0
29377994_4109537,0,0,0,0,0
29377994_5018275,0,0,0,0,0
29377994_5019376,0,0,0,0,0
29377994_5277841,0,0,0,0,0
29377994_5277842,0,0,0,0,0
29377994_5277850,0,0,0,0,0
29377994_5277933,0,0,0,0,0
29377994_5277984,0,0,0,0,0
29377995_2368118,0,0,0,0,0
29377995_2368212,0,0,0,0,0
29377995_2817559,2,2,2,2,2
29377995_2817571,1,2,2,2,2
29377995_2902438,2,2,2,2,2
29377995_2902537,2,2,2,2,2
29377995_3923129,1,0,0,0,0
29377995_3923144,1,0,0,0,0
29377997_114633,0,0,0,0,0
29377997_114646,2,2,2,2,2
29377998_1642052,0,0,0,0,0
29377998_2622033,0,0,0,0,0
29377998_4173186,0,0,0,0,0
29378000_292427,0,0,0,0,0
29378001_1172020,0,0,0,0,0
29378001_1172210,0,0,0,0,0
29378002_25952,0,0,0,0,0
29378002_25982,0,0,0,0,0
29378002_25985,0,0,0,0,0
29378002_266353,1,0,0,0,0
29378002_268484,0,0,0,0,0
29378002_270465,1,0,0,0,0
29378002_270490,1,0,0,0,0
29378002_270550,1,0,0,0,0
29378002_270748,1,0,0,0,0
29378002_271293,1,0,0,0,0
29378002_58056,0,0,0,0,0
29378002_58123,0,0,0,0,0
29378002_82353,0,0,0,0,0
29378002_82432,0,0,0,0,0
29378005_193644,0,0,0,0,0
29378005_193711,0,0,0,0,0
29378005_193774,0,0,0,0,0
29378005_193809,0,0,0,0,0
29378005_194030,0,0,0,0,0
29378005_194078,0,0,0,0,0
29378005_45935,0,0,0,0,0
29378005_79941,0,0,0,0,0
29378005_80014,0,0,0,0,0
29378005_80046,1,0,0,0,0
29378006_3366185,1,1,2,2,2
29378006_3366194,1,1,2,2,2
29378006_3366298,1,1,2,2,2
29378006_3366320,1,1,2,2,2
29378006_4480707,1,1,2,2,2
29378006_5104255,1,1,2,2,2
29378006_5104543,1,1,2,2,2
29378006_5104591,1,1,2,2,2
29378006_5104627,1,1,2,2,2
29378006_5104634,1,1,2,2,2
29378006_5104769,1,1,2,2,2
29378006_5104826,0,0,0,0,0
29378006_853028,0,0,0,0,0
29378006_853037,0,0,0,0,0
29378006_853068,0,0,0,0,0
29378007_273156,0,0,0,0,0
29378007_273186,0,0,0,0,0
29378007_273217,1,1,1,1,2
29378007_273375,0,0,0,0,0
29378007_273376,0,0,0,0,0
29378007_273407,1,0,0,0,0
29378009_1231452,0,0,0,0,0
29378009_147660,1,1,0,0,0
29378009_1656687,0,0,0,0,0
29378009_668943,0,0,0,0,0
29378009_696646,0,0,0,0,0
29378009_696660,0,0,0,0,0
29378012_56705,0,0,0,0,0
29378012_56709,0,0,0,0,0
29378013_420919,0,0,0,0,0
29378015_2112706,1,1,1,2,2
29378015_2114192,1,1,1,2,2
29378015_2114319,1,1,1,2,2
29378015_2176697,1,1,1,2,2
29378015_2259849,1,1,1,2,2
29378015_2260097,1,1,1,2,2
29378015_2260191,1,1,1,2,2
29378015_2268387,1,1,1,2,2
29378015_2452605,1,1,1,2,2
29378015_2452669,1,1,1,2,2
29378015_2452763,1,1,1,2,2
29378015_3526975,0,0,0,0,0
29378015_3526987,1,1,1,2,2
29378015_3650507,1,1,1,0,0
29378015_3650964,1,1,1,0,0
29378015_3651059,1,1,1,0,0
29378015_4096550,0,0,0,0,0
29378015_4216712,1,1,1,0,0
29378015_4216745,1,1,1,0,0
29378015_5028339,0,0,0,0,0
29378015_5028407,0,0,0,0,0
29378015_5450456,1,1,1,2,2
29378015_5480242,1,1,1,2,2
29378015_5480347,1,1,1,2,2
29378015_5798567,1,1,1,2,2
29378015_5808618,1,1,1,2,2
29378019_924472,1,1,1,2,2
29378020_39051,2,2,2,2,2
29378020_39137,2,2,2,2,2
29378023_1778472,1,0,0,0,0
29378023_1778482,1,0,0,0,0
29378023_1778494,1,1,1,1,1
29378023_1778518,1,1,1,1,1
29378023_1778550,1,1,1,1,1
29378023_1778593,1,1,1,1,1
29378023_1778599,1,1,1,1,1
29378023_1778601,1,1,1,1,1
29378023_1778604,1,1,1,1,1
29378023_2392215,0,0,0,0,0
29378023_2392237,0,0,0,0,0
29378023_2418648,0,0,0,0,0
29378023_2449052,0,0,0,0,0
29378023_2449093,0,0,0,0,0
29378023_2449150,0,0,0,0,0
29378023_2467022,0,0,0,0,0
29378023_2467028,0,0,0,0,0
29378023_2467075,0,0,0,0,0
29378023_2483923,0,0,0,0,0
29378023_2483995,0,0,0,0,0
29378023_2484068,0,0,0,0,0
29378023_2505852,0,0,0,0,0
29378023_3859294,0,0,0,0,0
29378023_3859313,0,0,0,0,0
29378023_3892312,0,0,0,0,0
29378023_3892354,1,1,0,0,0
29378023_3892537,1,1,0,0,0
29378023_3892556,0,0,0,0,0
29378023_3939016,1,0,0,0,0
29378023_3939091,1,0,0,0,0
29378023_3991002,0,0,0,0,0
29378023_3991127,0,0,0,0,0
29378023_3991186,1,0,0,0,0
29378023_3992487,1,0,0,0,0
29378023_3994135,0,0,0,0,0
29378023_3994146,0,0,0,0,0
29378023_3994837,1,0,0,0,0
29378023_4534443,0,0,0,0,0
29378026_432745,1,2,2,2,2
29378026_432750,1,2,2,2,2
29378026_433220,1,2,2,2,2
29378028_1354349,0,0,0,0,0
29378028_1359119,0,0,0,0,0
29378028_1359242,0,0,0,0,0
29378028_1359357,0,0,0,0,0
29378028_1359538,0,0,0,0,0
29378028_1359679,0,0,0,0,0
29378028_201003,0,0,0,0,0
29378028_201013,0,0,0,0,0
29378028_201073,0,0,0,0,0
29378028_201126,0,0,0,0,0
29378028_2940299,1,1,1,1,0
29378028_2940305,1,1,1,1,0
29378028_2940314,0,0,0,0,0
29378028_2940370,1,1,1,1,0
29378028_2940383,1,1,1,1,0
29378028_2940419,1,1,1,1,0
29378028_2940424,1,1,1,1,0
29378028_2940521,1,1,1,1,0
29378028_3091525,0,0,0,0,0
29378028_3712101,0,0,0,0,0
29378028_3712118,0,0,0,0,0
29378028_3712159,0,0,0,0,0
29378028_3712170,0,0,0,0,0
29378028_3712201,0,0,0,0,0
29378028_894321,0,0,0,0,0
29378028_894404,0,0,0,0,0
29378028_894517,0,0,0,0,0
29378030_17485,0,0,0,0,0
29378030_17577,1,2,2,2,2
29378030_17585,0,0,0,0,0
29378030_17612,0,0,0,0,0
29378036_25692,1,2,2,2,2
29378036_27097,1,0,0,0,0
29378036_27146,1,0,0,0,0
29378036_412896,2,2,2,2,2
29378036_413141,2,2,2,2,2
29378036_413144,2,2,2,2,2
29378036_413161,0,0,0,0,0
29378036_413186,2,2,2,2,2
29378036_413248,2,2,2,2,2
29378039_1419514,2,2,2,2,2
29378039_1715949,0,0,0,0,0
29378039_672444,2,2,2,2,2
29378039_672463,1,1,1,1,1
29378039_672506,0,0,0,0,0
29378039_672521,1,1,1,1,1
29378039_672605,1,1,1,1,1
29378039_672688,1,1,1,1,1
29378039_746286,0,0,0,0,0
29378039_894064,2,2,2,2,2
29378039_894152,0,0,0,0,0
29378042_1599585,1,1,0,0,0
29378042_463362,1,1,2,2,2
29378043_1111664,1,2,2,2,2
29378043_1127420,1,0,0,0,0
29378043_1143281,1,0,0,0,0
29378043_1143383,1,0,0,0,0
29378043_1154690,1,0,0,0,0
29378043_1192602,0,0,0,0,0
29378043_1192678,1,2,2,2,2
29378043_1192704,1,0,0,0,0
29378043_1193028,1,0,0,0,0
29378043_200086,0,0,0,0,0
29378043_200090,1,0,0,0,0
29378043_200119,1,0,0,0,0
29378043_200146,0,0,0,0,0
29378043_200168,0,0,0,0,0
29378043_200202,1,2,2,2,2
29378043_200337,1,0,0,0,0
29378043_271965,0,0,0,0,0
29378043_272044,0,0,0,0,0
29378043_882737,2,2,2,2,2
29378043_882810,0,0,0,0,0
29378043_890167,0,0,0,0,0
29378043_953967,0,0,0,0,0
29378043_954025,0,0,0,0,0
29378043_954028,0,0,0,0,0
29378046_1987774,0,0,0,0,0
29378046_1987780,1,0,0,0,0
29378046_2004897,0,0,0,0,0
29378046_2012219,0,0,0,0,0
29378046_2681036,1,1,1,1,1
29378046_2681049,1,1,1,1,1
29378048_1025541,2,2,2,2,2
29378048_1199530,1,2,2,2,2
29378048_378535,0,0,0,0,0
29378048_378589,0,0,0,0,0
29378048_378605,0,0,0,0,0
29378048_378606,0,0,0,0,0
29378048_378638,0,0,0,0,0
29378048_378642,0,0,0,0,0
29378048_378663,0,0,0,0,0
29378048_378670,0,0,0,0,0
29378048_378722,0,0,0,0,0
29378048_378724,0,0,0,0,0
29378048_378731,0,0,0,0,0
29378048_378953,0,0,0,0,0
29378048_378961,0,0,0,0,0
29378048_379009,0,0,0,0,0
29378048_379062,0,0,0,0,0
29378048_379111,0,0,0,0,0
29378048_380897,0,0,0,0,0
29378048_380940,0,0,0,0,0
29378048_383000,2,2,2,2,2
29378048_4462914,1,0,0,0,0
29378048_4462915,1,0,0,0,0
29378051_245288,0,0,0,0,0
29378051_245340,1,1,0,0,0
29378051_245351,0,0,0,0,0
29378051_245443,0,0,0,0,0
29378052_1717497,0,0,0,0,0
29378052_1717556,0,0,0,0,0
29378052_1717596,1,1,1,1,1
29378052_1717601,0,0,0,0,0
29378052_1717604,0,0,0,0,0
29378052_1717606,1,1,1,1,1
29378052_2079356,0,0,0,0,0
29378052_2653873,1,1,1,1,1
29378052_2728122,1,1,1,1,1
29378052_2961335,1,1,1,1,1
29378052_3174163,1,1,1,1,1
29378052_3174232,1,1,1,1,0
29378052_3290147,1,1,1,1,1
29378052_3290320,1,1,1,1,1
29378052_3372588,1,1,1,1,1
29378052_3400621,1,1,1,1,1
29378052_3818459,1,1,1,1,1
29378052_3846122,1,1,1,1,1
29378054_1799062,1,1,0,0,0
29378054_1799130,1,1,0,0,0
29378054_1903595,1,1,0,0,0
29378057_1196551,1,1,0,0,0
29378057_1617023,0,0,0,0,0
29378057_1617074,1,1,0,0,0
29378057_2432704,0,0,0,0,0
29378057_2432811,1,1,0,0,0
29378057_2432899,1,1,0,0,0
29378057_251618,0,0,0,0,0
29378057_252394,0,0,0,0,0
29378057_252401,1,1,0,0,0
29378057_252840,1,1,0,0,0
29378057_252845,1,1,0,0,0
29378057_260207,1,0,0,0,0
29378057_260270,1,1,0,0,0
29378057_3167787,0,0,0,0,0
29378057_3167827,0,0,0,0,0
29378057_3167835,0,0,0,0,0
29378057_3167908,0,0,0,0,0
29378057_3168767,1,1,0,0,0
29378057_3168770,0,0,0,0,0
29378057_3190956,0,0,0,0,0
29378057_3190958,1,1,0,0,0
29378057_3190968,0,0,0,0,0
29378057_3191018,1,1,0,0,0
29378057_3191024,1,1,0,0,0
29378057_3191090,0,0,0,0,0
29378057_44772,0,0,0,0,0
29378057_44799,0,0,0,0,0
29378057_756411,0,0,0,0,0
29378057_756434,1,1,0,0,0
29378057_756442,1,1,0,0,0
29378057_889664,1,1,0,0,0
29378057_889710,1,1,0,0,0
29378057_889728,1,1,0,0,0
29378057_889796,1,1,0,0,0
29378058_1384834,0,0,0,0,0
29378058_1384841,0,0,0,0,0
29378058_1384844,0,0,0,0,0
29378058_1384895,0,0,0,0,0
29378058_1496824,0,0,0,0,0
29378058_1807134,2,2,2,2,2
29378058_1807182,2,2,2,2,2
29378058_2339202,2,2,2,2,2
29378058_3601758,0,0,0,0,0
29378058_3601877,0,0,0,0,0
29378058_534130,0,0,0,0,0
29378059_617624,0,0,0,0,0
29378059_79152,0,0,0,0,0
29378059_79688,0,0,0,0,0
29378060_411655,2,2,2,2,2
29378063_588741,0,0,0,0,0
29378063_588743,0,0,0,0,0
29378064_4133251,0,0,0,0,0
29378064_4133322,0,0,0,0,0
29378064_4185357,0,0,0,0,0
29378064_4185433,0,0,0,0,0
29378064_4185440,0,0,0,0,0
29378064_4188894,0,0,0,0,0
29378064_4188895,0,0,0,0,0
29378064_4204995,0,0,0,0,0
29378064_4506660,0,0,0,0,0
29378064_4512008,0,0,0,0,0
29378064_4512010,0,0,0,0,0
29378064_4512011,0,0,0,0,0
29378064_4512048,0,0,0,0,0
29378064_4543361,1,1,2,2,2
29378064_4581847,0,0,0,0,0
29378064_4581955,0,0,0,0,0
29378064_4582610,0,0,0,0,0
29378066_2201775,1,1,0,0,0
29378066_2201778,1,1,0,0,0
29378066_2201787,1,1,0,0,0
29378066_2201801,0,0,0,0,0
29378066_597430,1,1,2,2,2
29378066_597476,1,1,2,2,2
29378066_597584,1,2,2,2,2
29378066_849996,0,0,0,0,0
29378066_850029,1,1,2,2,2
29378068_1176026,0,0,0,0,0
29378068_1176430,2,2,2,2,2
29378068_1178933,1,1,0,0,0
29378068_1179022,2,2,2,2,2
29378068_1179104,0,0,0,0,0
29378070_3838145,2,2,2,2,2
29378070_3838382,0,0,0,0,0
29378070_4545377,0,0,0,0,0
29378070_4546698,0,0,0,0,0
29378070_4546742,0,0,0,0,0
29378070_4550681,0,0,0,0,0
29378070_4570683,0,0,0,0,0
29378070_4570701,0,0,0,0,0
29378070_4573616,0,0,0,0,0
29378070_5190368,0,0,0,0,0
29378070_5190383,0,0,0,0,0
29378070_5190410,0,0,0,0,0
29378070_5436819,0,0,0,0,0
29378070_5436866,0,0,0,0,0
29378070_5437994,0,0,0,0,0
29378070_5455988,0,0,0,0,0
29378072_1466814,0,0,0,0,0
29378072_789069,2,2,2,2,2
29378072_821628,2,2,2,2,2
29378072_920336,2,2,2,2,2
29378072_920345,2,2,2,2,2
29378073_2605656,0,0,0,0,0
29378074_1227167,2,2,2,2,2
29378074_1227230,2,2,2,2,2
29378074_1227239,2,2,2,2,2
29378074_1575074,0,0,0,0,0
29378074_1781661,2,2,2,2,2
29378074_1793278,2,2,2,2,2
29378074_2163387,2,2,2,2,2
29378074_2167301,2,2,2,2,2
29378074_2194220,2,2,2,2,2
29378074_2260396,2,2,2,2,2
29378074_2260419,2,2,2,2,2
29378074_2260424,2,2,2,2,2
29378074_2260429,2,2,2,2,2
29378074_2260441,2,2,2,2,2
29378074_2260488,2,2,2,2,2
29378074_2260522,2,2,2,2,2
29378074_2699990,0,0,0,0,0
29378074_2700004,2,2,2,2,2
29378074_2700013,2,2,2,2,2
29378074_2700018,2,2,2,2,2
29378074_2925812,0,0,0,0,0
29378074_2925862,0,0,0,0,0
29378074_2936792,0,0,0,0,0
29378075_1666895,0,0,0,0,0
29378075_1667013,0,0,0,0,0
29378075_1667128,1,2,2,2,2
29378075_1755657,1,0,0,0,0
29378075_397182,0,0,0,0,0
29378078_1959712,0,0,0,0,0
29378078_1959859,0,0,0,0,0
29378078_4420156,1,0,0,0,0
29378078_4657027,0,0,0,0,0
29378078_4657125,0,0,0,0,0
29378078_4657170,0,0,0,0,0
29378078_4657273,0,0,0,0,0
29378078_4658329,0,0,0,0,0
29378078_5502637,0,0,0,0,0
29378078_6138885,0,0,0,0,0
29378078_7801424,1,2,2,2,2
29378083_20154,1,0,0,0,0
29378083_37324,1,0,0,0,0
29378083_57183,1,0,0,0,0
29378085_11048619,0,0,0,0,0
29378085_11128431,2,2,2,2,2
29378085_6452727,0,0,0,0,0
29378085_6452739,0,0,0,0,0
29378085_6452754,0,0,0,0,0
29378085_6452766,0,0,0,0,0
29378085_6452768,0,0,0,0,0
29378085_6452794,0,0,0,0,0
29378085_6452798,0,0,0,0,0
29378085_6452806,0,0,0,0,0
29378085_6452809,0,0,0,0,0
29378085_6452812,0,0,0,0,0
29378085_6452829,0,0,0,0,0
29378085_6452875,0,0,0,0,0
29378085_9756909,0,0,0,0,0
29378085_9756944,0,0,0,0,0
29378085_9756949,0,0,0,0,0
29378091_1029218,0,0,0,0,0
29378091_1029920,0,0,0,0,0
29378091_202336,0,0,0,0,0
29378092_73516,0,0,0,0,0
29378093_439451,2,2,2,2,2
29378093_440102,0,0,0,0,0
29378093_440135,0,0,0,0,0
29378093_440248,2,2,2,2,2
29378093_444779,2,2,2,2,2
29378093_452965,2,2,2,2,2
29378093_453285,2,2,2,2,2
29378093_490728,2,2,2,2,2
29378095_56688,0,0,0,0,0
29378095_56721,0,0,0,0,0
29378095_56732,0,0,0,0,0
29378095_664732,0,0,0,0,0
29378095_664784,1,1,1,2,2
29378095_664862,0,0,0,0,0
29378095_666530,0,0,0,0,0
29378097_154993,0,0,0,0,0
29378097_155017,0,0,0,0,0
29378097_155084,0,0,0,0,0
29378097_155615,0,0,0,0,0
29378097_155736,0,0,0,0,0
29378097_183302,0,0,0,0,0
29378097_183313,0,0,0,0,0
29378097_183389,0,0,0,0,0
29378097_183392,0,0,0,0,0
29378097_183453,0,0,0,0,0
29378097_183504,0,0,0,0,0
29378097_186793,1,1,1,1,1
29378097_186872,0,0,0,0,0
29378097_224113,0,0,0,0,0
29378097_224222,0,0,0,0,0
29378097_224240,0,0,0,0,0
29378097_224297,0,0,0,0,0
29378097_224309,0,0,0,0,0
29378097_224385,0,0,0,0,0
29378099_1579305,0,0,0,0,0
29378099_1579322,0,0,0,0,0
29378099_1579370,0,0,0,0,0
29378099_1579472,0,0,0,0,0
29378099_1579486,1,1,1,1,1
29378099_1579491,1,1,1,1,1
29378099_1579507,1,1,1,1,1
29378099_1579512,1,1,1,1,1
29378099_1579514,1,1,1,1,1
29378099_1579541,0,0,0,0,0
29378099_1579543,0,0,0,0,0
29378099_1579547,0,0,0,0,0
29378099_1579551,0,0,0,0,0
29378099_1579556,0,0,0,0,0
29378099_1579564,0,0,0,0,0
29378100_1119313,1,1,1,0,0
29378100_284971,1,0,0,0,0
29378100_284992,1,1,1,2,2
29378100_284997,0,0,0,0,0
29378100_285029,1,0,0,0,0
29378100_285045,1,0,0,0,0
29378100_285085,1,1,1,0,0
29378100_285091,1,1,1,0,0
29378100_285093,1,1,1,0,0
29378100_285098,0,0,0,0,0
29378100_601883,0,0,0,0,0
29378100_602605,0,0,0,0,0
29378101_1486422,0,0,0,0,0
29378101_1486428,0,0,0,0,0
29378101_1486469,0,0,0,0,0
29378102_704258,1,1,0,0,0
29378106_261182,0,0,0,0,0
29378106_261184,0,0,0,0,0
29378106_261225,0,0,0,0,0
29378106_261226,0,0,0,0,0
29378106_261229,0,0,0,0,0
29378106_405982,0,0,0,0,0
29378106_49663,0,0,0,0,0
29378106_525257,0,0,0,0,0
29378106_525274,0,0,0,0,0
29378106_525381,0,0,0,0,0
29378106_601078,0,0,0,0,0
29378106_601118,0,0,0,0,0
29378106_97273,1,0,0,0,0
29378106_97356,1,2,2,2,2
29378106_97425,0,0,0,0,0
29378111_1775275,0,0,0,0,0
29378111_1775285,0,0,0,0,0
29378111_1775302,0,0,0,0,0
29378111_1775305,1,1,1,2,2
29378111_1775323,1,1,1,2,2
29378111_252153,1,1,1,2,2
29378111_252159,0,0,0,0,0
29378111_252171,1,1,1,2,2
29378111_252177,1,1,1,2,2
29378111_252216,1,1,1,2,2
29378111_252368,0,0,0,0,0
29378111_69231,0,0,0,0,0
29378111_69247,1,1,1,1,1
29378111_69250,1,1,1,1,1
29378111_69256,1,1,1,1,1
29378111_69263,1,1,1,1,1
29378111_69282,1,1,1,2,2
29378111_69325,1,1,1,1,1
29378111_69358,0,0,0,0,0
29378111_69468,1,0,0,0,0
29378112_614273,1,2,2,2,2
29378112_614337,1,2,2,2,2
29378112_614583,1,0,0,0,0
29378112_614584,1,0,0,0,0
29378112_614622,1,0,0,0,0
29378112_614633,1,0,0,0,0
29378112_614639,1,0,0,0,0
29378112_614646,1,0,0,0,0
29378112_614672,1,0,0,0,0
29378112_623296,1,2,2,2,2
29378112_623407,1,2,2,2,2
29378113_1257563,0,0,0,0,0
29378113_1257621,2,2,2,2,2
29378113_1373475,0,0,0,0,0
29378113_293559,2,2,2,2,2
29378113_293562,2,2,2,2,2
29378113_293575,0,0,0,0,0
29378113_293802,2,2,2,2,2
29378113_293879,2,2,2,2,2
29378113_293927,0,0,0,0,0
29378113_541694,0,0,0,0,0
29378114_1313360,1,0,0,0,0
29378114_1313370,1,0,0,0,0
29378114_1313385,0,0,0,0,0
29378114_1313458,0,0,0,0,0
29378114_2118080,0,0,0,0,0
29378114_2282468,1,2,2,2,2
29378114_4106046,1,0,0,0,0
29378114_4106167,1,0,0,0,0
29378115_1263389,0,0,0,0,0
29378115_1263472,0,0,0,0,0
29378115_1263506,0,0,0,0,0
29378116_2568506,0,0,0,0,0
29378116_2568520,0,0,0,0,0
29378116_2568959,1,1,1,2,2
29378116_2826071,0,0,0,0,0
29378116_3611098,0,0,0,0,0
29378116_3792022,0,0,0,0,0
29378116_3792031,0,0,0,0,0
29378116_3792137,0,0,0,0,0
29378116_4331698,0,0,0,0,0
29378116_4333113,0,0,0,0,0
29378116_4333116,0,0,0,0,0
29378116_4333121,0,0,0,0,0
29378116_4333146,0,0,0,0,0
29378116_4333193,0,0,0,0,0
29378116_4333217,0,0,0,0,0
29378116_711769,0,0,0,0,0
29378117_749615,1,1,1,0,0
29378117_749619,1,1,1,0,0
29378117_749701,1,1,1,0,0
29378117_749739,0,0,0,0,0
29378117_964928,2,2,2,2,2
29378117_964974,0,0,0,0,0
29378118_2687018,2,2,2,2,2
29378119_1265878,1,1,1,0,0
29378119_1265942,1,1,1,0,0
29378119_1266136,1,1,1,0,0
29378119_1273524,1,1,1,0,0
29378119_1273546,1,1,1,0,0
29378119_1487743,1,1,1,0,0
29378119_1487809,1,2,2,2,2
29378119_1518153,1,1,1,0,0
29378119_1566056,1,0,0,0,0
29378119_1566098,1,0,0,0,0
29378119_1567767,1,1,1,0,0
29378119_1567775,1,1,1,0,0
29378119_1567840,1,1,0,0,0
29378119_1567879,1,1,1,0,0
29378119_2524115,0,0,0,0,0
29378119_2990617,0,0,0,0,0
29378120_1153977,0,0,0,0,0
29378120_3594411,1,2,2,2,2
29378121_456976,0,0,0,0,0
29378121_457066,0,0,0,0,0
29378122_1167023,1,1,1,1,1
29378122_1596078,2,2,2,2,2
29378124_52542,0,0,0,0,0
29378126_699535,0,0,0,0,0
29378127_111666,1,0,0,0,0
29378128_397333,0,0,0,0,0
29378128_397428,0,0,0,0,0
29378128_397541,0,0,0,0,0
29378128_397556,0,0,0,0,0
29378128_397617,0,0,0,0,0
29378130_116725,0,0,0,0,0
29378131_1006706,1,0,0,0,0
29378131_1006775,1,1,0,0,0
29378131_1007087,1,1,0,0,0
29378131_1022502,1,1,0,0,0
29378131_1022537,1,1,0,0,0
29378131_1296279,1,1,0,0,0
29378131_1298113,1,1,0,0,0
29378131_1298128,1,1,0,0,0
29378131_1298339,1,1,0,0,0
29378131_1298748,1,1,0,0,0
29378131_1879368,1,1,0,0,0
29378131_1879417,1,1,0,0,0
29378131_1879423,1,1,0,0,0
29378131_1879496,1,1,0,0,0
29378131_1879498,1,1,0,0,0
29378131_1882711,1,1,0,0,0
29378131_2722253,0,0,0,0,0
29378131_2723325,0,0,0,0,0
29378131_3051707,0,0,0,0,0
29378131_3051904,0,0,0,0,0
29378131_3278786,0,0,0,0,0
29378131_3279241,0,0,0,0,0
29378131_4215744,0,0,0,0,0
29378131_4215934,0,0,0,0,0
29378131_4215946,0,0,0,0,0
29378131_4216047,0,0,0,0,0
29378131_5438493,0,0,0,0,0
29378131_5439066,1,1,1,1,1
29378131_5439084,0,0,0,0,0
29378132_722281,1,1,1,0,0
29378132_722497,1,1,1,0,0
29378133_44550,1,1,1,1,1
29378133_44565,1,1,1,1,1
29378133_44567,1,0,0,0,0
29378133_45389,0,0,0,0,0
29378133_45401,2,2,2,2,2
29378133_45402,2,2,2,2,2
29378133_45421,1,1,1,2,2
29378133_770052,0,0,0,0,0
29378133_770166,1,1,1,0,0
29378134_24950,0,0,0,0,0
29378135_1098645,1,1,1,2,2
29378135_1098673,0,0,0,0,0
29378135_1098686,0,0,0,0,0
29378135_1098742,0,0,0,0,0
29378135_1271610,1,1,1,2,2
29378135_1271696,1,1,1,2,2
29378135_1271793,1,1,1,2,2
29378135_1271904,1,1,1,2,2
29378135_1276109,1,1,1,2,2
29378135_1563357,0,0,0,0,0
29378135_1563376,1,1,1,2,2
29378135_2004575,1,1,1,0,0
29378135_2004581,0,0,0,0,0
29378135_2006036,0,0,0,0,0
29378135_2006053,2,2,2,2,2
29378135_2006090,2,2,2,2,2
29378135_2006110,0,0,0,0,0
29378135_2137111,0,0,0,0,0
29378135_722487,0,0,0,0,0
29378137_119620,2,2,2,2,2
29378137_119685,2,2,2,2,2
29378137_1292701,0,0,0,0,0
29378137_1294981,0,0,0,0,0
29378137_1925240,0,0,0,0,0
29378137_1925260,0,0,0,0,0
29378137_1925356,0,0,0,0,0
29378137_43548,2,2,2,2,2
29378137_43622,2,2,2,2,2
29378137_43941,2,2,2,2,2
29378137_43952,2,2,2,2,2
29378137_43994,2,2,2,2,2
29378137_904300,1,1,1,1,1
29378137_904351,0,0,0,0,0
29378143_2437966,0,0,0,0,0
29378143_2438050,0,0,0,0,0
29378143_3146279,0,0,0,0,0
29378150_2080897,0,0,0,0,0
29378150_2081019,0,0,0,0,0
29378150_2081037,0,0,0,0,0
29378150_54319,0,0,0,0,0
29378150_54389,0,0,0,0,0
29378150_54431,0,0,0,0,0
29378150_54457,0,0,0,0,0
29378150_655427,0,0,0,0,0
29378151_1356463,1,0,0,0,0
29378151_2310668,0,0,0,0,0
29378151_2310683,1,2,2,2,2
29378151_2310741,1,2,2,2,2
29378151_2374094,1,2,2,2,2
29378151_2438341,1,2,2,2,2
29378151_2495598,1,2,2,2,2
29378151_2495605,1,2,2,2,2
29378151_2496310,1,2,2,2,2
29378151_2834221,1,2,2,2,2
29378151_2834409,1,2,2,2,2
29378151_2875159,1,0,0,0,0
29378152_277254,2,2,2,2,2
29378152_277259,2,2,2,2,2
29378152_277277,0,0,0,0,0
29378155_437247,1,0,0,0,0
29378159_2933900,1,0,0,0,0
29378159_2933944,1,0,0,0,0
