,7_2-F,721-S1,721-2-S2,721-21-S3,721-211-S4
29377590_6561885,0,0,0,0,0
29377590_6561908,2,2,2,2,2
29377590_6614047,2,2,2,2,2
29377590_6614970,2,2,2,2,2
29377590_6615029,2,2,2,2,2
29377590_6615039,0,0,0,0,0
29377594_172641,0,0,0,0,0
29377594_172782,1,0,0,0,0
29377598_13015,0,0,0,0,0
29377600_1056702,1,1,0,0,0
29377600_1056763,1,1,0,0,0
29377600_1072241,0,0,0,0,0
29377600_1072283,0,0,0,0,0
29377600_1072284,1,1,0,0,0
29377600_1072327,1,1,0,0,0
29377600_1072329,1,1,0,0,0
29377600_1170081,0,0,0,0,0
29377600_1170112,0,0,0,0,0
29377600_1170206,0,0,0,0,0
29377600_1170233,0,0,0,0,0
29377600_1335156,1,1,0,0,0
29377600_1335184,0,0,0,0,0
29377601_228230,0,0,0,0,0
29377601_46461,0,0,0,0,0
29377601_46464,0,0,0,0,0
29377603_2107774,0,0,0,0,0
29377604_712741,0,0,0,0,0
29377604_712766,1,0,0,0,0
29377604_712862,0,0,0,0,0
29377604_712959,1,0,0,0,0
29377605_327404,1,1,0,0,0
29377605_327441,1,1,0,0,0
29377605_327483,1,1,0,0,0
29377605_327942,0,0,0,0,0
29377605_328064,0,0,0,0,0
29377605_331135,1,1,0,0,0
29377605_331148,1,1,0,0,0
29377605_331187,1,1,0,0,0
29377605_331211,1,1,0,0,0
29377605_331216,1,1,0,0,0
29377605_331228,0,0,0,0,0
29377605_456976,0,0,0,0,0
29377606_95383,0,0,0,0,0
29377606_95813,0,0,0,0,0
29377606_95865,0,0,0,0,0
29377606_95877,0,0,0,0,0
29377606_95909,1,1,1,1,1
29377608_61203,1,1,1,1,1
29377608_61208,0,0,0,0,0
29377608_61260,0,0,0,0,0
29377608_61264,0,0,0,0,0
29377608_61308,1,0,0,0,0
29377608_61343,0,0,0,0,0
29377608_61347,1,1,0,0,0
29377609_2255350,0,0,0,0,0
29377609_2255379,0,0,0,0,0
29377609_2578570,0,0,0,0,0
29377609_2581011,0,0,0,0,0
29377609_2610143,0,0,0,0,0
29377609_320933,0,0,0,0,0
29377609_5944463,2,2,2,2,2
29377609_5944490,2,2,2,2,2
29377609_6072293,2,2,2,2,2
29377609_6072325,0,0,0,0,0
29377609_6072331,0,0,0,0,0
29377609_6072342,0,0,0,0,0
29377609_6072365,0,0,0,0,0
29377609_6072367,2,2,2,2,2
29377609_6072438,2,2,2,2,2
29377609_6122307,0,0,0,0,0
29377609_6178195,0,0,0,0,0
29377609_6178693,0,0,0,0,0
29377609_6321440,0,0,0,0,0
29377609_6321554,0,0,0,0,0
29377609_6387325,0,0,0,0,0
29377609_6387420,0,0,0,0,0
29377609_6387478,0,0,0,0,0
29377609_6387532,0,0,0,0,0
29377609_959872,2,2,2,2,2
29377610_3579925,0,0,0,0,0
29377610_3581786,0,0,0,0,0
29377610_3581859,0,0,0,0,0
29377610_3676549,0,0,0,0,0
29377610_3676590,0,0,0,0,0
29377610_3676595,0,0,0,0,0
29377610_3676619,0,0,0,0,0
29377610_4029228,0,0,0,0,0
29377610_4029335,0,0,0,0,0
29377610_4029337,0,0,0,0,0
29377610_4127378,2,2,2,2,2
29377610_4127392,0,0,0,0,0
29377611_406036,2,2,2,2,2
29377612_12115,2,2,2,2,2
29377612_351363,0,0,0,0,0
29377612_351441,0,0,0,0,0
29377612_351450,0,0,0,0,0
29377613_1063390,1,1,2,2,2
29377613_439290,1,1,0,0,0
29377613_948910,0,0,0,0,0
29377614_1460070,1,1,1,NA,0
29377614_1634318,1,1,1,NA,0
29377614_1634408,1,1,1,NA,0
29377614_327178,0,0,0,0,0
29377614_390028,0,0,0,0,0
29377614_390112,0,0,0,0,0
29377614_390119,1,1,1,NA,2
29377614_390366,0,0,0,0,0
29377614_392598,0,0,0,0,0
29377614_468580,0,0,0,0,0
29377614_866292,0,0,0,0,0
29377615_142993,1,1,2,2,2
29377616_927,0,0,0,0,0
29377617_1590194,1,1,0,0,0
29377617_1590215,1,1,0,0,0
29377617_1590231,0,0,0,0,0
29377617_1590245,1,1,0,0,0
29377617_1625811,1,1,0,0,0
29377617_1625872,1,1,0,0,0
29377617_1625916,1,1,0,0,0
29377617_29083,0,0,0,0,0
29377617_29084,0,0,0,0,0
29377617_29230,0,0,0,0,0
29377617_29276,0,0,0,0,0
29377617_451230,0,0,0,0,0
29377618_885405,0,0,0,0,0
29377618_885408,0,0,0,0,0
29377618_885416,0,0,0,0,0
29377618_885417,0,0,0,0,0
29377618_885451,0,0,0,0,0
29377618_885458,0,0,0,0,0
29377618_885476,0,0,0,0,0
29377618_885483,0,0,0,0,0
29377618_885493,0,0,0,0,0
29377618_885495,0,0,0,0,0
29377618_885497,0,0,0,0,0
29377618_885516,0,0,0,0,0
29377618_885528,0,0,0,0,0
29377618_955467,0,0,0,0,0
29377621_1342807,0,0,0,0,0
29377621_1342884,0,0,0,0,0
29377621_1958902,1,1,1,NA,0
29377622_684761,0,0,0,0,0
29377622_684799,0,0,0,0,0
29377622_684812,0,0,0,0,0
29377622_684853,0,0,0,0,0
29377622_685449,0,0,0,0,0
29377622_685473,0,0,0,0,0
29377622_685496,0,0,0,0,0
29377622_685515,0,0,0,0,0
29377622_685518,0,0,0,0,0
29377622_685530,0,0,0,0,0
29377622_685534,0,0,0,0,0
29377622_685555,0,0,0,0,0
29377631_196897,2,2,2,2,2
29377634_176310,0,0,0,0,0
29377634_176320,0,0,0,0,0
29377641_442,0,0,0,0,0
29377641_486,1,1,1,1,1
29377641_518,0,0,0,0,0
29377644_95546,0,0,0,0,0
29377644_95548,0,0,0,0,0
29377644_95553,0,0,0,0,0
29377644_95598,0,0,0,0,0
29377644_95614,0,0,0,0,0
29377647_1210685,2,2,2,2,2
29377647_1301860,2,2,2,2,2
29377647_1301922,2,2,2,2,2
29377647_51963,0,0,0,0,0
29377647_653459,0,0,0,0,0
29377647_653500,0,0,0,0,0
29377647_653513,1,1,1,1,1
29377647_653522,0,0,0,0,0
29377647_653527,1,0,0,0,0
29377647_653528,1,0,0,0,0
29377647_653533,1,0,0,0,0
29377647_653539,1,1,1,1,1
29377647_655542,0,0,0,0,0
29377647_656035,0,0,0,0,0
29377647_656041,0,0,0,0,0
29377647_673604,0,0,0,0,0
29377647_893324,0,0,0,0,0
29377647_893334,0,0,0,0,0
29377647_893446,0,0,0,0,0
29377648_354675,0,0,0,0,0
29377648_354718,0,0,0,0,0
29377648_354749,0,0,0,0,0
29377648_438247,0,0,0,0,0
29377648_438321,0,0,0,0,0
29377648_453102,0,0,0,0,0
29377648_453137,0,0,0,0,0
29377648_453180,0,0,0,0,0
29377648_453186,0,0,0,0,0
29377648_453194,0,0,0,0,0
29377651_632999,0,0,0,0,0
29377652_3498036,2,2,2,2,2
29377656_923314,2,2,2,2,2
29377658_1217666,0,0,0,0,0
29377658_2309043,0,0,0,0,0
29377658_2309446,0,0,0,0,0
29377658_2312352,0,0,0,0,0
29377658_2659229,0,0,0,0,0
29377658_2659267,0,0,0,0,0
29377658_836252,1,1,1,NA,0
29377658_836286,1,2,2,2,2
29377659_1343052,0,0,0,0,0
29377659_1475259,0,0,0,0,0
29377659_1499607,0,0,0,0,0
29377659_1499617,0,0,0,0,0
29377659_1499639,0,0,0,0,0
29377659_1499664,2,2,2,2,2
29377659_1499682,0,0,0,0,0
29377659_1556450,0,0,0,0,0
29377659_2585244,0,0,0,0,0
29377659_2585465,0,0,0,0,0
29377659_2813450,2,2,2,2,2
29377659_2813570,2,2,2,2,2
29377661_1310938,0,0,0,0,0
29377668_178732,0,0,0,0,0
29377668_206853,0,0,0,0,0
29377668_206923,0,0,0,0,0
29377668_209152,0,0,0,0,0
29377668_27955,0,0,0,0,0
29377668_502827,0,0,0,0,0
29377668_502891,0,0,0,0,0
29377668_54862,0,0,0,0,0
29377670_165190,0,0,0,0,0
29377672_1132399,0,0,0,0,0
29377672_1132436,0,0,0,0,0
29377672_1132454,0,0,0,0,0
29377672_1177735,0,0,0,0,0
29377672_1177761,0,0,0,0,0
29377672_1177787,0,0,0,0,0
29377672_1199250,0,0,0,0,0
29377672_1230935,1,1,0,0,0
29377672_1234483,0,0,0,0,0
29377672_1632678,0,0,0,0,0
29377672_1636011,0,0,0,0,0
29377672_1636044,0,0,0,0,0
29377672_1964473,1,1,0,0,0
29377672_1964477,1,1,0,0,0
29377673_1816805,2,2,2,2,2
29377673_1816829,2,2,2,2,2
29377673_1816878,2,2,2,2,2
29377673_1971095,1,2,2,2,2
29377673_1971149,2,2,2,2,2
29377673_1971786,2,2,2,2,2
29377673_1971787,2,2,2,2,2
29377673_2070264,2,2,2,2,2
29377675_23638,0,0,0,0,0
29377675_23686,1,1,1,1,1
29377675_23893,0,0,0,0,0
29377675_23903,0,0,0,0,0
29377675_23955,0,0,0,0,0
29377675_23993,1,1,1,1,1
29377675_313388,0,0,0,0,0
29377675_313394,0,0,0,0,0
29377675_313448,0,0,0,0,0
29377675_315499,0,0,0,0,0
29377676_177714,1,1,1,NA,2
29377676_177747,0,0,0,0,0
29377676_177802,0,0,0,0,0
29377676_179077,1,1,NA,NA,NA
29377676_179149,1,1,1,NA,2
29377676_179153,0,0,0,0,0
29377676_179185,1,1,NA,NA,NA
29377676_179234,1,1,1,1,1
29377676_179271,0,0,0,0,0
29377676_265078,1,1,1,NA,2
29377676_265117,0,0,0,0,0
29377676_265142,0,0,0,0,0
29377676_265153,0,0,0,0,0
29377676_265275,0,0,0,0,0
29377676_265320,1,1,1,NA,2
29377677_2625789,0,0,0,0,0
29377679_792671,0,0,0,0,0
29377679_792696,0,0,0,0,0
29377680_1628100,0,0,0,0,0
29377680_1628132,0,0,0,0,0
29377680_1628160,0,0,0,0,0
29377680_1628163,0,0,0,0,0
29377680_1628174,0,0,0,0,0
29377680_1628213,0,0,0,0,0
29377680_1628214,0,0,0,0,0
29377680_1628284,0,0,0,0,0
29377680_1628301,0,0,0,0,0
29377680_3265588,0,0,0,0,0
29377680_795365,1,0,0,0,0
29377683_153894,0,0,0,0,0
29377683_153969,0,0,0,0,0
29377683_154004,0,0,0,0,0
29377683_154006,0,0,0,0,0
29377683_154068,0,0,0,0,0
29377683_154074,0,0,0,0,0
29377683_154076,0,0,0,0,0
29377683_154077,0,0,0,0,0
29377683_154136,0,0,0,0,0
29377683_154743,0,0,0,0,0
29377683_1664286,0,0,0,0,0
29377683_1664326,0,0,0,0,0
29377683_1739742,0,0,0,0,0
29377683_1739858,0,0,0,0,0
29377683_2290189,0,0,0,0,0
29377683_2290264,0,0,0,0,0
29377683_2290458,0,0,0,0,0
29377683_3046049,0,0,0,0,0
29377683_3046121,0,0,0,0,0
29377683_3247455,0,0,0,0,0
29377683_614339,2,2,2,2,2
29377683_924913,0,0,0,0,0
29377684_3448032,0,0,0,0,0
29377684_3672243,2,2,2,2,2
29377684_4261458,1,1,NA,NA,NA
29377684_4262410,0,0,0,0,0
29377684_4766670,0,0,0,0,0
29377685_234234,0,0,0,0,0
29377685_237435,0,0,0,0,0
29377685_238911,2,2,2,2,2
29377685_2450810,2,2,2,2,2
29377685_2450865,2,2,2,2,2
29377685_2450874,2,2,2,2,2
29377685_937324,1,1,0,0,0
29377685_937367,1,1,0,0,0
29377685_937456,1,1,0,0,0
29377687_2672209,0,0,0,0,0
29377687_3274733,0,0,0,0,0
29377687_388497,0,0,0,0,0
29377687_4419929,0,0,0,0,0
29377687_4419956,0,0,0,0,0
29377687_4420058,0,0,0,0,0
29377687_4495592,0,0,0,0,0
29377687_4495597,0,0,0,0,0
29377687_4495618,0,0,0,0,0
29377687_4613522,0,0,0,0,0
29377687_4872201,0,0,0,0,0
29377687_4872285,0,0,0,0,0
29377687_4872433,0,0,0,0,0
29377687_4872496,0,0,0,0,0
29377687_5741666,0,0,0,0,0
29377689_206590,0,0,0,0,0
29377689_524187,0,0,0,0,0
29377689_524270,0,0,0,0,0
29377689_526161,0,0,0,0,0
29377689_526660,1,0,0,0,0
29377690_1154109,0,0,0,0,0
29377690_1154182,0,0,0,0,0
29377690_1154734,1,1,1,NA,0
29377690_1154746,0,0,0,0,0
29377690_1862256,1,1,1,1,1
29377690_1862278,1,1,1,1,1
29377690_1862764,1,1,1,1,1
29377690_1873463,1,1,1,1,1
29377690_1873525,0,0,0,0,0
29377690_869231,0,0,0,0,0
29377690_869280,0,0,0,0,0
29377691_3144810,0,0,0,0,0
29377693_1693820,1,1,1,1,1
29377693_1736454,1,1,1,1,1
29377693_1736787,0,0,0,0,0
29377694_386713,1,2,2,2,2
29377694_386772,0,0,0,0,0
29377694_386788,1,2,2,2,2
29377696_2243527,0,0,0,0,0
29377696_2430489,0,0,0,0,0
29377696_2733695,1,1,0,0,0
29377696_2733749,0,0,0,0,0
29377696_2733792,0,0,0,0,0
29377696_2733825,0,0,0,0,0
29377696_2733849,0,0,0,0,0
29377696_2733910,1,1,0,0,0
29377696_2739975,1,1,0,0,0
29377696_2740058,0,0,0,0,0
29377696_2742415,1,1,0,0,0
29377696_2742460,1,1,0,0,0
29377696_2742464,1,1,0,0,0
29377696_2742468,0,0,0,0,0
29377696_3027032,0,0,0,0,0
29377696_3027081,0,0,0,0,0
29377696_3073523,0,0,0,0,0
29377696_3073529,1,1,0,0,0
29377696_3073566,1,1,0,0,0
29377698_1030378,2,2,2,2,2
29377698_1120515,2,2,2,2,2
29377698_1120547,0,0,0,0,0
29377698_1120680,0,0,0,0,0
29377698_1451040,0,0,0,0,0
29377698_1451735,0,0,0,0,0
29377698_1451765,0,0,0,0,0
29377698_2982713,0,0,0,0,0
29377698_2982807,1,1,1,NA,0
29377698_2982881,1,1,1,NA,0
29377698_2982882,1,1,1,NA,0
29377698_2982904,1,1,1,1,1
29377698_461683,2,2,2,2,2
29377698_655727,2,2,2,2,2
29377702_412928,1,1,1,NA,2
29377702_413063,0,0,0,0,0
29377704_164754,0,0,0,0,0
29377707_3337908,0,0,0,0,0
29377707_3345171,0,0,0,0,0
29377707_3345244,0,0,0,0,0
29377707_3345255,0,0,0,0,0
29377707_807946,0,0,0,0,0
29377707_807951,0,0,0,0,0
29377707_807996,0,0,0,0,0
29377707_808019,0,0,0,0,0
29377708_1471245,0,0,0,0,0
29377708_1471654,0,0,0,0,0
29377708_1471659,0,0,0,0,0
29377708_2155108,0,0,0,0,0
29377708_2157886,0,0,0,0,0
29377708_2157921,0,0,0,0,0
29377708_81565,0,0,0,0,0
29377708_81706,2,2,2,2,2
29377708_91535,0,0,0,0,0
29377710_49976,0,0,0,0,0
29377711_292713,1,1,1,1,1
29377711_294783,1,1,1,1,1
29377711_294801,2,2,2,2,2
29377711_294803,2,2,2,2,2
29377711_294851,0,0,0,0,0
29377711_295022,1,1,1,1,1
29377713_242555,1,1,0,0,0
29377713_250694,1,1,0,0,0
29377713_250885,1,1,0,0,0
29377713_528220,1,1,0,0,0
29377713_528259,1,1,0,0,0
29377713_528276,1,1,0,0,0
29377713_553900,0,0,0,0,0
29377713_553957,2,2,2,2,2
29377714_2461050,0,0,0,0,0
29377714_2463396,0,0,0,0,0
29377714_327907,0,0,0,0,0
29377714_327916,0,0,0,0,0
29377714_327959,0,0,0,0,0
29377714_327972,0,0,0,0,0
29377714_328015,1,2,2,2,2
29377714_328027,1,2,2,2,2
29377714_3814504,0,0,0,0,0
29377714_3816179,0,0,0,0,0
29377714_3816218,0,0,0,0,0
29377714_3817789,2,2,2,2,2
29377714_3817806,0,0,0,0,0
29377714_3817822,0,0,0,0,0
29377714_854260,2,2,2,2,2
29377714_855262,0,0,0,0,0
29377716_315706,1,1,1,NA,2
29377718_1379030,1,0,0,0,0
29377718_1379036,1,0,0,0,0
29377718_1379050,1,0,0,0,0
29377718_1379103,1,0,0,0,0
29377718_1379127,0,0,0,0,0
29377719_1971417,0,0,0,0,0
29377719_2074570,0,0,0,0,0
29377719_249204,0,0,0,0,0
29377719_2582284,1,1,1,NA,0
29377719_2582310,1,1,1,NA,0
29377719_281676,0,0,0,0,0
29377719_281728,0,0,0,0,0
29377719_2877680,1,1,1,NA,2
29377719_2877681,1,1,1,NA,2
29377719_2877727,1,1,1,NA,2
29377719_2877728,1,1,1,NA,2
29377719_2877744,1,1,1,NA,2
29377719_704337,0,0,0,0,0
29377719_704356,0,0,0,0,0
29377719_704374,0,0,0,0,0
29377719_704570,0,0,0,0,0
29377719_735934,0,0,0,0,0
29377719_736111,0,0,0,0,0
29377719_748798,0,0,0,0,0
29377719_748936,0,0,0,0,0
29377720_3962466,0,0,0,0,0
29377721_11445929,0,0,0,0,0
29377721_1488602,0,0,0,0,0
29377721_1488666,0,0,0,0,0
29377721_2970524,0,0,0,0,0
29377721_2970531,0,0,0,0,0
29377721_2970555,0,0,0,0,0
29377721_2970577,0,0,0,0,0
29377721_3123306,0,0,0,0,0
29377721_3582553,0,0,0,0,0
29377721_3582636,0,0,0,0,0
29377721_381332,1,1,1,1,1
29377721_4282292,0,0,0,0,0
29377721_4419770,0,0,0,0,0
29377721_4572375,0,0,0,0,0
29377721_4575801,0,0,0,0,0
29377721_4575843,0,0,0,0,0
29377721_4575845,0,0,0,0,0
29377721_4575852,0,0,0,0,0
29377721_4575936,0,0,0,0,0
29377721_4996252,0,0,0,0,0
29377721_4996359,1,1,1,1,1
29377721_5022148,0,0,0,0,0
29377721_5792308,0,0,0,0,0
29377721_5975559,1,1,1,1,1
29377721_6005866,0,0,0,0,0
29377721_6006691,1,1,1,1,1
29377721_709530,1,1,1,1,1
29377721_8882976,1,1,1,1,1
29377721_8883018,0,0,0,0,0
29377721_8883019,0,0,0,0,0
29377722_1378616,0,0,0,0,0
29377722_1378638,0,0,0,0,0
29377722_1378686,0,0,0,0,0
29377722_1380179,0,0,0,0,0
29377723_102868,2,2,2,2,2
29377723_102899,1,1,2,2,2
29377723_102900,1,1,2,2,2
29377723_102953,1,1,2,2,2
29377723_102965,1,1,2,2,2
29377723_102968,1,1,2,2,2
29377723_103031,1,1,1,1,1
29377723_103038,1,1,2,2,2
29377726_1369218,1,0,0,0,0
29377726_1470058,1,0,0,0,0
29377726_1568124,1,0,0,0,0
29377726_1568720,1,0,0,0,0
29377726_1647629,1,0,0,0,0
29377726_319179,0,0,0,0,0
29377726_319258,1,0,0,0,0
29377726_319269,0,0,0,0,0
29377726_319322,0,0,0,0,0
29377726_500589,0,0,0,0,0
29377726_565197,1,0,0,0,0
29377726_565245,1,0,0,0,0
29377726_565259,0,0,0,0,0
29377726_565302,0,0,0,0,0
29377726_565324,1,0,0,0,0
29377726_565325,0,0,0,0,0
29377726_565412,0,0,0,0,0
29377727_518452,0,0,0,0,0
29377727_518453,0,0,0,0,0
29377727_843,0,0,0,0,0
29377727_951,0,0,0,0,0
29377728_301717,1,1,2,2,2
29377728_301726,1,1,2,2,2
29377729_2985931,0,0,0,0,0
29377730_1054270,0,0,0,0,0
29377730_729341,0,0,0,0,0
29377731_297532,0,0,0,0,0
29377731_297534,2,2,2,2,2
29377731_300112,1,2,2,2,2
29377731_42242,0,0,0,0,0
29377731_891972,0,0,0,0,0
29377731_892284,0,0,0,0,0
29377731_892326,0,0,0,0,0
29377731_909093,0,0,0,0,0
29377731_911743,1,0,0,0,0
29377734_856382,0,0,0,0,0
29377735_116636,2,2,2,2,2
29377737_1074286,0,0,0,0,0
29377737_1200785,1,1,0,0,0
29377737_1200789,1,1,0,0,0
29377737_1200797,1,1,0,0,0
29377737_1204401,1,1,1,1,1
29377737_1268517,1,0,0,0,0
29377737_1268587,0,0,0,0,0
29377737_1268595,1,1,1,1,1
29377737_1268610,1,1,1,1,1
29377737_1268639,1,1,1,1,1
29377737_1268640,1,1,1,1,1
29377737_1268655,1,1,1,1,1
29377737_1606841,1,1,1,NA,0
29377737_1607621,1,1,1,NA,0
29377737_1608080,2,2,2,2,2
29377737_384015,1,1,1,NA,2
29377737_428180,2,2,2,2,2
29377737_87035,1,1,0,0,0
29377741_293478,1,1,1,NA,0
29377741_318627,1,1,1,NA,0
29377741_318707,1,1,NA,NA,NA
29377741_618007,1,1,1,NA,0
29377741_618062,1,1,1,NA,0
29377741_618075,1,1,1,NA,0
29377742_106487,0,0,0,0,0
29377742_1376199,0,0,0,0,0
29377742_1376227,0,0,0,0,0
29377742_1376344,0,0,0,0,0
29377742_1732263,0,0,0,0,0
29377742_1732369,0,0,0,0,0
29377742_1732417,0,0,0,0,0
29377742_1866131,0,0,0,0,0
29377742_1866166,0,0,0,0,0
29377742_1866256,1,1,0,0,0
29377742_1866262,0,0,0,0,0
29377742_1866269,0,0,0,0,0
29377742_1866319,0,0,0,0,0
29377742_2374004,0,0,0,0,0
29377742_2374025,0,0,0,0,0
29377742_2374033,1,1,0,0,0
29377742_2374101,0,0,0,0,0
29377742_2376974,0,0,0,0,0
29377742_2377021,0,0,0,0,0
29377742_2405235,0,0,0,0,0
29377742_2405282,0,0,0,0,0
29377742_307959,0,0,0,0,0
29377742_308004,0,0,0,0,0
29377742_308069,0,0,0,0,0
29377742_308097,0,0,0,0,0
29377742_310112,0,0,0,0,0
29377742_550129,0,0,0,0,0
29377742_550204,0,0,0,0,0
29377742_550996,0,0,0,0,0
29377742_82646,0,0,0,0,0
29377742_82725,0,0,0,0,0
29377744_1089228,2,2,2,2,2
29377744_1089314,2,2,2,2,2
29377744_197085,0,0,0,0,0
29377744_9710,0,0,0,0,0
29377745_1570117,1,1,1,1,1
29377746_283449,2,2,2,2,2
29377746_291997,0,0,0,0,0
29377747_2823386,0,0,0,0,0
29377747_2823466,0,0,0,0,0
29377747_818583,0,0,0,0,0
29377747_818613,0,0,0,0,0
29377747_818633,0,0,0,0,0
29377747_818856,0,0,0,0,0
29377747_818898,0,0,0,0,0
29377747_818919,0,0,0,0,0
29377747_818952,0,0,0,0,0
29377749_1018705,0,0,0,0,0
29377749_1018878,2,2,2,2,2
29377749_3829018,0,0,0,0,0
29377749_5448621,2,2,2,2,2
29377749_5448648,1,1,0,0,0
29377749_5448649,2,2,2,2,2
29377749_5448662,2,2,2,2,2
29377749_6114245,2,2,2,2,2
29377749_6114341,2,2,2,2,2
29377749_6114367,0,0,0,0,0
29377749_6114496,2,2,2,2,2
29377749_6114599,2,2,2,2,2
29377749_8080523,2,2,2,2,2
29377749_8080703,2,2,2,2,2
29377749_8082936,1,1,2,2,2
29377750_1729481,1,1,1,NA,2
29377750_1729569,0,0,0,0,0
29377750_1729669,1,1,1,NA,2
29377750_1760786,1,1,1,NA,2
29377750_1842952,0,0,0,0,0
29377750_1843014,1,1,1,NA,2
29377750_1843076,0,0,0,0,0
29377750_1867987,1,1,NA,NA,NA
29377750_1871466,0,0,0,0,0
29377750_1871547,0,0,0,0,0
29377751_207047,0,0,0,0,0
29377752_561581,0,0,0,0,0
29377752_561644,0,0,0,0,0
29377752_561667,0,0,0,0,0
29377752_561715,0,0,0,0,0
29377755_342206,0,0,0,0,0
29377758_1658982,0,0,0,0,0
29377760_1042799,0,0,0,0,0
29377760_1043008,0,0,0,0,0
29377760_1966863,0,0,0,0,0
29377760_2253428,1,1,2,2,2
29377760_2253438,1,1,2,2,2
29377760_2254328,1,1,2,2,2
29377760_2254406,0,0,0,0,0
29377760_226962,0,0,0,0,0
29377760_2489173,1,0,0,0,0
29377760_2489180,1,0,0,0,0
29377760_2489182,1,0,0,0,0
29377760_2489189,1,0,0,0,0
29377760_2768956,0,0,0,0,0
29377760_3073867,0,0,0,0,0
29377760_312201,1,1,0,0,0
29377760_3269812,0,0,0,0,0
29377760_3389984,2,2,2,2,2
29377760_3389997,0,0,0,0,0
29377760_3390109,0,0,0,0,0
29377761_86211,1,1,1,1,1
29377761_86428,1,1,1,1,1
29377762_1002670,0,0,0,0,0
29377762_1002676,0,0,0,0,0
29377762_1002760,0,0,0,0,0
29377762_1002771,0,0,0,0,0
29377762_1002784,0,0,0,0,0
29377762_1002798,0,0,0,0,0
29377762_1093609,0,0,0,0,0
29377762_1093700,0,0,0,0,0
29377762_1093754,0,0,0,0,0
29377762_1206539,0,0,0,0,0
29377762_1206572,0,0,0,0,0
29377762_1206629,0,0,0,0,0
29377762_1206742,1,0,0,0,0
29377762_1223873,0,0,0,0,0
29377762_1223914,0,0,0,0,0
29377762_1223962,0,0,0,0,0
29377762_1257853,0,0,0,0,0
29377762_546296,0,0,0,0,0
29377762_546343,0,0,0,0,0
29377762_701351,0,0,0,0,0
29377762_701475,0,0,0,0,0
29377762_701511,0,0,0,0,0
29377762_909001,0,0,0,0,0
29377762_909002,0,0,0,0,0
29377762_909007,0,0,0,0,0
29377763_1088982,0,0,0,0,0
29377763_1088990,0,0,0,0,0
29377763_1088991,0,0,0,0,0
29377763_1088994,0,0,0,0,0
29377763_1089024,0,0,0,0,0
29377763_1089040,0,0,0,0,0
29377763_1089089,0,0,0,0,0
29377763_1089091,0,0,0,0,0
29377763_1089121,0,0,0,0,0
29377763_1628956,0,0,0,0,0
29377763_1629011,0,0,0,0,0
29377763_1629121,0,0,0,0,0
29377763_3148736,0,0,0,0,0
29377763_339063,0,0,0,0,0
29377763_339151,0,0,0,0,0
29377763_3647136,0,0,0,0,0
29377763_3647141,0,0,0,0,0
29377763_3647244,1,1,1,1,1
29377763_3704576,1,0,0,0,0
29377763_47590,0,0,0,0,0
29377763_47660,1,1,1,1,1
29377763_59325,1,1,1,1,1
29377763_755394,0,0,0,0,0
29377763_755419,0,0,0,0,0
29377763_755491,0,0,0,0,0
29377763_755513,0,0,0,0,0
29377766_238841,0,0,0,0,0
29377766_239036,0,0,0,0,0
29377768_2304793,0,0,0,0,0
29377768_2304824,0,0,0,0,0
29377768_2304831,0,0,0,0,0
29377768_2304842,0,0,0,0,0
29377768_2304846,0,0,0,0,0
29377768_2304853,0,0,0,0,0
29377768_2304861,0,0,0,0,0
29377768_2304877,1,0,0,0,0
29377768_2304909,0,0,0,0,0
29377768_2304942,2,2,2,2,2
29377768_2304971,1,0,0,0,0
29377768_2304977,0,0,0,0,0
29377768_2305061,1,0,0,0,0
29377768_2305064,1,1,1,1,1
29377768_3740487,1,0,0,0,0
29377768_4091337,1,0,0,0,0
29377768_4095449,0,0,0,0,0
29377769_334584,2,2,2,2,2
29377769_334613,0,0,0,0,0
29377769_334629,2,2,2,2,2
29377769_334662,1,1,1,NA,0
29377769_437011,0,0,0,0,0
29377769_437012,0,0,0,0,0
29377769_437034,0,0,0,0,0
29377769_437042,0,0,0,0,0
29377769_437063,0,0,0,0,0
29377769_437073,0,0,0,0,0
29377769_437078,0,0,0,0,0
29377770_324485,0,0,0,0,0
29377770_382965,0,0,0,0,0
29377770_383240,0,0,0,0,0
29377770_383357,0,0,0,0,0
29377770_383358,0,0,0,0,0
29377770_409554,0,0,0,0,0
29377770_409583,0,0,0,0,0
29377770_806343,0,0,0,0,0
29377770_806383,1,0,0,0,0
29377770_806400,0,0,0,0,0
29377770_806420,1,0,0,0,0
29377770_809475,1,0,0,0,0
29377770_809478,1,0,0,0,0
29377770_809605,1,0,0,0,0
29377770_818713,0,0,0,0,0
29377775_154162,0,0,0,0,0
29377775_154195,1,0,0,0,0
29377775_154231,1,0,0,0,0
29377775_543570,0,0,0,0,0
29377775_597770,1,0,0,0,0
29377775_597799,1,0,0,0,0
29377775_600442,0,0,0,0,0
29377777_283883,0,0,0,0,0
29377777_283975,0,0,0,0,0
29377777_484131,0,0,0,0,0
29377777_491597,0,0,0,0,0
29377777_491651,0,0,0,0,0
29377778_67243,0,0,0,0,0
29377778_67259,0,0,0,0,0
29377779_270573,1,1,1,1,1
29377779_469746,1,1,1,1,1
29377779_494863,1,1,1,1,1
29377779_495572,1,1,1,1,1
29377779_496474,0,0,0,0,0
29377779_496531,1,1,1,1,1
29377779_613030,0,0,0,0,0
29377779_613107,1,1,1,1,1
29377779_695398,1,1,1,1,1
